"Tanggal","SKU","Lokasi","Permintaan"
2024-03-01,"KK-ORI-SED-POU","Pabrik B",115
2024-03-01,"KK-ORI-SED-SAC","Pabrik A",327
2024-03-01,"KK-ORI-SED-SAC","Pabrik B",192
2024-03-01,"KK-PAP-BES-POU","Pabrik A",230
2024-03-01,"KK-PAP-BES-POU","Pabrik B",165
2024-03-01,"KK-PAP-KEC-SAC","Pabrik A",262
2024-03-01,"KK-PAP-KEC-SAC","Pabrik B",166
2024-03-01,"KK-PAP-SED-POU","Pabrik A",134
2024-03-01,"KK-PAP-SED-POU","Pabrik B",111
2024-03-01,"KK-PAP-SED-SAC","Pabrik A",228
2024-03-01,"KK-PAP-SED-SAC","Pabrik B",176
2024-03-01,"TB-JAS-BES-KAC","Pabrik A",541
2024-03-01,"TB-JAS-BES-KAC","Pabrik B",318
2024-03-01,"TB-JAS-KEC-PET","Pabrik A",525
2024-03-01,"TB-JAS-KEC-PET","Pabrik B",376
2024-03-01,"TB-JAS-SED-KAC","Pabrik A",448
2024-03-01,"TB-JAS-SED-KAC","Pabrik B",579
2024-03-01,"TB-JAS-SED-PET","Pabrik A",688
2024-03-01,"TB-JAS-SED-PET","Pabrik B",939
2024-03-01,"TB-PCH-BES-KAC","Pabrik A",371
2024-03-01,"TB-PCH-BES-KAC","Pabrik B",271
2024-03-01,"TB-PCH-KEC-PET","Pabrik A",371
2024-03-01,"TB-PCH-KEC-PET","Pabrik B",232
2024-03-01,"TB-PCH-SED-KAC","Pabrik A",283
2024-03-01,"TB-PCH-SED-KAC","Pabrik B",302
2024-03-01,"TB-PCH-SED-PET","Pabrik A",496
2024-03-01,"TB-PCH-SED-PET","Pabrik B",386
2024-04-01,"KK-ORI-BES-POU","Pabrik A",285
2024-04-01,"KK-ORI-BES-POU","Pabrik B",185
2024-04-01,"KK-ORI-KEC-SAC","Pabrik A",337
2024-04-01,"KK-ORI-KEC-SAC","Pabrik B",235
2024-04-01,"KK-ORI-SED-POU","Pabrik A",212
2024-04-01,"KK-ORI-SED-POU","Pabrik B",151
2024-04-01,"KK-ORI-SED-SAC","Pabrik A",347
2024-04-01,"KK-ORI-SED-SAC","Pabrik B",137
2024-04-01,"KK-PAP-BES-POU","Pabrik A",231
2024-04-01,"KK-PAP-BES-POU","Pabrik B",184
2024-04-01,"KK-PAP-KEC-SAC","Pabrik A",234
2024-04-01,"KK-PAP-KEC-SAC","Pabrik B",188
2024-04-01,"KK-PAP-SED-POU","Pabrik A",165
2024-04-01,"KK-PAP-SED-POU","Pabrik B",113
2024-04-01,"KK-PAP-SED-SAC","Pabrik A",96
2024-04-01,"KK-PAP-SED-SAC","Pabrik B",173
2024-04-01,"TB-JAS-BES-KAC","Pabrik A",624
2024-04-01,"TB-JAS-BES-KAC","Pabrik B",396
2024-04-01,"TB-JAS-KEC-PET","Pabrik A",505
2024-04-01,"TB-JAS-KEC-PET","Pabrik B",395
2024-04-01,"TB-JAS-SED-KAC","Pabrik A",509
2024-04-01,"TB-JAS-SED-KAC","Pabrik B",292
2024-04-01,"TB-JAS-SED-PET","Pabrik A",909
2024-04-01,"TB-JAS-SED-PET","Pabrik B",538
2024-04-01,"TB-PCH-BES-KAC","Pabrik A",438
2024-04-01,"TB-PCH-BES-KAC","Pabrik B",318
2024-04-01,"TB-PCH-KEC-PET","Pabrik A",417
2024-04-01,"TB-PCH-KEC-PET","Pabrik B",235
2024-04-01,"TB-PCH-SED-KAC","Pabrik A",330
2024-04-01,"TB-PCH-SED-KAC","Pabrik B",186
2024-04-01,"TB-PCH-SED-PET","Pabrik A",528
2024-04-01,"TB-PCH-SED-PET","Pabrik B",412
2024-05-01,"KK-ORI-BES-POU","Pabrik A",352
2024-05-01,"KK-ORI-BES-POU","Pabrik B",202
2024-05-01,"KK-ORI-KEC-SAC","Pabrik A",357
2024-05-01,"KK-ORI-KEC-SAC","Pabrik B",244
2024-05-01,"KK-ORI-SED-POU","Pabrik A",204
2024-05-01,"KK-ORI-SED-POU","Pabrik B",140
2024-05-01,"KK-ORI-SED-SAC","Pabrik A",331
2024-05-01,"KK-ORI-SED-SAC","Pabrik B",229
2024-05-01,"KK-PAP-BES-POU","Pabrik A",240
2024-05-01,"KK-PAP-BES-POU","Pabrik B",159
2024-05-01,"KK-PAP-KEC-SAC","Pabrik A",273
2024-05-01,"KK-PAP-KEC-SAC","Pabrik B",173
2024-05-01,"KK-PAP-SED-POU","Pabrik A",191
2024-05-01,"KK-PAP-SED-POU","Pabrik B",112
2024-05-01,"KK-PAP-SED-SAC","Pabrik A",261
2024-05-01,"KK-PAP-SED-SAC","Pabrik B",172
2024-05-01,"TB-JAS-BES-KAC","Pabrik A",1578
2024-05-01,"TB-JAS-BES-KAC","Pabrik B",488
2024-05-01,"TB-JAS-KEC-PET","Pabrik A",594
2024-05-01,"TB-JAS-KEC-PET","Pabrik B",392
2024-05-01,"TB-JAS-SED-KAC","Pabrik A",539
2024-05-01,"TB-JAS-SED-KAC","Pabrik B",365
2024-05-01,"TB-JAS-SED-PET","Pabrik A",846
2024-05-01,"TB-JAS-SED-PET","Pabrik B",563
2024-05-01,"TB-PCH-BES-KAC","Pabrik A",516
2024-05-01,"TB-PCH-BES-KAC","Pabrik B",290
2024-05-01,"TB-PCH-KEC-PET","Pabrik A",361
2024-05-01,"TB-PCH-KEC-PET","Pabrik B",243
2024-05-01,"TB-PCH-SED-KAC","Pabrik A",332
2024-05-01,"TB-PCH-SED-KAC","Pabrik B",246
2024-05-01,"TB-PCH-SED-PET","Pabrik A",603
2024-05-01,"TB-PCH-SED-PET","Pabrik B",406
2024-06-01,"KK-ORI-BES-POU","Pabrik A",317
2024-06-01,"KK-ORI-BES-POU","Pabrik B",231
2024-06-01,"KK-ORI-KEC-SAC","Pabrik A",565
2024-06-01,"KK-ORI-KEC-SAC","Pabrik B",241
2024-06-01,"KK-ORI-SED-POU","Pabrik A",149
2024-06-01,"KK-ORI-SED-POU","Pabrik B",152
2024-06-01,"KK-ORI-SED-SAC","Pabrik A",335
2024-06-01,"KK-ORI-SED-SAC","Pabrik B",255
2024-06-01,"KK-PAP-BES-POU","Pabrik A",250
2024-06-01,"KK-PAP-BES-POU","Pabrik B",181
2024-06-01,"KK-PAP-KEC-SAC","Pabrik A",307
2024-06-01,"KK-PAP-KEC-SAC","Pabrik B",76
2024-06-01,"KK-PAP-SED-POU","Pabrik A",185
2024-06-01,"KK-PAP-SED-POU","Pabrik B",130
2024-06-01,"KK-PAP-SED-SAC","Pabrik A",697
2024-06-01,"KK-PAP-SED-SAC","Pabrik B",175
2024-06-01,"TB-JAS-BES-KAC","Pabrik A",734
2024-06-01,"TB-JAS-BES-KAC","Pabrik B",604
2024-06-01,"TB-JAS-KEC-PET","Pabrik A",632
2024-06-01,"TB-JAS-KEC-PET","Pabrik B",403
2024-06-01,"TB-JAS-SED-KAC","Pabrik A",492
2024-06-01,"TB-JAS-SED-KAC","Pabrik B",422
2024-06-01,"TB-JAS-SED-PET","Pabrik A",978
2024-06-01,"TB-JAS-SED-PET","Pabrik B",597
2024-06-01,"TB-PCH-BES-KAC","Pabrik A",513
2024-06-01,"TB-PCH-BES-KAC","Pabrik B",354
2024-06-01,"TB-PCH-KEC-PET","Pabrik A",422
2024-06-01,"TB-PCH-KEC-PET","Pabrik B",314
2024-06-01,"TB-PCH-SED-KAC","Pabrik A",340
2024-06-01,"TB-PCH-SED-KAC","Pabrik B",223
2024-06-01,"TB-PCH-SED-PET","Pabrik A",569
2024-06-01,"TB-PCH-SED-PET","Pabrik B",406
2024-07-01,"KK-ORI-BES-POU","Pabrik A",333
2024-07-01,"KK-ORI-BES-POU","Pabrik B",217
2024-07-01,"KK-ORI-KEC-SAC","Pabrik A",332
2024-07-01,"KK-ORI-KEC-SAC","Pabrik B",219
2024-07-01,"KK-ORI-SED-POU","Pabrik A",225
2024-07-01,"KK-ORI-SED-POU","Pabrik B",147
2024-07-01,"KK-ORI-SED-SAC","Pabrik A",317
2024-07-01,"KK-ORI-SED-SAC","Pabrik B",211
2024-07-01,"KK-PAP-BES-POU","Pabrik A",269
2024-07-01,"KK-PAP-BES-POU","Pabrik B",210
2024-07-01,"KK-PAP-KEC-SAC","Pabrik A",293
2024-07-01,"KK-PAP-KEC-SAC","Pabrik B",165
2024-07-01,"KK-PAP-SED-POU","Pabrik A",176
2024-07-01,"KK-PAP-SED-POU","Pabrik B",114
2024-07-01,"KK-PAP-SED-SAC","Pabrik A",250
2024-07-01,"KK-PAP-SED-SAC","Pabrik B",190
2024-07-01,"TB-JAS-BES-KAC","Pabrik A",733
2024-07-01,"TB-JAS-BES-KAC","Pabrik B",484
2024-07-01,"TB-JAS-KEC-PET","Pabrik A",651
2024-07-01,"TB-JAS-KEC-PET","Pabrik B",474
2024-07-01,"TB-JAS-SED-KAC","Pabrik A",507
2024-07-01,"TB-JAS-SED-KAC","Pabrik B",328
2024-07-01,"TB-JAS-SED-PET","Pabrik A",816
2024-07-01,"TB-JAS-SED-PET","Pabrik B",580
2024-07-01,"TB-PCH-BES-KAC","Pabrik A",486
2024-07-01,"TB-PCH-BES-KAC","Pabrik B",365
2024-07-01,"TB-PCH-KEC-PET","Pabrik A",393
2024-07-01,"TB-PCH-KEC-PET","Pabrik B",282
2024-07-01,"TB-PCH-SED-KAC","Pabrik A",346
2024-07-01,"TB-PCH-SED-KAC","Pabrik B",234
2024-07-01,"TB-PCH-SED-PET","Pabrik A",656
2024-07-01,"TB-PCH-SED-PET","Pabrik B",397
2024-08-01,"KK-ORI-BES-POU","Pabrik A",359
2024-08-01,"KK-ORI-BES-POU","Pabrik B",193
2024-08-01,"KK-ORI-KEC-SAC","Pabrik A",339
2024-08-01,"KK-ORI-KEC-SAC","Pabrik B",199
2024-08-01,"KK-ORI-SED-POU","Pabrik A",191
2024-08-01,"KK-ORI-SED-POU","Pabrik B",153
2024-08-01,"KK-ORI-SED-SAC","Pabrik A",297
2024-08-01,"KK-ORI-SED-SAC","Pabrik B",193
2024-08-01,"KK-PAP-BES-POU","Pabrik A",267
2024-08-01,"KK-PAP-BES-POU","Pabrik B",192
2024-08-01,"KK-PAP-KEC-SAC","Pabrik A",296
2024-08-01,"KK-PAP-KEC-SAC","Pabrik B",198
2024-08-01,"KK-PAP-SED-POU","Pabrik A",163
2024-08-01,"KK-PAP-SED-POU","Pabrik B",115
2024-08-01,"KK-PAP-SED-SAC","Pabrik A",221
2024-08-01,"KK-PAP-SED-SAC","Pabrik B",177
2024-08-01,"TB-JAS-BES-KAC","Pabrik A",602
2024-08-01,"TB-JAS-BES-KAC","Pabrik B",462
2024-08-01,"TB-JAS-KEC-PET","Pabrik A",603
2024-08-01,"TB-JAS-KEC-PET","Pabrik B",370
2024-08-01,"TB-JAS-SED-KAC","Pabrik A",470
2024-08-01,"TB-JAS-SED-KAC","Pabrik B",353
2024-08-01,"TB-JAS-SED-PET","Pabrik A",882
2024-08-01,"TB-JAS-SED-PET","Pabrik B",602
2024-08-01,"TB-PCH-BES-KAC","Pabrik A",421
2024-08-01,"TB-PCH-BES-KAC","Pabrik B",323
2024-08-01,"TB-PCH-KEC-PET","Pabrik A",121
2024-08-01,"TB-PCH-KEC-PET","Pabrik B",252
2024-08-01,"TB-PCH-SED-KAC","Pabrik A",340
2024-08-01,"TB-PCH-SED-KAC","Pabrik B",219
2024-08-01,"TB-PCH-SED-PET","Pabrik A",596
2024-08-01,"TB-PCH-SED-PET","Pabrik B",347
2024-09-01,"KK-ORI-BES-POU","Pabrik A",320
2024-09-01,"KK-ORI-BES-POU","Pabrik B",219
2024-09-01,"KK-ORI-KEC-SAC","Pabrik A",329
2024-09-01,"KK-ORI-KEC-SAC","Pabrik B",207
2024-09-01,"KK-ORI-SED-POU","Pabrik A",242
2024-09-01,"KK-ORI-SED-POU","Pabrik B",152
2024-09-01,"KK-ORI-SED-SAC","Pabrik A",339
2024-09-01,"KK-ORI-SED-SAC","Pabrik B",205
2024-09-01,"KK-PAP-BES-POU","Pabrik A",287
2024-09-01,"KK-PAP-BES-POU","Pabrik B",153
2024-09-01,"KK-PAP-KEC-SAC","Pabrik A",255
2024-09-01,"KK-PAP-KEC-SAC","Pabrik B",155
2024-09-01,"KK-PAP-SED-POU","Pabrik A",171
2024-09-01,"KK-PAP-SED-POU","Pabrik B",115
2024-09-01,"KK-PAP-SED-SAC","Pabrik A",285
2024-09-01,"KK-PAP-SED-SAC","Pabrik B",176
2024-09-01,"TB-JAS-BES-KAC","Pabrik A",757
2024-09-01,"TB-JAS-BES-KAC","Pabrik B",445
2024-09-01,"TB-JAS-KEC-PET","Pabrik A",597
2024-09-01,"TB-JAS-KEC-PET","Pabrik B",334
2024-09-01,"TB-JAS-SED-KAC","Pabrik A",568
2024-09-01,"TB-JAS-SED-KAC","Pabrik B",359
2024-09-01,"TB-JAS-SED-PET","Pabrik A",487
2024-09-01,"TB-JAS-SED-PET","Pabrik B",645
2024-09-01,"TB-PCH-BES-KAC","Pabrik A",509
2024-09-01,"TB-PCH-BES-KAC","Pabrik B",318
2024-09-01,"TB-PCH-KEC-PET","Pabrik A",393
2024-09-01,"TB-PCH-KEC-PET","Pabrik B",235
2024-09-01,"TB-PCH-SED-KAC","Pabrik A",383
2024-09-01,"TB-PCH-SED-KAC","Pabrik B",248
2024-09-01,"TB-PCH-SED-PET","Pabrik A",589
2024-09-01,"TB-PCH-SED-PET","Pabrik B",397
2024-10-01,"KK-ORI-BES-POU","Pabrik A",312
2024-10-01,"KK-ORI-BES-POU","Pabrik B",232
2024-10-01,"KK-ORI-KEC-SAC","Pabrik A",344
2024-10-01,"KK-ORI-KEC-SAC","Pabrik B",232
2024-10-01,"KK-ORI-SED-POU","Pabrik A",231
2024-10-01,"KK-ORI-SED-POU","Pabrik B",159
2024-10-01,"KK-ORI-SED-SAC","Pabrik A",305
2024-10-01,"KK-ORI-SED-SAC","Pabrik B",242
2024-10-01,"KK-PAP-BES-POU","Pabrik A",316
2024-10-01,"KK-PAP-BES-POU","Pabrik B",172
2024-10-01,"KK-PAP-KEC-SAC","Pabrik A",286
2024-10-01,"KK-PAP-KEC-SAC","Pabrik B",184
2024-10-01,"KK-PAP-SED-POU","Pabrik A",196
2024-10-01,"KK-PAP-SED-POU","Pabrik B",126
2024-10-01,"KK-PAP-SED-SAC","Pabrik A",270
2024-10-01,"KK-PAP-SED-SAC","Pabrik B",165
2024-10-01,"TB-JAS-BES-KAC","Pabrik A",781
2024-10-01,"TB-JAS-BES-KAC","Pabrik B",504
2024-10-01,"TB-JAS-KEC-PET","Pabrik A",599
2024-10-01,"TB-JAS-KEC-PET","Pabrik B",397
2024-10-01,"TB-JAS-SED-KAC","Pabrik A",577
2024-10-01,"TB-JAS-SED-KAC","Pabrik B",397
2024-10-01,"TB-JAS-SED-PET","Pabrik A",880
2024-10-01,"TB-JAS-SED-PET","Pabrik B",697
2024-10-01,"TB-PCH-BES-KAC","Pabrik A",526
2024-10-01,"TB-PCH-BES-KAC","Pabrik B",346
2024-10-01,"TB-PCH-KEC-PET","Pabrik A",469
2024-10-01,"TB-PCH-KEC-PET","Pabrik B",260
2024-10-01,"TB-PCH-SED-KAC","Pabrik A",375
2024-10-01,"TB-PCH-SED-KAC","Pabrik B",252
2024-10-01,"TB-PCH-SED-PET","Pabrik A",675
2024-10-01,"TB-PCH-SED-PET","Pabrik B",361
2024-11-01,"KK-ORI-BES-POU","Pabrik A",437
2024-11-01,"KK-ORI-BES-POU","Pabrik B",260
2024-11-01,"KK-ORI-KEC-SAC","Pabrik A",372
2024-11-01,"KK-ORI-KEC-SAC","Pabrik B",260
2024-11-01,"KK-ORI-SED-POU","Pabrik A",265
2024-11-01,"KK-ORI-SED-POU","Pabrik B",180
2024-11-01,"KK-ORI-SED-SAC","Pabrik A",372
2024-11-01,"KK-ORI-SED-SAC","Pabrik B",283
2024-11-01,"KK-PAP-BES-POU","Pabrik A",329
2024-11-01,"KK-PAP-BES-POU","Pabrik B",236
2024-11-01,"KK-PAP-KEC-SAC","Pabrik A",330
2024-11-01,"KK-PAP-KEC-SAC","Pabrik B",197
2024-11-01,"KK-PAP-SED-POU","Pabrik A",343
2024-11-01,"KK-PAP-SED-POU","Pabrik B",148
2024-11-01,"KK-PAP-SED-SAC","Pabrik A",341
2024-11-01,"KK-PAP-SED-SAC","Pabrik B",234
2024-11-01,"TB-JAS-BES-KAC","Pabrik A",922
2024-11-01,"TB-JAS-BES-KAC","Pabrik B",625
2024-11-01,"TB-JAS-KEC-PET","Pabrik A",1047
2024-11-01,"TB-JAS-KEC-PET","Pabrik B",631
2024-11-01,"TB-JAS-SED-KAC","Pabrik A",723
2024-11-01,"TB-JAS-SED-KAC","Pabrik B",419
2024-11-01,"TB-JAS-SED-PET","Pabrik A",1066
2024-11-01,"TB-JAS-SED-PET","Pabrik B",682
2024-11-01,"TB-PCH-BES-KAC","Pabrik A",595
2024-11-01,"TB-PCH-BES-KAC","Pabrik B",156
2024-11-01,"TB-PCH-KEC-PET","Pabrik A",520
2024-11-01,"TB-PCH-KEC-PET","Pabrik B",317
2024-11-01,"TB-PCH-SED-KAC","Pabrik A",465
2024-11-01,"TB-PCH-SED-KAC","Pabrik B",273
2024-11-01,"TB-PCH-SED-PET","Pabrik A",738
2024-11-01,"TB-PCH-SED-PET","Pabrik B",448
2024-12-01,"KK-ORI-BES-POU","Pabrik A",426
2024-12-01,"KK-ORI-BES-POU","Pabrik B",325
2024-12-01,"KK-ORI-KEC-SAC","Pabrik A",412
2024-12-01,"KK-ORI-KEC-SAC","Pabrik B",290
2024-12-01,"KK-ORI-SED-POU","Pabrik A",276
2024-12-01,"KK-ORI-SED-POU","Pabrik B",227
2024-12-01,"KK-ORI-SED-SAC","Pabrik A",412
2024-12-01,"KK-ORI-SED-SAC","Pabrik B",241
2024-12-01,"KK-PAP-BES-POU","Pabrik A",381
2024-12-01,"KK-PAP-BES-POU","Pabrik B",361
2024-12-01,"KK-PAP-KEC-SAC","Pabrik A",396
2024-12-01,"KK-PAP-KEC-SAC","Pabrik B",240
2024-12-01,"KK-PAP-SED-POU","Pabrik A",229
2024-12-01,"KK-PAP-SED-POU","Pabrik B",170
2024-12-01,"KK-PAP-SED-SAC","Pabrik A",349
2024-12-01,"KK-PAP-SED-SAC","Pabrik B",256
2024-12-01,"TB-JAS-BES-KAC","Pabrik A",1097
2024-12-01,"TB-JAS-BES-KAC","Pabrik B",695
2024-12-01,"TB-JAS-KEC-PET","Pabrik A",785
2024-12-01,"TB-JAS-KEC-PET","Pabrik B",1240
2024-12-01,"TB-JAS-SED-KAC","Pabrik A",651
2024-12-01,"TB-JAS-SED-KAC","Pabrik B",460
2024-12-01,"TB-JAS-SED-PET","Pabrik A",1123
2024-12-01,"TB-JAS-SED-PET","Pabrik B",800
2024-12-01,"TB-PCH-BES-KAC","Pabrik A",1065
2024-12-01,"TB-PCH-BES-KAC","Pabrik B",502
2024-12-01,"TB-PCH-KEC-PET","Pabrik A",544
2024-12-01,"TB-PCH-KEC-PET","Pabrik B",389
2024-12-01,"TB-PCH-SED-KAC","Pabrik A",721
2024-12-01,"TB-PCH-SED-KAC","Pabrik B",284
2024-12-01,"TB-PCH-SED-PET","Pabrik A",772
2024-12-01,"TB-PCH-SED-PET","Pabrik B",543
2025-01-01,"KK-ORI-BES-POU","Pabrik A",307
2025-01-01,"KK-ORI-BES-POU","Pabrik B",165
2025-01-01,"KK-ORI-KEC-SAC","Pabrik A",295
2025-01-01,"KK-ORI-KEC-SAC","Pabrik B",164
2025-01-01,"KK-ORI-SED-POU","Pabrik A",175
2025-01-01,"KK-ORI-SED-POU","Pabrik B",119
2025-01-01,"KK-ORI-SED-SAC","Pabrik A",296
2025-01-01,"KK-ORI-SED-SAC","Pabrik B",177
2025-01-01,"KK-PAP-BES-POU","Pabrik A",237
2025-01-01,"KK-PAP-BES-POU","Pabrik B",149
2025-01-01,"KK-PAP-KEC-SAC","Pabrik A",191
2025-01-01,"KK-PAP-KEC-SAC","Pabrik B",140
2025-01-01,"KK-PAP-SED-POU","Pabrik A",143
2025-01-01,"KK-PAP-SED-POU","Pabrik B",100
2025-01-01,"KK-PAP-SED-SAC","Pabrik A",296
2025-01-01,"KK-PAP-SED-SAC","Pabrik B",138
2025-01-01,"TB-JAS-BES-KAC","Pabrik A",639
2025-01-01,"TB-JAS-BES-KAC","Pabrik B",377
2025-01-01,"TB-JAS-KEC-PET","Pabrik A",500
2025-01-01,"TB-JAS-KEC-PET","Pabrik B",322
2025-01-01,"TB-JAS-SED-KAC","Pabrik A",465
2025-01-01,"TB-JAS-SED-KAC","Pabrik B",292
2025-01-01,"TB-JAS-SED-PET","Pabrik A",844
2025-01-01,"TB-JAS-SED-PET","Pabrik B",438
2025-01-01,"TB-PCH-BES-KAC","Pabrik A",429
2025-01-01,"TB-PCH-BES-KAC","Pabrik B",237
2025-01-01,"TB-PCH-KEC-PET","Pabrik A",285
2025-01-01,"TB-PCH-KEC-PET","Pabrik B",212
2025-01-01,"TB-PCH-SED-KAC","Pabrik A",289
2025-01-01,"TB-PCH-SED-KAC","Pabrik B",192
2025-01-01,"TB-PCH-SED-PET","Pabrik A",480
2025-01-01,"TB-PCH-SED-PET","Pabrik B",325
2025-02-01,"KK-ORI-BES-POU","Pabrik A",296
2025-02-01,"KK-ORI-BES-POU","Pabrik B",178
2025-02-01,"KK-ORI-KEC-SAC","Pabrik A",243
2025-02-01,"KK-ORI-KEC-SAC","Pabrik B",164
2025-02-01,"KK-ORI-SED-POU","Pabrik A",83
2025-02-01,"KK-ORI-SED-POU","Pabrik B",127
2025-02-01,"KK-ORI-SED-SAC","Pabrik A",265
2025-02-01,"KK-ORI-SED-SAC","Pabrik B",195
2025-02-01,"KK-PAP-BES-POU","Pabrik A",268
2025-02-01,"KK-PAP-BES-POU","Pabrik B",229
2025-02-01,"KK-PAP-KEC-SAC","Pabrik A",218
2025-02-01,"KK-PAP-KEC-SAC","Pabrik B",126
2025-02-01,"KK-PAP-SED-POU","Pabrik A",141
2025-02-01,"KK-PAP-SED-POU","Pabrik B",100
2025-02-01,"KK-PAP-SED-SAC","Pabrik A",229
2025-02-01,"KK-PAP-SED-SAC","Pabrik B",145
2025-02-01,"TB-JAS-BES-KAC","Pabrik A",590
2025-02-01,"TB-JAS-BES-KAC","Pabrik B",417
2025-02-01,"TB-JAS-KEC-PET","Pabrik A",445
2025-02-01,"TB-JAS-KEC-PET","Pabrik B",337
2025-02-01,"TB-JAS-SED-KAC","Pabrik A",481
2025-02-01,"TB-JAS-SED-KAC","Pabrik B",277
2025-02-01,"TB-JAS-SED-PET","Pabrik A",638
2025-02-01,"TB-JAS-SED-PET","Pabrik B",460
2025-02-01,"TB-PCH-BES-KAC","Pabrik A",451
2025-02-01,"TB-PCH-BES-KAC","Pabrik B",297
2025-02-01,"TB-PCH-KEC-PET","Pabrik A",269
2025-02-01,"TB-PCH-KEC-PET","Pabrik B",207
2025-02-01,"TB-PCH-SED-KAC","Pabrik A",312
2025-02-01,"TB-PCH-SED-KAC","Pabrik B",225
2025-02-01,"TB-PCH-SED-PET","Pabrik A",422
2025-02-01,"TB-PCH-SED-PET","Pabrik B",315
2025-03-01,"KK-ORI-BES-POU","Pabrik A",294
2025-03-01,"KK-ORI-BES-POU","Pabrik B",237
2025-03-01,"KK-ORI-KEC-SAC","Pabrik A",273
2025-03-01,"KK-ORI-KEC-SAC","Pabrik B",168
2025-03-01,"KK-ORI-SED-POU","Pabrik A",215
2025-03-01,"KK-ORI-SED-POU","Pabrik B",143
2025-03-01,"KK-ORI-SED-SAC","Pabrik A",295
2025-03-01,"KK-ORI-SED-SAC","Pabrik B",192
2025-03-01,"KK-PAP-BES-POU","Pabrik A",282
2025-03-01,"KK-PAP-BES-POU","Pabrik B",161
2025-03-01,"KK-PAP-KEC-SAC","Pabrik A",243
2025-03-01,"KK-PAP-KEC-SAC","Pabrik B",166
2025-03-01,"KK-PAP-SED-POU","Pabrik A",166
2025-03-01,"KK-PAP-SED-POU","Pabrik B",112
2025-03-01,"KK-PAP-SED-SAC","Pabrik A",257
2025-03-01,"KK-PAP-SED-SAC","Pabrik B",147
2025-03-01,"TB-JAS-BES-KAC","Pabrik A",905
2025-03-01,"TB-JAS-BES-KAC","Pabrik B",448
2025-03-01,"TB-JAS-KEC-PET","Pabrik A",468
2025-03-01,"TB-JAS-KEC-PET","Pabrik B",355
2025-03-01,"TB-JAS-SED-KAC","Pabrik A",405
2025-03-01,"TB-JAS-SED-KAC","Pabrik B",345
2025-03-01,"TB-JAS-SED-PET","Pabrik A",815
2025-03-01,"TB-JAS-SED-PET","Pabrik B",533
2025-03-01,"TB-PCH-BES-KAC","Pabrik A",522
2025-03-01,"TB-PCH-BES-KAC","Pabrik B",344
2025-03-01,"TB-PCH-KEC-PET","Pabrik A",350
2025-03-01,"TB-PCH-KEC-PET","Pabrik B",396
2025-03-01,"TB-PCH-SED-KAC","Pabrik A",338
2025-03-01,"TB-PCH-SED-KAC","Pabrik B",235
2025-03-01,"TB-PCH-SED-PET","Pabrik A",513
2025-03-01,"TB-PCH-SED-PET","Pabrik B",381
2025-04-01,"KK-ORI-BES-POU","Pabrik A",356
2025-04-01,"KK-ORI-BES-POU","Pabrik B",235
2025-04-01,"KK-ORI-KEC-SAC","Pabrik A",317
2025-04-01,"KK-ORI-KEC-SAC","Pabrik B",205
2025-04-01,"KK-ORI-SED-POU","Pabrik A",206
2025-04-01,"KK-ORI-SED-POU","Pabrik B",136
2025-04-01,"KK-ORI-SED-SAC","Pabrik A",316
2025-04-01,"KK-ORI-SED-SAC","Pabrik B",225
2025-04-01,"KK-PAP-BES-POU","Pabrik A",272
2025-04-01,"KK-PAP-BES-POU","Pabrik B",186
2025-04-01,"KK-PAP-KEC-SAC","Pabrik A",203
2025-04-01,"KK-PAP-KEC-SAC","Pabrik B",171
2025-04-01,"KK-PAP-SED-POU","Pabrik A",177
2025-04-01,"KK-PAP-SED-POU","Pabrik B",106
2025-04-01,"KK-PAP-SED-SAC","Pabrik A",271
2025-04-01,"KK-PAP-SED-SAC","Pabrik B",166
2025-04-01,"TB-JAS-BES-KAC","Pabrik A",905
2025-04-01,"TB-JAS-BES-KAC","Pabrik B",567
2025-04-01,"TB-JAS-KEC-PET","Pabrik A",578
2025-04-01,"TB-JAS-KEC-PET","Pabrik B",350
2025-04-01,"TB-JAS-SED-KAC","Pabrik A",521
2025-04-01,"TB-JAS-SED-KAC","Pabrik B",395
2025-04-01,"TB-JAS-SED-PET","Pabrik A",923
2025-04-01,"TB-JAS-SED-PET","Pabrik B",614
2025-04-01,"TB-PCH-BES-KAC","Pabrik A",504
2025-04-01,"TB-PCH-BES-KAC","Pabrik B",367
2025-04-01,"TB-PCH-KEC-PET","Pabrik A",396
2025-04-01,"TB-PCH-KEC-PET","Pabrik B",270
2025-04-01,"TB-PCH-SED-KAC","Pabrik A",363
2025-04-01,"TB-PCH-SED-KAC","Pabrik B",211
2025-04-01,"TB-PCH-SED-PET","Pabrik A",626
2025-04-01,"TB-PCH-SED-PET","Pabrik B",404
2025-05-01,"KK-ORI-BES-POU","Pabrik A",359
2025-05-01,"KK-ORI-BES-POU","Pabrik B",249
2025-05-01,"KK-ORI-KEC-SAC","Pabrik A",199
2025-05-01,"KK-ORI-KEC-SAC","Pabrik B",179
2025-05-01,"KK-ORI-SED-POU","Pabrik A",213
2025-05-01,"KK-ORI-SED-POU","Pabrik B",149
2025-05-01,"KK-ORI-SED-SAC","Pabrik A",333
2025-05-01,"KK-ORI-SED-SAC","Pabrik B",251
2025-05-01,"KK-PAP-BES-POU","Pabrik A",317
2025-05-01,"KK-PAP-BES-POU","Pabrik B",210
2025-05-01,"KK-PAP-KEC-SAC","Pabrik A",272
