"Tanggal","Produk","Permintaan","Aterpen","StokBegint","StokEnd","Stockout","Defisit"
2025-04-19,"P-06",57,0,2171,2114,0,0
2025-04-21,"P-01",5,0,27,22,0,0
2025-04-21,"P-02",10,0,73,63,0,0
2025-04-21,"P-03",30,0,73,43,0,0
2025-04-21,"P-04",38,0,9,0,1,29
2025-04-21,"P-05",57,0,1768,1711,0,0
2025-04-21,"P-06",69,0,2114,2045,0,0
2025-04-22,"P-01",5,0,22,17,0,0
2025-04-22,"P-02",13,0,63,50,0,0
2025-04-22,"P-03",35,0,43,8,0,0
2025-04-22,"P-04",36,280,280,244,0,0
2025-04-22,"P-05",62,0,1711,1649,0,0
2025-04-22,"P-06",61,0,2045,1984,0,0
2025-04-23,"P-01",5,0,17,12,0,0
2025-04-23,"P-02",16,63,113,97,0,0
2025-04-23,"P-03",38,210,218,180,0,0
2025-04-23,"P-04",33,0,244,211,0,0
2025-04-23,"P-05",64,0,1649,1585,0,0
2025-04-23,"P-06",75,0,1984,1909,0,0
2025-04-24,"P-01",8,0,12,4,0,0
2025-04-24,"P-02",8,0,97,89,0,0
2025-04-24,"P-03",19,0,180,161,0,0
2025-04-24,"P-04",36,0,211,175,0,0
2025-04-24,"P-05",66,0,1585,1519,0,0
2025-04-24,"P-06",58,0,1909,1851,0,0
2025-04-25,"P-01",4,0,4,0,0,0
2025-04-25,"P-02",6,0,89,83,0,0
2025-04-25,"P-03",27,210,371,344,0,0
2025-04-25,"P-04",39,0,175,136,0,0
2025-04-25,"P-05",49,385,1904,1855,0,0
2025-04-25,"P-06",57,455,2306,2249,0,0
2025-04-26,"P-01",6,0,0,0,1,6
2025-04-26,"P-02",3,0,83,80,0,0
2025-04-26,"P-03",31,0,344,313,0,0
2025-04-26,"P-04",30,0,136,106,0,0
2025-04-26,"P-05",66,0,1855,1789,0,0
2025-04-26,"P-06",56,0,2249,2193,0,0
2025-04-28,"P-01",1,0,0,0,1,1
2025-04-28,"P-02",17,0,80,63,0,0
2025-04-28,"P-03",31,0,313,282,0,0
2025-04-28,"P-04",49,280,386,337,0,0
2025-04-28,"P-05",46,0,1789,1743,0,0
2025-04-28,"P-06",42,0,2193,2151,0,0
2025-04-29,"P-01",14,0,0,0,1,14
2025-04-29,"P-02",9,0,63,54,0,0
2025-04-29,"P-03",29,0,282,253,0,0
2025-04-29,"P-04",50,0,337,287,0,0
2025-04-29,"P-05",59,0,1743,1684,0,0
2025-04-29,"P-06",62,0,2151,2089,0,0
2025-04-30,"P-01",11,0,0,0,1,11
2025-04-30,"P-02",1,0,54,53,0,0
2025-04-30,"P-03",23,0,253,230,0,0
2025-04-30,"P-04",48,0,287,239,0,0
2025-04-30,"P-05",47,0,1684,1637,0,0
2025-04-30,"P-06",62,0,2089,2027,0,0
2025-05-01,"P-01",9,0,0,0,1,9
2025-05-01,"P-02",0,0,53,53,0,0
2025-05-01,"P-03",26,0,230,204,0,0
2025-05-01,"P-04",43,0,239,196,0,0
2025-05-01,"P-05",50,385,2022,1972,0,0
2025-05-01,"P-06",61,0,2027,1966,0,0
2025-05-02,"P-01",6,0,0,0,1,6
2025-05-02,"P-02",8,0,53,45,0,0
2025-05-02,"P-03",27,0,204,177,0,0
2025-05-02,"P-04",34,0,196,162,0,0
2025-05-02,"P-05",61,0,1972,1911,0,0
2025-05-02,"P-06",69,0,1966,1897,0,0
2025-05-03,"P-01",2,0,0,0,1,2
2025-05-03,"P-02",2,0,45,43,0,0
2025-05-03,"P-03",34,0,177,143,0,0
2025-05-03,"P-04",36,0,162,126,0,0
2025-05-03,"P-05",57,0,1911,1854,0,0
2025-05-03,"P-06",59,0,1897,1838,0,0
2025-05-05,"P-01",3,0,0,0,1,3
2025-05-05,"P-02",11,63,106,95,0,0
2025-05-05,"P-03",25,0,143,118,0,0
2025-05-05,"P-04",35,0,126,91,0,0
2025-05-05,"P-05",61,0,1854,1793,0,0
2025-05-05,"P-06",71,0,1838,1767,0,0
2025-05-06,"P-01",8,84,84,76,0,0
2025-05-06,"P-02",10,0,95,85,0,0
2025-05-06,"P-03",32,0,118,86,0,0
2025-05-06,"P-04",36,280,371,335,0,0
2025-05-06,"P-05",45,0,1793,1748,0,0
2025-05-06,"P-06",64,0,1767,1703,0,0
2025-05-07,"P-01",0,0,76,76,0,0
2025-05-07,"P-02",1,0,85,84,0,0
2025-05-07,"P-03",29,0,86,57,0,0
2025-05-07,"P-04",34,0,335,301,0,0
2025-05-07,"P-05",57,0,1748,1691,0,0
2025-05-07,"P-06",74,0,1703,1629,0,0
2025-05-08,"P-01",2,0,76,74,0,0
2025-05-08,"P-02",6,0,84,78,0,0
2025-05-08,"P-03",33,210,267,234,0,0
2025-05-08,"P-04",35,0,301,266,0,0
2025-05-08,"P-05",69,0,1691,1622,0,0
2025-05-08,"P-06",74,455,2084,2010,0,0
2025-05-09,"P-01",5,0,74,69,0,0
2025-05-09,"P-02",20,0,78,58,0,0
2025-05-09,"P-03",27,0,234,207,0,0
2025-05-09,"P-04",41,0,266,225,0,0
2025-05-09,"P-05",46,385,2007,1961,0,0
2025-05-09,"P-06",59,0,2010,1951,0,0
2025-05-10,"P-01",17,0,69,52,0,0
2025-05-10,"P-02",37,63,121,84,0,0
2025-05-10,"P-03",21,0,207,186,0,0
2025-05-10,"P-04",40,280,505,465,0,0
2025-05-10,"P-05",60,0,1961,1901,0,0
2025-05-10,"P-06",71,0,1951,1880,0,0
2025-05-12,"P-01",2,0,52,50,0,0
2025-05-12,"P-02",8,0,84,76,0,0
2025-05-12,"P-03",22,0,186,164,0,0
2025-05-12,"P-04",44,0,465,421,0,0
2025-05-12,"P-05",55,0,1901,1846,0,0
2025-05-12,"P-06",61,0,1880,1819,0,0
2025-05-13,"P-01",1,0,50,49,0,0
2025-05-13,"P-02",8,0,76,68,0,0
2025-05-13,"P-03",25,0,164,139,0,0
2025-05-13,"P-04",35,0,421,386,0,0
2025-05-13,"P-05",64,0,1846,1782,0,0
2025-05-13,"P-06",54,0,1819,1765,0,0
2025-05-14,"P-01",2,0,49,47,0,0
2025-05-14,"P-02",16,0,68,52,0,0
2025-05-14,"P-03",35,0,139,104,0,0
2025-05-14,"P-04",36,0,386,350,0,0
2025-05-14,"P-05",52,0,1782,1730,0,0
2025-05-14,"P-06",69,455,2220,2151,0,0
2025-05-15,"P-01",0,42,89,89,0,0
2025-05-15,"P-02",9,0,52,43,0,0
2025-05-15,"P-03",33,210,314,281,0,0
2025-05-15,"P-04",51,0,350,299,0,0
2025-05-15,"P-05",61,0,1730,1669,0,0
2025-05-15,"P-06",58,0,2151,2093,0,0
2025-05-16,"P-01",15,0,89,74,0,0
2025-05-16,"P-02",14,0,43,29,0,0
2025-05-16,"P-03",36,0,281,245,0,0
2025-05-16,"P-04",43,0,299,256,0,0
2025-05-16,"P-05",54,0,1669,1615,0,0
2025-05-16,"P-06",50,0,2093,2043,0,0
2025-05-17,"P-01",2,0,74,72,0,0
2025-05-17,"P-02",5,63,92,87,0,0
2025-05-17,"P-03",27,0,245,218,0,0
2025-05-17,"P-04",34,0,256,222,0,0
2025-05-17,"P-05",52,0,1615,1563,0,0
2025-05-17,"P-06",69,0,2043,1974,0,0
2025-05-19,"P-01",4,0,72,68,0,0
2025-05-19,"P-02",2,0,87,85,0,0
2025-05-19,"P-03",30,210,428,398,0,0
2025-05-19,"P-04",35,280,502,467,0,0
2025-05-19,"P-05",46,0,1563,1517,0,0
2025-05-19,"P-06",63,0,1974,1911,0,0
2025-05-20,"P-01",7,0,68,61,0,0
2025-05-20,"P-02",7,0,85,78,0,0
2025-05-20,"P-03",32,0,398,366,0,0
2025-05-20,"P-04",45,0,467,422,0,0
2025-05-20,"P-05",59,0,1517,1458,0,0
2025-05-20,"P-06",69,0,1911,1842,0,0
2025-05-21,"P-01",7,0,61,54,0,0
2025-05-21,"P-02",4,0,78,74,0,0
2025-05-21,"P-03",33,0,366,333,0,0
2025-05-21,"P-04",26,0,422,396,0,0
2025-05-21,"P-05",52,0,1458,1406,0,0
2025-05-21,"P-06",65,455,2297,2232,0,0
2025-05-22,"P-01",8,0,54,46,0,0
2025-05-22,"P-02",8,0,74,66,0,0
2025-05-22,"P-03",33,0,333,300,0,0
2025-05-22,"P-04",44,0,396,352,0,0
2025-05-22,"P-05",56,385,1791,1735,0,0
2025-05-22,"P-06",51,0,2232,2181,0,0
2025-05-23,"P-01",3,0,46,43,0,0
2025-05-23,"P-02",2,63,129,127,0,0
2025-05-23,"P-03",24,0,300,276,0,0
2025-05-23,"P-04",41,0,352,311,0,0
2025-05-23,"P-05",51,0,1735,1684,0,0
2025-05-23,"P-06",70,0,2181,2111,0,0
2025-05-24,"P-01",8,0,43,35,0,0
2025-05-24,"P-02",4,0,127,123,0,0
2025-05-24,"P-03",30,210,486,456,0,0
2025-05-24,"P-04",46,280,591,545,0,0
2025-05-24,"P-05",69,0,1684,1615,0,0
2025-05-24,"P-06",56,0,2111,2055,0,0
2025-05-26,"P-01",8,42,77,69,0,0
2025-05-26,"P-02",0,0,123,123,0,0
2025-05-26,"P-03",28,0,456,428,0,0
2025-05-26,"P-04",42,0,545,503,0,0
2025-05-26,"P-05",49,0,1615,1566,0,0
2025-05-26,"P-06",63,0,2055,1992,0,0
2025-05-27,"P-01",3,0,69,66,0,0
2025-05-27,"P-02",8,0,123,115,0,0
2025-05-27,"P-03",30,0,428,398,0,0
2025-05-27,"P-04",39,0,503,464,0,0
2025-05-27,"P-05",61,0,1566,1505,0,0
2025-05-27,"P-06",70,455,2447,2377,0,0
2025-05-28,"P-01",6,42,108,102,0,0
2025-05-28,"P-02",11,0,115,104,0,0
2025-05-28,"P-03",24,0,398,374,0,0
2025-05-28,"P-04",36,0,464,428,0,0
2025-05-28,"P-05",57,0,1505,1448,0,0
2025-05-28,"P-06",59,0,2377,2318,0,0
2025-05-29,"P-01",1,0,102,101,0,0
2025-05-29,"P-02",1,0,104,103,0,0
2025-05-29,"P-03",27,0,374,347,0,0
2025-05-29,"P-04",40,0,428,388,0,0
2025-05-29,"P-05",53,0,1448,1395,0,0
2025-05-29,"P-06",54,0,2318,2264,0,0
2025-05-30,"P-01",6,0,101,95,0,0
2025-05-30,"P-02",8,0,103,95,0,0
2025-05-30,"P-03",30,0,347,317,0,0
2025-05-30,"P-04",45,280,668,623,0,0
2025-05-30,"P-05",53,0,1395,1342,0,0
2025-05-30,"P-06",60,0,2264,2204,0,0
2025-05-31,"P-01",2,0,95,93,0,0
2025-05-31,"P-02",1,0,95,94,0,0
2025-05-31,"P-03",29,0,317,288,0,0
2025-05-31,"P-04",39,0,623,584,0,0
2025-05-31,"P-05",45,385,1727,1682,0,0
2025-05-31,"P-06",73,0,2204,2131,0,0
2025-06-02,"P-01",3,0,93,90,0,0
2025-06-02,"P-02",6,63,157,151,0,0
2025-06-02,"P-03",49,0,288,239,0,0
2025-06-02,"P-04",79,0,584,505,0,0
2025-06-02,"P-05",50,0,1682,1632,0,0
2025-06-02,"P-06",63,0,2131,2068,0,0
2025-06-03,"P-01",8,42,132,124,0,0
2025-06-03,"P-02",5,0,151,146,0,0
2025-06-03,"P-03",67,0,239,172,0,0
2025-06-03,"P-04",54,0,505,451,0,0
2025-06-03,"P-05",61,0,1632,1571,0,0
2025-06-03,"P-06",65,0,2068,2003,0,0
2025-06-04,"P-01",6,0,124,118,0,0
2025-06-04,"P-02",3,0,146,143,0,0
2025-06-04,"P-03",53,0,172,119,0,0
2025-06-04,"P-04",88,0,451,363,0,0
2025-06-04,"P-05",57,0,1571,1514,0,0
2025-06-04,"P-06",72,0,2003,1931,0,0
2025-06-05,"P-01",2,0,118,116,0,0
2025-06-05,"P-02",14,0,143,129,0,0
2025-06-05,"P-03",51,0,119,68,0,0
2025-06-05,"P-04",71,0,363,292,0,0
2025-06-05,"P-05",49,0,1514,1465,0,0
2025-06-05,"P-06",57,0,1931,1874,0,0
2025-06-06,"P-01",9,0,116,107,0,0
2025-06-06,"P-02",1,0,129,128,0,0
2025-06-06,"P-03",60,0,68,8,0,0
2025-06-06,"P-04",61,0,292,231,0,0
2025-06-06,"P-05",66,385,1850,1784,0,0
2025-06-06,"P-06",60,455,2329,2269,0,0
2025-06-07,"P-01",3,0,107,104,0,0
2025-06-07,"P-02",0,0,128,128,0,0
2025-06-07,"P-03",58,0,8,0,1,50
2025-06-07,"P-04",93,0,231,138,0,0
2025-06-07,"P-05",60,0,1784,1724,0,0
2025-06-07,"P-06",81,0,2269,2188,0,0
2025-06-09,"P-01",2,0,104,102,0,0
2025-06-09,"P-02",4,0,128,124,0,0
2025-06-09,"P-03",62,0,0,0,1,62
2025-06-09,"P-04",83,0,138,55,0,0
2025-06-09,"P-05",45,0,1724,1679,0,0
2025-06-09,"P-06",71,0,2188,2117,0,0
2025-06-10,"P-01",5,42,144,139,0,0
2025-06-10,"P-02",18,63,187,169,0,0
2025-06-10,"P-03",58,0,0,0,1,58
2025-06-10,"P-04",80,0,55,0,1,25
2025-06-10,"P-05",61,0,1679,1618,0,0
2025-06-10,"P-06",62,0,2117,2055,0,0
2025-06-11,"P-01",2,0,139,137,0,0
2025-06-11,"P-02",12,63,232,220,0,0
2025-06-11,"P-03",79,0,0,0,1,79
2025-06-11,"P-04",85,0,0,0,1,85
2025-06-11,"P-05",55,0,1618,1563,0,0
2025-06-11,"P-06",69,0,2055,1986,0,0
2025-06-12,"P-01",20,0,137,117,0,0
2025-06-12,"P-02",8,0,220,212,0,0
2025-06-12,"P-03",52,210,210,158,0,0
2025-06-12,"P-04",68,280,280,212,0,0
2025-06-12,"P-05",53,0,1563,1510,0,0
2025-06-12,"P-06",70,0,1986,1916,0,0
2025-06-13,"P-01",2,0,117,115,0,0
2025-06-13,"P-02",14,63,275,261,0,0
2025-06-13,"P-03",65,210,368,303,0,0
2025-06-13,"P-04",77,0,212,135,0,0
2025-06-13,"P-05",59,0,1510,1451,0,0
2025-06-13,"P-06",62,0,1916,1854,0,0
2025-06-14,"P-01",17,0,115,98,0,0
2025-06-14,"P-02",4,0,261,257,0,0
2025-06-14,"P-03",61,0,303,242,0,0
2025-06-14,"P-04",74,0,135,61,0,0
2025-06-14,"P-05",61,385,1836,1775,0,0
2025-06-14,"P-06",73,0,1854,1781,0,0
2025-06-16,"P-01",3,0,98,95,0,0
2025-06-16,"P-02",18,0,257,239,0,0
2025-06-16,"P-03",60,0,242,182,0,0
2025-06-16,"P-04",79,0,61,0,1,18
2025-06-16,"P-05",47,0,1775,1728,0,0
2025-06-16,"P-06",62,0,1781,1719,0,0
2025-06-17,"P-01",6,42,137,131,0,0
2025-06-17,"P-02",2,0,239,237,0,0
2025-06-17,"P-03",61,0,182,121,0,0
2025-06-17,"P-04",81,0,0,0,1,81
2025-06-17,"P-05",44,0,1728,1684,0,0
2025-06-17,"P-06",62,0,1719,1657,0,0
2025-06-18,"P-01",3,0,131,128,0,0
2025-06-18,"P-02",0,0,237,237,0,0
2025-06-18,"P-03",72,0,121,49,0,0
2025-06-18,"P-04",73,0,0,0,1,73
2025-06-18,"P-05",63,0,1684,1621,0,0
2025-06-18,"P-06",72,0,1657,1585,0,0
2025-06-19,"P-01",6,0,128,122,0,0
2025-06-19,"P-02",11,0,237,226,0,0
2025-06-19,"P-03",65,0,49,0,1,16
2025-06-19,"P-04",77,0,0,0,1,77
2025-06-19,"P-05",50,385,2006,1956,0,0
2025-06-19,"P-06",53,455,2040,1987,0,0
2025-06-20,"P-01",4,0,122,118,0,0
2025-06-20,"P-02",6,0,226,220,0,0
2025-06-20,"P-03",56,0,0,0,1,56
2025-06-20,"P-04",75,0,0,0,1,75
2025-06-20,"P-05",49,0,1956,1907,0,0
2025-06-20,"P-06",66,0,1987,1921,0,0
2025-06-21,"P-01",1,0,118,117,0,0
2025-06-21,"P-02",6,0,220,214,0,0
2025-06-21,"P-03",60,210,210,150,0,0
2025-06-21,"P-04",76,0,0,0,1,76
2025-06-21,"P-05",49,0,1907,1858,0,0
2025-06-21,"P-06",75,0,1921,1846,0,0
2025-06-23,"P-01",9,0,117,108,0,0
2025-06-23,"P-02",9,0,214,205,0,0
2025-06-23,"P-03",64,0,150,86,0,0
2025-06-23,"P-04",71,280,280,209,0,0
2025-06-23,"P-05",45,0,1858,1813,0,0
2025-06-23,"P-06",67,0,1846,1779,0,0
2025-06-24,"P-01",0,0,108,108,0,0
2025-06-24,"P-02",0,0,205,205,0,0
2025-06-24,"P-03",53,0,86,33,0,0
2025-06-24,"P-04",82,0,209,127,0,0
2025-06-24,"P-05",56,0,1813,1757,0,0
2025-06-24,"P-06",61,455,2234,2173,0,0
2025-06-25,"P-01",9,0,108,99,0,0
2025-06-25,"P-02",17,0,205,188,0,0
2025-06-25,"P-03",46,0,33,0,1,13
2025-06-25,"P-04",83,0,127,44,0,0
2025-06-25,"P-05",45,0,1757,1712,0,0
2025-06-25,"P-06",68,0,2173,2105,0,0
2025-06-26,"P-01",3,0,99,96,0,0
2025-06-26,"P-02",9,0,188,179,0,0
2025-06-26,"P-03",55,0,0,0,1,55
2025-06-26,"P-04",88,0,44,0,1,44
2025-06-26,"P-05",60,0,1712,1652,0,0
2025-06-26,"P-06",78,0,2105,2027,0,0
2025-06-27,"P-01",2,0,96,94,0,0
2025-06-27,"P-02",13,0,179,166,0,0
2025-06-27,"P-03",54,0,0,0,1,54
2025-06-27,"P-04",90,0,0,0,1,90
2025-06-27,"P-05",51,385,2037,1986,0,0
2025-06-27,"P-06",66,0,2027,1961,0,0
2025-06-28,"P-01",11,0,94,83,0,0
2025-06-28,"P-02",2,0,166,164,0,0
2025-06-28,"P-03",64,0,0,0,1,64
2025-06-28,"P-04",74,0,0,0,1,74
2025-06-28,"P-05",48,0,1986,1938,0,0
2025-06-28,"P-06",66,0,1961,1895,0,0
2025-06-30,"P-01",10,0,83,73,0,0
2025-06-30,"P-02",1,0,164,163,0,0
2025-06-30,"P-03",54,0,0,0,1,54
2025-06-30,"P-04",68,0,0,0,1,68
2025-06-30,"P-05",59,0,1938,1879,0,0
2025-06-30,"P-06",67,0,1895,1828,0,0
2025-07-01,"P-01",11,0,73,62,0,0
2025-07-01,"P-02",5,0,163,158,0,0
2025-07-01,"P-03",23,0,0,0,1,23
2025-07-01,"P-04",37,280,280,243,0,0
2025-07-01,"P-05",54,0,1879,1825,0,0
2025-07-01,"P-06",69,455,2283,2214,0,0
2025-07-02,"P-01",5,0,62,57,0,0
2025-07-02,"P-02",4,0,158,154,0,0
2025-07-02,"P-03",28,210,210,182,0,0
2025-07-02,"P-04",39,0,243,204,0,0
2025-07-02,"P-05",43,0,1825,1782,0,0
2025-07-02,"P-06",78,0,2214,2136,0,0
2025-07-03,"P-01",10,0,57,47,0,0
2025-07-03,"P-02",1,0,154,153,0,0
2025-07-03,"P-03",25,0,182,157,0,0
2025-07-03,"P-04",30,280,484,454,0,0
2025-07-03,"P-05",53,0,1782,1729,0,0
2025-07-03,"P-06",70,0,2136,2066,0,0
2025-07-04,"P-01",10,42,89,79,0,0
2025-07-04,"P-02",7,0,153,146,0,0
2025-07-04,"P-03",30,210,367,337,0,0
2025-07-04,"P-04",29,0,454,425,0,0
2025-07-04,"P-05",39,0,1729,1690,0,0
2025-07-04,"P-06",62,0,2066,2004,0,0
2025-07-05,"P-01",7,0,79,72,0,0
2025-07-05,"P-02",9,0,146,137,0,0
2025-07-05,"P-03",29,0,337,308,0,0
2025-07-05,"P-04",26,0,425,399,0,0
2025-07-05,"P-05",61,0,1690,1629,0,0
2025-07-05,"P-06",76,0,2004,1928,0,0
2025-07-07,"P-01",0,0,72,72,0,0
2025-07-07,"P-02",5,0,137,132,0,0
2025-07-07,"P-03",27,0,308,281,0,0
2025-07-07,"P-04",35,0,399,364,0,0
2025-07-07,"P-05",56,0,1629,1573,0,0
2025-07-07,"P-06",51,0,1928,1877,0,0
2025-07-08,"P-01",0,0,72,72,0,0
2025-07-08,"P-02",45,0,132,87,0,0
2025-07-08,"P-03",23,0,281,258,0,0
2025-07-08,"P-04",40,0,364,324,0,0
2025-07-08,"P-05",56,0,1573,1517,0,0
2025-07-08,"P-06",66,0,1877,1811,0,0
2025-07-09,"P-01",9,42,114,105,0,0
2025-07-09,"P-02",19,0,87,68,0,0
2025-07-09,"P-03",30,0,258,228,0,0
2025-07-09,"P-04",46,0,324,278,0,0
2025-07-09,"P-05",64,0,1517,1453,0,0
2025-07-09,"P-06",61,0,1811,1750,0,0
2025-07-10,"P-01",9,0,105,96,0,0
2025-07-10,"P-02",8,0,68,60,0,0
2025-07-10,"P-03",16,0,228,212,0,0
2025-07-10,"P-04",41,0,278,237,0,0
2025-07-10,"P-05",49,385,1838,1789,0,0
2025-07-10,"P-06",66,0,1750,1684,0,0
2025-07-11,"P-01",3,0,96,93,0,0
2025-07-11,"P-02",7,0,60,53,0,0
2025-07-11,"P-03",33,0,212,179,0,0
2025-07-11,"P-04",36,0,237,201,0,0
2025-07-11,"P-05",46,0,1789,1743,0,0
2025-07-11,"P-06",72,455,2139,2067,0,0
2025-07-12,"P-01",5,0,93,88,0,0
2025-07-12,"P-02",14,0,53,39,0,0
2025-07-12,"P-03",36,210,389,353,0,0
2025-07-12,"P-04",38,0,201,163,0,0
2025-07-12,"P-05",64,0,1743,1679,0,0
2025-07-12,"P-06",69,0,2067,1998,0,0
2025-07-14,"P-01",5,0,88,83,0,0
2025-07-14,"P-02",3,0,39,36,0,0
2025-07-14,"P-03",26,0,353,327,0,0
2025-07-14,"P-04",45,0,163,118,0,0
2025-07-14,"P-05",56,0,1679,1623,0,0
2025-07-14,"P-06",54,0,1998,1944,0,0
2025-07-15,"P-01",1,0,83,82,0,0
2025-07-15,"P-02",12,0,36,24,0,0
2025-07-15,"P-03",30,0,327,297,0,0
2025-07-15,"P-04",35,280,398,363,0,0
2025-07-15,"P-05",66,0,1623,1557,0,0
2025-07-15,"P-06",82,0,1944,1862,0,0
2025-07-16,"P-01",6,0,82,76,0,0
2025-07-16,"P-02",7,0,24,17,0,0
2025-07-16,"P-03",27,0,297,270,0,0
2025-07-16,"P-04",34,0,363,329,0,0
2025-07-16,"P-05",49,0,1557,1508,0,0
2025-07-16,"P-06",56,455,2317,2261,0,0
2025-07-17,"P-01",4,0,76,72,0,0
2025-07-17,"P-02",4,0,17,13,0,0
2025-07-17,"P-03",33,0,270,237,0,0
2025-07-17,"P-04",46,0,329,283,0,0
2025-07-17,"P-05",49,385,1893,1844,0,0
2025-07-17,"P-06",68,0,2261,2193,0,0
2025-07-18,"P-01",3,0,72,69,0,0
2025-07-18,"P-02",12,0,13,1,0,0
2025-07-18,"P-03",24,0,237,213,0,0
2025-07-18,"P-04",46,280,563,517,0,0
2025-07-18,"P-05",47,0,1844,1797,0,0
2025-07-18,"P-06",62,0,2193,2131,0,0
2025-07-19,"P-01",1,0,69,68,0,0
2025-07-19,"P-02",5,0,1,0,1,4
2025-07-19,"P-03",24,210,423,399,0,0
2025-07-19,"P-04",39,0,517,478,0,0
2025-07-19,"P-05",59,0,1797,1738,0,0
2025-07-19,"P-06",71,0,2131,2060,0,0
2025-07-21,"P-01",13,42,110,97,0,0
2025-07-21,"P-02",2,0,0,0,1,2
2025-07-21,"P-03",33,0,399,366,0,0
2025-07-21,"P-04",46,0,478,432,0,0
2025-07-21,"P-05",51,0,1738,1687,0,0
2025-07-21,"P-06",55,0,2060,2005,0,0
2025-07-22,"P-01",1,0,97,96,0,0
2025-07-22,"P-02",28,63,63,35,0,0
2025-07-22,"P-03",32,0,366,334,0,0
2025-07-22,"P-04",40,0,432,392,0,0
2025-07-22,"P-05",45,0,1687,1642,0,0
2025-07-22,"P-06",56,0,2005,1949,0,0
2025-07-23,"P-01",7,0,96,89,0,0
2025-07-23,"P-02",4,0,35,31,0,0
2025-07-23,"P-03",25,0,334,309,0,0
2025-07-23,"P-04",41,0,392,351,0,0
2025-07-23,"P-05",49,0,1642,1593,0,0
2025-07-23,"P-06",63,0,1949,1886,0,0
2025-07-24,"P-01",2,0,89,87,0,0
2025-07-24,"P-02",2,0,31,29,0,0
2025-07-24,"P-03",30,0,309,279,0,0
2025-07-24,"P-04",44,0,351,307,0,0
2025-07-24,"P-05",53,385,1978,1925,0,0
2025-07-24,"P-06",63,0,1886,1823,0,0
2025-07-25,"P-01",2,0,87,85,0,0
2025-07-25,"P-02",9,0,29,20,0,0
2025-07-25,"P-03",23,0,279,256,0,0
2025-07-25,"P-04",36,280,587,551,0,0
2025-07-25,"P-05",52,0,1925,1873,0,0
2025-07-25,"P-06",58,0,1823,1765,0,0
2025-07-26,"P-01",16,0,85,69,0,0
2025-07-26,"P-02",7,0,20,13,0,0
2025-07-26,"P-03",33,210,466,433,0,0
2025-07-26,"P-04",41,0,551,510,0,0
2025-07-26,"P-05",54,0,1873,1819,0,0
2025-07-26,"P-06",64,455,2220,2156,0,0
2025-07-28,"P-01",2,0,69,67,0,0
2025-07-28,"P-02",4,0,13,9,0,0
2025-07-28,"P-03",24,0,433,409,0,0
2025-07-28,"P-04",47,0,510,463,0,0
2025-07-28,"P-05",49,0,1819,1770,0,0
2025-07-28,"P-06",75,0,2156,2081,0,0
2025-07-29,"P-01",10,42,109,99,0,0
2025-07-29,"P-02",11,63,72,61,0,0
2025-07-29,"P-03",31,0,409,378,0,0
2025-07-29,"P-04",39,0,463,424,0,0
2025-07-29,"P-05",52,0,1770,1718,0,0
2025-07-29,"P-06",75,0,2081,2006,0,0
2025-07-30,"P-01",6,0,99,93,0,0
2025-07-30,"P-02",11,0,61,50,0,0
2025-07-30,"P-03",40,0,378,338,0,0
2025-07-30,"P-04",36,0,424,388,0,0
2025-07-30,"P-05",59,385,2103,2044,0,0
2025-07-30,"P-06",65,0,2006,1941,0,0
2025-07-31,"P-01",4,0,93,89,0,0
2025-07-31,"P-02",33,0,50,17,0,0
2025-07-31,"P-03",32,0,338,306,0,0
2025-07-31,"P-04",41,0,388,347,0,0
2025-07-31,"P-05",57,0,2044,1987,0,0
2025-07-31,"P-06",59,0,1941,1882,0,0
2025-08-01,"P-01",2,0,89,87,0,0
2025-08-01,"P-02",1,0,17,16,0,0
2025-08-01,"P-03",31,210,516,485,0,0
2025-08-01,"P-04",34,0,347,313,0,0
2025-08-01,"P-05",47,0,1987,1940,0,0
2025-08-01,"P-06",58,0,1882,1824,0,0
2025-08-02,"P-01",0,42,129,129,0,0
2025-08-02,"P-02",5,0,16,11,0,0
2025-08-02,"P-03",37,0,485,448,0,0
2025-08-02,"P-04",36,280,593,557,0,0
2025-08-02,"P-05",68,0,1940,1872,0,0
2025-08-02,"P-06",62,0,1824,1762,0,0
2025-08-04,"P-01",5,0,129,124,0,0
2025-08-04,"P-02",3,0,11,8,0,0
2025-08-04,"P-03",32,0,448,416,0,0
2025-08-04,"P-04",35,0,557,522,0,0
2025-08-04,"P-05",49,0,1872,1823,0,0
2025-08-04,"P-06",70,0,1762,1692,0,0
2025-08-05,"P-01",5,0,124,119,0,0
2025-08-05,"P-02",6,63,71,65,0,0
2025-08-05,"P-03",39,0,416,377,0,0
2025-08-05,"P-04",35,0,522,487,0,0
2025-08-05,"P-05",67,0,1823,1756,0,0
2025-08-05,"P-06",77,0,1692,1615,0,0
2025-08-06,"P-01",12,0,119,107,0,0
2025-08-06,"P-02",4,0,65,61,0,0
2025-08-06,"P-03",30,0,377,347,0,0
2025-08-06,"P-04",38,0,487,449,0,0
2025-08-06,"P-05",71,0,1756,1685,0,0
2025-08-06,"P-06",84,455,2070,1986,0,0
2025-08-07,"P-01",23,0,107,84,0,0
2025-08-07,"P-02",10,0,61,51,0,0
2025-08-07,"P-03",49,0,347,298,0,0
2025-08-07,"P-04",30,0,449,419,0,0
2025-08-07,"P-05",56,0,1685,1629,0,0
2025-08-07,"P-06",68,0,1986,1918,0,0
