"ProductionID","Tanggal","Shift","Line","Operator","Mesin","Produk","TargetProduksi","AktualProduksi","JumlahCacat","DowntimeMenit","CycleTimeDetik"
"PRD-00278",2026-05-26,"Siang","Line-A","OP02","M-01","Shaft",326,310,4,6,54.1
"PRD-00279",2026-05-27,"Siang","Line-A","OP04","M-01","Shaft",290,280,10,16,55.4
"PRD-00280",2026-05-28,"Siang","Line-A","OP08","M-01","Bracket",420,412,5,0,47.9
"PRD-00281",2026-05-29,"Siang","Line-A","OP07","M-01","Bracket",398,371,4,10,41.8
"PRD-00282",2026-05-30,"Siang","Line-A","OP04","M-02","Bracket",421,376,15,13,43.7
"PRD-00283",2026-06-01,"Siang","Line-A","OP03","M-01","Housing",369,360,6,1,46.1
"PRD-00284",2026-06-02,"Siang","Line-A","OP07","M-01","Shaft",288,294,9,11,55.7
"PRD-00285",2026-06-03,"Siang","Line-A","OP04","M-01","Bracket",498,496,13,18,49.9
"PRD-00286",2026-06-04,"Siang","Line-A","OP02","M-02","Housing",303,328,7,50,52.5
"PRD-00287",2026-06-05,"Siang","Line-A","OP07","M-01","Bracket",398,400,8,16,36.6
"PRD-00288",2026-06-06,"Siang","Line-A","OP02","M-01","Shaft",283,273,4,6,49.6
"PRD-00289",2026-06-08,"Siang","Line-A","OP05","M-01","Bracket",413,395,9,15,46.6
"PRD-00290",2026-06-09,"Siang","Line-A","OP03","M-01","Bracket",431,448,10,7,36.5
"PRD-00291",2026-06-10,"Siang","Line-A","OP07","M-01","Housing",377,344,6,12,41.5
"PRD-00292",2026-06-11,"Siang","Line-A","OP04","M-02","Bracket",372,357,8,82,41.6
"PRD-00293",2026-06-12,"Siang","Line-A","OP08","M-02","Shaft",312,306,3,33,53.6
"PRD-00294",2026-06-13,"Siang","Line-A","OP03","M-01","Bracket",438,410,18,30,49.4
"PRD-00295",2026-06-15,"Siang","Line-A","OP07","M-01","Bracket",433,410,9,43,46
"PRD-00296",2026-06-16,"Siang","Line-A","OP05","M-02","Shaft",308,273,2,8,46.2
"PRD-00297",2026-06-17,"Siang","Line-A","OP06","M-01","Housing",355,296,5,4,41.5
"PRD-00298",2026-06-18,"Siang","Line-A","OP01","M-01","Housing",354,310,2,49,50.7
"PRD-00299",2026-06-19,"Siang","Line-A","OP04","M-02","Housing",305,310,14,35,34.5
"PRD-00300",2026-06-20,"Siang","Line-A","OP05","M-01","Bracket",397,411,6,5,39.7
"PRD-00301",2026-06-22,"Siang","Line-A","OP04","M-02","Bracket",404,388,12,24,40.1
"PRD-00302",2026-06-23,"Siang","Line-A","OP02","M-02","Housing",328,308,6,12,45
"PRD-00303",2026-06-24,"Siang","Line-A","OP03","M-01","Bracket",439,388,13,11,50.1
"PRD-00304",2026-06-25,"Siang","Line-A","OP01","M-01","Bracket",406,372,5,31,47.6
"PRD-00305",2026-06-26,"Siang","Line-A","OP03","M-02","Housing",328,313,15,20,43.7
"PRD-00306",2026-06-27,"Siang","Line-A","OP03","M-01","Housing",324,313,6,5,48.3
"PRD-00307",2026-06-29,"Siang","Line-A","OP07","M-02","Shaft",305,269,9,42,57.2
"PRD-00308",2026-06-30,"Siang","Line-A","OP08","M-02","Bracket",371,329,4,28,47.2
"PRD-00309",2026-01-02,"Malam","Line-A","OP03","M-01","Shaft",229,216,5,41,57.7
"PRD-00310",2026-01-03,"Malam","Line-A","OP08","M-01","Bracket",349,328,14,4,46.6
"PRD-00311",2026-01-05,"Malam","Line-A","OP02","M-02","Bracket",350,320,6,29,37.1
"PRD-00312",2026-01-06,"Malam","Line-A","OP06","M-02","Housing",334,306,30,19,51.5
"PRD-00313",2026-01-07,"Malam","Line-A","OP02","M-01","Bracket",363,355,6,37,43.3
"PRD-00314",2026-01-08,"Malam","Line-A","OP04","M-02","Bracket",373,375,10,9,48.9
"PRD-00315",2026-01-09,"Malam","Line-A","OP04","M-01","Shaft",241,238,8,1,58.1
"PRD-00316",2026-01-10,"Malam","Line-A","OP08","M-01","Shaft",248,258,4,6,50.3
"PRD-00317",2026-01-12,"Malam","Line-A","OP03","M-02","Shaft",239,222,14,10,56.3
"PRD-00318",2026-01-13,"Malam","Line-A","OP04","M-01","Housing",288,273,11,2,45.3
"PRD-00319",2026-01-14,"Malam","Line-A","OP02","M-01","Housing",325,291,7,12,49.5
"PRD-00320",2026-01-15,"Malam","Line-A","OP04","M-02","Bracket",411,366,20,40,45.5
"PRD-00321",2026-01-16,"Malam","Line-A","OP03","M-02","Housing",328,316,15,13,46.2
"PRD-00322",2026-01-17,"Malam","Line-A","OP03","M-01","Housing",300,289,4,16,45.1
"PRD-00323",2026-01-19,"Malam","Line-A","OP07","M-02","Bracket",412,381,21,16,53.2
"PRD-00324",2026-01-20,"Malam","Line-A","OP03","M-02","Housing",301,280,5,46,52.6
"PRD-00325",2026-01-21,"Malam","Line-A","OP02","M-02","Bracket",380,360,15,21,56.9
"PRD-00326",2026-01-22,"Malam","Line-A","OP05","M-01","Housing",300,276,8,17,47.3
"PRD-00327",2026-01-23,"Malam","Line-A","OP05","M-01","Bracket",353,339,11,28,52.9
"PRD-00328",2026-01-24,"Malam","Line-A","OP05","M-02","Shaft",287,272,5,15,55.8
"PRD-00329",2026-01-26,"Malam","Line-A","OP02","M-02","Housing",321,319,8,39,49.8
"PRD-00330",2026-01-27,"Malam","Line-A","OP01","M-01","Bracket",372,362,4,14,49.7
"PRD-00331",2026-01-28,"Malam","Line-A","OP07","M-01","Housing",355,342,6,28,55.8
"PRD-00332",2026-01-29,"Malam","Line-A","OP08","M-01","Bracket",391,415,7,10,39.5
"PRD-00333",2026-01-30,"Malam","Line-A","OP06","M-02","Shaft",284,274,13,17,49.1
"PRD-00334",2026-01-31,"Malam","Line-A","OP03","M-01","Housing",315,290,7,18,47.3
"PRD-00335",2026-02-02,"Malam","Line-A","OP05","M-01","Bracket",338,326,14,35,39.6
"PRD-00336",2026-02-03,"Malam","Line-A","OP07","M-01","Bracket",380,348,17,6,46.6
"PRD-00337",2026-02-04,"Malam","Line-A","OP03","M-02","Shaft",220,206,4,50,59
"PRD-00338",2026-02-05,"Malam","Line-A","OP03","M-02","Shaft",272,272,12,26,56.2
"PRD-00339",2026-02-06,"Malam","Line-A","OP03","M-02","Bracket",350,335,27,21,52.1
"PRD-00340",2026-02-07,"Malam","Line-A","OP07","M-01","Bracket",373,355,12,7,38.7
"PRD-00341",2026-02-09,"Malam","Line-A","OP06","M-01","Shaft",255,245,8,2,53
"PRD-00342",2026-02-10,"Malam","Line-A","OP08","M-01","Bracket",369,384,17,2,47.6
"PRD-00343",2026-02-11,"Malam","Line-A","OP07","M-01","Bracket",360,383,11,21,46.9
"PRD-00344",2026-02-12,"Malam","Line-A","OP08","M-01","Housing",357,359,1,5,46.9
"PRD-00345",2026-02-13,"Malam","Line-A","OP03","M-01","Housing",306,291,11,8,52.8
"PRD-00346",2026-02-14,"Malam","Line-A","OP05","M-02","Shaft",234,228,6,37,57
"PRD-00347",2026-02-16,"Malam","Line-A","OP08","M-02","Housing",340,315,8,9,52.4
"PRD-00348",2026-02-17,"Malam","Line-A","OP03","M-01","Shaft",244,230,4,6,50.5
"PRD-00349",2026-02-18,"Malam","Line-A","OP03","M-02","Bracket",416,462,9,12,45
"PRD-00350",2026-02-19,"Malam","Line-A","OP07","M-02","Bracket",355,322,14,29,48.2
"PRD-00351",2026-02-20,"Malam","Line-A","OP08","M-02","Housing",361,334,5,28,45.5
"PRD-00352",2026-02-21,"Malam","Line-A","OP02","M-01","Shaft",285,267,5,0,55.8
"PRD-00353",2026-02-23,"Malam","Line-A","OP05","M-02","Housing",312,271,15,96,54.4
"PRD-00354",2026-02-24,"Malam","Line-A","OP03","M-02","Bracket",324,271,8,12,43.5
"PRD-00355",2026-02-25,"Malam","Line-A","OP08","M-01","Housing",335,314,4,21,45
"PRD-00356",2026-02-26,"Malam","Line-A","OP05","M-02","Housing",332,310,4,9,47.7
"PRD-00357",2026-02-27,"Malam","Line-A","OP05","M-01","Housing",319,249,7,5,50.7
"PRD-00358",2026-02-28,"Malam","Line-A","OP08","M-02","Shaft",263,213,8,23,60.9
"PRD-00359",2026-03-02,"Malam","Line-A","OP05","M-01","Housing",327,333,13,20,61.5
"PRD-00360",2026-03-03,"Malam","Line-A","OP01","M-01","Shaft",224,199,5,22,55.9
"PRD-00361",2026-03-04,"Malam","Line-A","OP04","M-01","Shaft",239,242,10,9,53.2
"PRD-00362",2026-03-05,"Malam","Line-A","OP04","M-02","Bracket",375,351,14,107,49
"PRD-00363",2026-03-06,"Malam","Line-A","OP02","M-02","Bracket",379,346,20,17,53.8
"PRD-00364",2026-03-07,"Malam","Line-A","OP01","M-01","Housing",290,288,4,1,53
"PRD-00365",2026-03-09,"Malam","Line-A","OP05","M-01","Bracket",369,355,7,18,42.2
"PRD-00366",2026-03-10,"Malam","Line-A","OP06","M-02","Bracket",369,342,5,34,46.4
"PRD-00367",2026-03-11,"Malam","Line-A","OP02","M-02","Shaft",290,279,6,15,53.2
"PRD-00368",2026-03-12,"Malam","Line-A","OP03","M-02","Shaft",245,225,6,10,58.7
"PRD-00369",2026-03-13,"Malam","Line-A","OP07","M-01","Housing",293,281,11,0,46.8
"PRD-00370",2026-03-14,"Malam","Line-A","OP05","M-01","Bracket",409,412,8,4,38.1
"PRD-00371",2026-03-16,"Malam","Line-A","OP02","M-02","Housing",286,276,13,12,45.9
"PRD-00372",2026-03-17,"Malam","Line-A","OP06","M-01","Housing",339,309,11,39,44.1
"PRD-00373",2026-03-18,"Malam","Line-A","OP08","M-02","Shaft",325,289,2,21,54
"PRD-00374",2026-03-19,"Malam","Line-A","OP01","M-01","Housing",303,290,3,18,47.2
"PRD-00375",2026-03-20,"Malam","Line-A","OP03","M-01","Bracket",376,328,7,20,48.7
"PRD-00376",2026-03-21,"Malam","Line-A","OP08","M-02","Shaft",315,293,11,17,58.1
"PRD-00377",2026-03-23,"Malam","Line-A","OP02","M-01","Housing",328,293,3,7,48
"PRD-00378",2026-03-24,"Malam","Line-A","OP03","M-02","Shaft",276,249,11,16,60.9
"PRD-00379",2026-03-25,"Malam","Line-A","OP04","M-01","Bracket",364,358,13,9,48.6
"PRD-00380",2026-03-26,"Malam","Line-A","OP06","M-02","Bracket",387,313,20,51,40.7
"PRD-00381",2026-03-27,"Malam","Line-A","OP06","M-01","Shaft",319,325,17,27,54.3
"PRD-00382",2026-03-28,"Malam","Line-A","OP08","M-02","Bracket",405,392,5,10,52.3
"PRD-00383",2026-03-30,"Malam","Line-A","OP01","M-02","Housing",324,293,2,19,37.6
"PRD-00384",2026-03-31,"Malam","Line-A","OP05","M-02","Bracket",437,423,29,48,46
"PRD-00385",2026-04-01,"Malam","Line-A","OP06","M-01","Housing",333,332,15,3,45.8
"PRD-00386",2026-04-02,"Malam","Line-A","OP08","M-02","Shaft",286,305,2,24,56.2
"PRD-00387",2026-04-03,"Malam","Line-A","OP03","M-02","Housing",337,306,16,39,46.6
"PRD-00388",2026-04-04,"Malam","Line-A","OP01","M-02","Bracket",383,392,14,15,52.2
"PRD-00389",2026-04-06,"Malam","Line-A","OP01","M-01","Bracket",329,312,6,4,50.8
"PRD-00390",2026-04-07,"Malam","Line-A","OP07","M-02","Shaft",245,226,9,50,58.1
"PRD-00391",2026-04-08,"Malam","Line-A","OP02","M-02","Housing",314,301,4,23,55.6
"PRD-00392",2026-04-09,"Malam","Line-A","OP06","M-02","Bracket",372,341,7,28,48
"PRD-00393",2026-04-10,"Malam","Line-A","OP06","M-02","Housing",325,380,30,41,51.3
"PRD-00394",2026-04-11,"Malam","Line-A","OP08","M-01","Bracket",430,448,9,15,35.4
"PRD-00395",2026-04-13,"Malam","Line-A","OP04","M-01","Shaft",294,264,14,30,62.7
"PRD-00396",2026-04-14,"Malam","Line-A","OP03","M-02","Housing",292,261,3,19,56.3
"PRD-00397",2026-04-15,"Malam","Line-A","OP05","M-02","Bracket",389,390,17,30,41.7
"PRD-00398",2026-04-16,"Malam","Line-A","OP06","M-02","Bracket",367,387,17,18,45.6
"PRD-00399",2026-04-17,"Malam","Line-A","OP06","M-02","Housing",257,237,9,34,44.5
"PRD-00400",2026-04-18,"Malam","Line-A","OP05","M-01","Bracket",376,338,7,11,47.1
"PRD-00401",2026-04-20,"Malam","Line-A","OP06","M-02","Housing",359,350,26,15,46.7
"PRD-00402",2026-04-21,"Malam","Line-A","OP08","M-02","Housing",349,332,6,20,48.7
"PRD-00403",2026-04-22,"Malam","Line-A","OP07","M-02","Bracket",383,360,19,13,43.8
"PRD-00404",2026-04-23,"Malam","Line-A","OP04","M-01","Shaft",244,226,10,7,47.3
"PRD-00405",2026-04-24,"Malam","Line-A","OP06","M-02","Shaft",267,246,23,9,49.9
"PRD-00406",2026-04-25,"Malam","Line-A","OP02","M-02","Bracket",393,380,12,22,50.1
"PRD-00407",2026-04-27,"Malam","Line-A","OP02","M-02","Shaft",226,226,8,63,52
"PRD-00408",2026-04-28,"Malam","Line-A","OP01","M-02","Bracket",332,322,5,15,46
"PRD-00409",2026-04-29,"Malam","Line-A","OP02","M-02","Housing",332,337,13,16,49.6
"PRD-00410",2026-04-30,"Malam","Line-A","OP08","M-01","Housing",319,288,3,26,59.8
"PRD-00411",2026-05-01,"Malam","Line-A","OP02","M-01","Housing",281,227,3,16,55.9
"PRD-00412",2026-05-02,"Malam","Line-A","OP04","M-02","Housing",346,330,20,44,37.3
"PRD-00413",2026-05-04,"Malam","Line-A","OP04","M-02","Housing",304,292,14,23,54.4
"PRD-00414",2026-05-05,"Malam","Line-A","OP04","M-01","Housing",346,388,15,0,46.5
"PRD-00415",2026-05-06,"Malam","Line-A","OP02","M-01","Bracket",402,370,11,4,50.2
"PRD-00416",2026-05-07,"Malam","Line-A","OP01","M-02","Housing",318,290,7,17,39.9
"PRD-00417",2026-05-08,"Malam","Line-A","OP03","M-01","Shaft",311,279,15,47,51.3
"PRD-00418",2026-05-09,"Malam","Line-A","OP04","M-02","Bracket",341,339,16,23,43.8
"PRD-00419",2026-05-11,"Malam","Line-A","OP02","M-02","Shaft",257,263,7,15,46.9
"PRD-00420",2026-05-12,"Malam","Line-A","OP06","M-02","Bracket",375,380,32,8,45.4
"PRD-00421",2026-05-13,"Malam","Line-A","OP03","M-01","Housing",329,325,4,45,39.9
"PRD-00422",2026-05-14,"Malam","Line-A","OP04","M-02","Shaft",265,247,17,8,61.5
"PRD-00423",2026-05-15,"Malam","Line-A","OP01","M-01","Bracket",376,364,8,14,39.8
"PRD-00424",2026-05-16,"Malam","Line-A","OP04","M-01","Shaft",289,277,17,1,54.3
"PRD-00425",2026-05-18,"Malam","Line-A","OP04","M-01","Bracket",362,349,23,6,46.4
"PRD-00426",2026-05-19,"Malam","Line-A","OP02","M-02","Housing",305,304,7,21,51.6
"PRD-00427",2026-05-20,"Malam","Line-A","OP06","M-01","Housing",353,315,20,11,43.6
"PRD-00428",2026-05-21,"Malam","Line-A","OP07","M-02","Bracket",354,320,8,17,40.8
"PRD-00429",2026-05-22,"Malam","Line-A","OP03","M-01","Shaft",274,279,5,9,46.6
"PRD-00430",2026-05-23,"Malam","Line-A","OP06","M-01","Housing",302,304,28,41,46.4
"PRD-00431",2026-05-25,"Malam","Line-A","OP05","M-02","Shaft",265,254,9,42,59.6
"PRD-00432",2026-05-26,"Malam","Line-A","OP04","M-02","Bracket",416,427,10,12,44.8
"PRD-00433",2026-05-27,"Malam","Line-A","OP07","M-01","Housing",268,246,8,26,41.9
"PRD-00434",2026-05-28,"Malam","Line-A","OP08","M-01","Bracket",370,369,4,8,46.7
"PRD-00435",2026-05-29,"Malam","Line-A","OP03","M-02","Housing",329,327,12,39,42.1
"PRD-00436",2026-05-30,"Malam","Line-A","OP01","M-01","Bracket",364,325,5,34,48.9
"PRD-00437",2026-06-01,"Malam","Line-A","OP02","M-02","Bracket",413,413,19,27,45.1
"PRD-00438",2026-06-02,"Malam","Line-A","OP06","M-01","Bracket",379,346,16,21,40
"PRD-00439",2026-06-03,"Malam","Line-A","OP02","M-02","Housing",320,298,9,17,50.9
"PRD-00440",2026-06-04,"Malam","Line-A","OP08","M-02","Bracket",350,338,10,66,44.4
"PRD-00441",2026-06-05,"Malam","Line-A","OP04","M-01","Housing",281,278,18,7,53.9
"PRD-00442",2026-06-06,"Malam","Line-A","OP08","M-02","Housing",367,327,9,29,47.6
"PRD-00443",2026-06-08,"Malam","Line-A","OP03","M-01","Bracket",310,281,9,40,41
"PRD-00444",2026-06-09,"Malam","Line-A","OP04","M-01","Bracket",379,393,12,7,55.6
"PRD-00445",2026-06-10,"Malam","Line-A","OP02","M-02","Bracket",341,327,14,16,50.7
"PRD-00446",2026-06-11,"Malam","Line-A","OP08","M-01","Bracket",334,343,8,29,52.7
"PRD-00447",2026-06-12,"Malam","Line-A","OP07","M-02","Bracket",418,377,23,17,51.5
"PRD-00448",2026-06-13,"Malam","Line-A","OP06","M-02","Bracket",356,378,29,19,46.1
"PRD-00449",2026-06-15,"Malam","Line-A","OP07","M-01","Bracket",393,373,16,12,50.1
"PRD-00450",2026-06-16,"Malam","Line-A","OP02","M-02","Bracket",380,381,6,63,46.5
"PRD-00451",2026-06-17,"Malam","Line-A","OP08","M-01","Shaft",278,255,7,12,49.1
"PRD-00452",2026-06-18,"Malam","Line-A","OP01","M-02","Housing",281,277,6,16,51.9
"PRD-00453",2026-06-19,"Malam","Line-A","OP07","M-01","Shaft",257,260,3,28,60
"PRD-00454",2026-06-20,"Malam","Line-A","OP05","M-02","Shaft",287,267,15,34,57.6
"PRD-00455",2026-06-22,"Malam","Line-A","OP03","M-02","Bracket",367,342,8,20,44.4
"PRD-00456",2026-06-23,"Malam","Line-A","OP03","M-01","Bracket",362,332,9,14,43.9
"PRD-00457",2026-06-24,"Malam","Line-A","OP08","M-01","Shaft",299,272,6,2,44.8
"PRD-00458",2026-06-25,"Malam","Line-A","OP07","M-02","Housing",269,255,9,59,46.3
"PRD-00459",2026-06-26,"Malam","Line-A","OP02","M-01","Bracket",387,379,5,9,43.8
"PRD-00460",2026-06-27,"Malam","Line-A","OP08","M-01","Bracket",422,417,4,25,45.6
"PRD-00461",2026-06-29,"Malam","Line-A","OP05","M-01","Bracket",383,411,10,0,51.2
"PRD-00462",2026-06-30,"Malam","Line-A","OP05","M-01","Bracket",392,415,11,9,47.2
"PRD-00463",2026-01-02,"Pagi","Line-B","OP07","M-03","Bracket",388,406,5,23,46.5
"PRD-00464",2026-01-03,"Pagi","Line-B","OP05","M-03","Bracket",361,352,4,4,42.2
"PRD-00465",2026-01-05,"Pagi","Line-B","OP07","M-04","Housing",350,325,8,13,47
"PRD-00466",2026-01-06,"Pagi","Line-B","OP05","M-04","Shaft",318,289,7,10,51.3
"PRD-00467",2026-01-07,"Pagi","Line-B","OP04","M-04","Bracket",427,406,10,11,45.2
"PRD-00468",2026-01-08,"Pagi","Line-B","OP06","M-04","Housing",349,353,20,9,41.1
"PRD-00469",2026-01-09,"Pagi","Line-B","OP07","M-04","Bracket",437,466,13,41,41.3
"PRD-00470",2026-01-10,"Pagi","Line-B","OP07","M-04","Housing",342,305,8,15,45.9
"PRD-00471",2026-01-12,"Pagi","Line-B","OP07","M-04","Bracket",476,460,17,9,38.5
"PRD-00472",2026-01-13,"Pagi","Line-B","OP01","M-04","Bracket",450,464,4,25,45.2
"PRD-00473",2026-01-14,"Pagi","Line-B","OP04","M-03","Housing",340,337,9,47,41
"PRD-00474",2026-01-15,"Pagi","Line-B","OP04","M-04","Bracket",423,407,13,30,50.3
"PRD-00475",2026-01-16,"Pagi","Line-B","OP04","M-04","Bracket",423,422,18,17,45.8
"PRD-00476",2026-01-17,"Pagi","Line-B","OP07","M-03","Housing",338,334,5,4,36.1
"PRD-00477",2026-01-19,"Pagi","Line-B","OP04","M-03","Housing",328,317,8,8,44.8
"PRD-00478",2026-01-20,"Pagi","Line-B","OP04","M-03","Housing",330,368,8,10,49.9
"PRD-00479",2026-01-21,"Pagi","Line-B","OP03","M-03","Bracket",366,362,7,6,41.7
"PRD-00480",2026-01-22,"Pagi","Line-B","OP04","M-03","Shaft",304,287,5,19,46.7
"PRD-00481",2026-01-23,"Pagi","Line-B","OP04","M-03","Housing",326,339,11,21,46.9
"PRD-00482",2026-01-24,"Pagi","Line-B","OP04","M-04","Bracket",426,426,14,51,41.7
"PRD-00483",2026-01-26,"Pagi","Line-B","OP01","M-03","Bracket",420,414,8,21,46.9
"PRD-00484",2026-01-27,"Pagi","Line-B","OP07","M-04","Shaft",305,283,6,51,54.4
"PRD-00485",2026-01-28,"Pagi","Line-B","OP02","M-03","Bracket",349,346,7,6,48
"PRD-00486",2026-01-29,"Pagi","Line-B","OP07","M-03","Shaft",293,294,4,32,57.7
"PRD-00487",2026-01-30,"Pagi","Line-B","OP03","M-04","Shaft",286,286,4,16,54.4
"PRD-00488",2026-01-31,"Pagi","Line-B","OP07","M-03","Bracket",455,487,3,6,49.9
"PRD-00489",2026-02-02,"Pagi","Line-B","OP05","M-03","Bracket",406,370,8,17,47.9
"PRD-00490",2026-02-03,"Pagi","Line-B","OP08","M-04","Shaft",322,329,2,17,47.9
"PRD-00491",2026-02-04,"Pagi","Line-B","OP07","M-04","Housing",333,350,9,32,38.7
"PRD-00492",2026-02-05,"Pagi","Line-B","OP08","M-04","Shaft",330,303,12,12,50.8
"PRD-00493",2026-02-06,"Pagi","Line-B","OP02","M-04","Shaft",291,288,8,16,49.2
"PRD-00494",2026-02-07,"Pagi","Line-B","OP05","M-04","Shaft",332,303,7,10,55.6
"PRD-00495",2026-02-09,"Pagi","Line-B","OP07","M-03","Bracket",427,381,4,2,48.5
"PRD-00496",2026-02-10,"Pagi","Line-B","OP08","M-04","Shaft",295,285,3,25,48.7
"PRD-00497",2026-02-11,"Pagi","Line-B","OP01","M-04","Housing",323,335,4,20,35.9
"PRD-00498",2026-02-12,"Pagi","Line-B","OP01","M-04","Shaft",294,289,6,11,55.5
"PRD-00499",2026-02-13,"Pagi","Line-B","OP06","M-04","Housing",319,287,12,25,47.9
"PRD-00500",2026-02-14,"Pagi","Line-B","OP02","M-04","Shaft",336,296,1,104,44.8
"PRD-00501",2026-02-16,"Pagi","Line-B","OP03","M-04","Bracket",485,469,6,41,37.2
"PRD-00502",2026-02-17,"Pagi","Line-B","OP07","M-04","Bracket",384,390,14,29,46
"PRD-00503",2026-02-18,"Pagi","Line-B","OP06","M-04","Housing",313,338,12,41,44.5
"PRD-00504",2026-02-19,"Pagi","Line-B","OP02","M-03","Bracket",426,368,2,53,45.9
"PRD-00505",2026-02-20,"Pagi","Line-B","OP04","M-03","Bracket",382,347,9,13,43.6
"PRD-00506",2026-02-21,"Pagi","Line-B","OP08","M-03","Housing",370,338,1,13,50.8
"PRD-00507",2026-02-23,"Pagi","Line-B","OP07","M-03","Housing",323,341,9,15,43.5
"PRD-00508",2026-02-24,"Pagi","Line-B","OP06","M-03","Bracket",456,429,15,1,42.5
"PRD-00509",2026-02-25,"Pagi","Line-B","OP04","M-04","Housing",338,323,8,15,41.4
"PRD-00510",2026-02-26,"Pagi","Line-B","OP03","M-04","Housing",383,415,10,41,51.4
"PRD-00511",2026-02-27,"Pagi","Line-B","OP06","M-04","Housing",359,371,9,19,44.5
"PRD-00512",2026-02-28,"Pagi","Line-B","OP07","M-04","Housing",361,374,10,10,47.8
"PRD-00513",2026-03-02,"Pagi","Line-B","OP04","M-03","Bracket",393,395,6,0,46.3
"PRD-00514",2026-03-03,"Pagi","Line-B","OP05","M-03","Bracket",493,516,8,21,43.3
"PRD-00515",2026-03-04,"Pagi","Line-B","OP08","M-03","Bracket",422,401,2,30,42
"PRD-00516",2026-03-05,"Pagi","Line-B","OP01","M-03","Housing",358,366,3,2,53
"PRD-00517",2026-03-06,"Pagi","Line-B","OP01","M-04","Housing",323,315,6,30,51.5
"PRD-00518",2026-03-07,"Pagi","Line-B","OP07","M-03","Shaft",332,339,5,3,54
"PRD-00519",2026-03-09,"Pagi","Line-B","OP05","M-03","Bracket",453,510,13,30,40.1
"PRD-00520",2026-03-10,"Pagi","Line-B","OP07","M-04","Shaft",313,292,5,18,48.6
"PRD-00521",2026-03-11,"Pagi","Line-B","OP02","M-04","Bracket",476,445,11,10,44.7
"PRD-00522",2026-03-12,"Pagi","Line-B","OP08","M-04","Shaft",265,302,5,16,61.2
"PRD-00523",2026-03-13,"Pagi","Line-B","OP02","M-04","Shaft",258,250,4,31,55.1
"PRD-00524",2026-03-14,"Pagi","Line-B","OP08","M-04","Housing",375,378,4,9,45.6
"PRD-00525",2026-03-16,"Pagi","Line-B","OP01","M-03","Bracket",406,394,2,13,41
"PRD-00526",2026-03-17,"Pagi","Line-B","OP06","M-04","Housing",289,259,10,23,47.6
"PRD-00527",2026-03-18,"Pagi","Line-B","OP07","M-04","Shaft",288,263,7,35,64
"PRD-00528",2026-03-19,"Pagi","Line-B","OP04","M-04","Housing",354,353,5,9,41.1
"PRD-00529",2026-03-20,"Pagi","Line-B","OP05","M-03","Housing",329,310,7,12,47.8
"PRD-00530",2026-03-21,"Pagi","Line-B","OP03","M-03","Bracket",387,373,4,21,42.7
"PRD-00531",2026-03-23,"Pagi","Line-B","OP02","M-03","Housing",359,357,5,21,47.1
"PRD-00532",2026-03-24,"Pagi","Line-B","OP03","M-04","Shaft",327,341,7,14,54.8
"PRD-00533",2026-03-25,"Pagi","Line-B","OP07","M-04","Bracket",443,408,13,13,45.4
"PRD-00534",2026-03-26,"Pagi","Line-B","OP08","M-03","Bracket",428,429,4,30,40.2
"PRD-00535",2026-03-27,"Pagi","Line-B","OP07","M-03","Housing",381,361,8,1,43.8
"PRD-00536",2026-03-28,"Pagi","Line-B","OP05","M-03","Housing",307,297,4,18,40.3
"PRD-00537",2026-03-30,"Pagi","Line-B","OP05","M-04","Housing",424,403,7,14,51.5
"PRD-00538",2026-03-31,"Pagi","Line-B","OP03","M-04","Bracket",399,365,18,8,46.3
"PRD-00539",2026-04-01,"Pagi","Line-B","OP01","M-03","Housing",334,307,0,18,47.6
"PRD-00540",2026-04-02,"Pagi","Line-B","OP04","M-04","Housing",376,367,10,24,50.3
"PRD-00541",2026-04-03,"Pagi","Line-B","OP01","M-03","Bracket",406,392,3,21,46.6
"PRD-00542",2026-04-04,"Pagi","Line-B","OP07","M-03","Housing",322,309,7,3,47.6
"PRD-00543",2026-04-06,"Pagi","Line-B","OP07","M-04","Housing",389,369,7,24,55.9
"PRD-00544",2026-04-07,"Pagi","Line-B","OP01","M-03","Housing",351,337,5,4,44
"PRD-00545",2026-04-08,"Pagi","Line-B","OP08","M-03","Shaft",265,240,2,7,56.8
"PRD-00546",2026-04-09,"Pagi","Line-B","OP06","M-04","Shaft",346,360,11,21,49.6
"PRD-00547",2026-04-10,"Pagi","Line-B","OP02","M-04","Bracket",432,390,7,10,46.2
"PRD-00548",2026-04-11,"Pagi","Line-B","OP01","M-04","Bracket",461,428,6,24,40.1
"PRD-00549",2026-04-13,"Pagi","Line-B","OP01","M-04","Housing",378,383,5,18,55.1
"PRD-00550",2026-04-14,"Pagi","Line-B","OP02","M-03","Shaft",299,276,2,5,47.5
"PRD-00551",2026-04-15,"Pagi","Line-B","OP06","M-04","Bracket",380,368,22,30,37.8
"PRD-00552",2026-04-16,"Pagi","Line-B","OP03","M-03","Shaft",327,330,8,11,52.5
"PRD-00553",2026-04-17,"Pagi","Line-B","OP07","M-03","Shaft",312,260,4,13,51.4
"PRD-00554",2026-04-18,"Pagi","Line-B","OP04","M-04","Housing",274,254,13,54,47.1
"PRD-00555",2026-04-20,"Pagi","Line-B","OP06","M-03","Bracket",382,378,12,6,40.2
"PRD-00556",2026-04-21,"Pagi","Line-B","OP02","M-03","Housing",316,287,3,34,52.2
