"Tanggal","SKU","Produk","Kategori","Rasa","Ukuran","UrutanUkuran","JenisPacking","IsiKemasan","HargaSatuan","IsiPerKarton","KapasitasMesin","Lokasi","BulanKe","NamaBulan","AngkaBulan","Jenis","Permintaan","Plan","Skenario","Faktor"
2025-03-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",3,"Maret",0.901006556468741,"Riwayat",161,NA,"Normal",1
2025-03-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",3,"Maret",0.901006556468741,"Riwayat",161,NA,"Optimis",1.1
2025-03-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",3,"Maret",0.901006556468741,"Riwayat",161,NA,"Pesimis",0.9
2025-04-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",4,"April",0.93194200757226,"Riwayat",186,NA,"Normal",1
2025-04-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",4,"April",0.93194200757226,"Riwayat",186,NA,"Optimis",1.1
2025-04-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",4,"April",0.93194200757226,"Riwayat",186,NA,"Pesimis",0.9
2025-05-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",5,"Mei",1.00212392649367,"Riwayat",210,NA,"Normal",1
2025-05-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",5,"Mei",1.00212392649367,"Riwayat",210,NA,"Optimis",1.1
2025-05-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",5,"Mei",1.00212392649367,"Riwayat",210,NA,"Pesimis",0.9
2025-06-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",6,"Juni",1.14507341398098,"Riwayat",221,NA,"Normal",1
2025-06-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",6,"Juni",1.14507341398098,"Riwayat",221,NA,"Optimis",1.1
2025-06-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",6,"Juni",1.14507341398098,"Riwayat",221,NA,"Pesimis",0.9
2025-07-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",7,"Juli",1.04783451842275,"Riwayat",187,NA,"Normal",1
2025-07-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",7,"Juli",1.04783451842275,"Riwayat",187,NA,"Optimis",1.1
2025-07-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",7,"Juli",1.04783451842275,"Riwayat",187,NA,"Pesimis",0.9
2025-08-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",8,"Agustus",0.986702373256995,"Riwayat",188,NA,"Normal",1
2025-08-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",8,"Agustus",0.986702373256995,"Riwayat",188,NA,"Optimis",1.1
2025-08-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",8,"Agustus",0.986702373256995,"Riwayat",188,NA,"Pesimis",0.9
2025-09-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",9,"September",0.997876073506326,"Riwayat",205,NA,"Normal",1
2025-09-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",9,"September",0.997876073506326,"Riwayat",205,NA,"Optimis",1.1
2025-09-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",9,"September",0.997876073506326,"Riwayat",205,NA,"Pesimis",0.9
2025-10-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",10,"Oktober",1.10573460153292,"Riwayat",231,NA,"Normal",1
2025-10-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",10,"Oktober",1.10573460153292,"Riwayat",231,NA,"Optimis",1.1
2025-10-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",10,"Oktober",1.10573460153292,"Riwayat",231,NA,"Pesimis",0.9
2025-11-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",11,"November",1.29356357927787,"Riwayat",261,NA,"Normal",1
2025-11-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",11,"November",1.29356357927787,"Riwayat",261,NA,"Optimis",1.1
2025-11-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",11,"November",1.29356357927787,"Riwayat",261,NA,"Pesimis",0.9
2025-12-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",12,"Desember",1.40991781327916,"Riwayat",261,NA,"Normal",1
2025-12-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",12,"Desember",1.40991781327916,"Riwayat",261,NA,"Optimis",1.1
2025-12-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",12,"Desember",1.40991781327916,"Riwayat",261,NA,"Pesimis",0.9
2026-01-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",1,"Januari",0.760458029365592,"Plan",NA,198.47954566442,"Normal",1
2026-01-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",1,"Januari",0.760458029365592,"Plan",NA,218.327500230862,"Optimis",1.1
2026-01-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",1,"Januari",0.760458029365592,"Plan",NA,178.631591097978,"Pesimis",0.9
2026-02-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",2,"Februari",0.788253763043679,"Plan",NA,205.7342321544,"Normal",1
2026-02-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",2,"Februari",0.788253763043679,"Plan",NA,226.30765536984,"Optimis",1.1
2026-02-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",2,"Februari",0.788253763043679,"Plan",NA,185.16080893896,"Pesimis",0.9
2026-03-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",3,"Maret",0.901006556468741,"Plan",NA,235.162711238342,"Normal",1
2026-03-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",3,"Maret",0.901006556468741,"Plan",NA,258.678982362176,"Optimis",1.1
2026-03-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",3,"Maret",0.901006556468741,"Plan",NA,211.646440114507,"Pesimis",0.9
2026-04-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",4,"April",0.93194200757226,"Plan",NA,243.23686397636,"Normal",1
2026-04-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",4,"April",0.93194200757226,"Plan",NA,267.560550373996,"Optimis",1.1
2026-04-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",4,"April",0.93194200757226,"Plan",NA,218.913177578724,"Pesimis",0.9
2026-05-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",5,"Mei",1.00212392649367,"Plan",NA,261.554344814849,"Normal",1
2026-05-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",5,"Mei",1.00212392649367,"Plan",NA,287.709779296334,"Optimis",1.1
2026-05-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",5,"Mei",1.00212392649367,"Plan",NA,235.398910333364,"Pesimis",0.9
2026-06-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",6,"Juni",1.14507341398098,"Plan",NA,298.864161049035,"Normal",1
2026-06-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",6,"Juni",1.14507341398098,"Plan",NA,328.750577153939,"Optimis",1.1
2026-06-01,"KK-PAP-BES-POU","Keripik Kentang","Makanan","Paprika","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",6,"Juni",1.14507341398098,"Plan",NA,268.977744944132,"Pesimis",0.9
2023-01-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",222,NA,"Normal",1
2023-01-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",222,NA,"Optimis",1.1
2023-01-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",222,NA,"Pesimis",0.9
2023-02-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",238,NA,"Normal",1
2023-02-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",238,NA,"Optimis",1.1
2023-02-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",238,NA,"Pesimis",0.9
2023-03-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",3,"Maret",0.901006556468741,"Riwayat",248,NA,"Normal",1
2023-03-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",3,"Maret",0.901006556468741,"Riwayat",248,NA,"Optimis",1.1
2023-03-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",3,"Maret",0.901006556468741,"Riwayat",248,NA,"Pesimis",0.9
2023-04-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",4,"April",0.93194200757226,"Riwayat",273,NA,"Normal",1
2023-04-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",4,"April",0.93194200757226,"Riwayat",273,NA,"Optimis",1.1
2023-04-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",4,"April",0.93194200757226,"Riwayat",273,NA,"Pesimis",0.9
2023-05-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",5,"Mei",1.00212392649367,"Riwayat",319,NA,"Normal",1
2023-05-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",5,"Mei",1.00212392649367,"Riwayat",319,NA,"Optimis",1.1
2023-05-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",5,"Mei",1.00212392649367,"Riwayat",319,NA,"Pesimis",0.9
2023-06-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",6,"Juni",1.14507341398098,"Riwayat",292,NA,"Normal",1
2023-06-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",6,"Juni",1.14507341398098,"Riwayat",292,NA,"Optimis",1.1
2023-06-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",6,"Juni",1.14507341398098,"Riwayat",292,NA,"Pesimis",0.9
2023-07-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",270,NA,"Normal",1
2023-07-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",270,NA,"Optimis",1.1
2023-07-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",270,NA,"Pesimis",0.9
2023-08-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",282,NA,"Normal",1
2023-08-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",282,NA,"Optimis",1.1
2023-08-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",282,NA,"Pesimis",0.9
2023-09-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",301,NA,"Normal",1
2023-09-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",301,NA,"Optimis",1.1
2023-09-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",301,NA,"Pesimis",0.9
2023-10-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",343,NA,"Normal",1
2023-10-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",343,NA,"Optimis",1.1
2023-10-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",343,NA,"Pesimis",0.9
2023-11-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",364,NA,"Normal",1
2023-11-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",364,NA,"Optimis",1.1
2023-11-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",364,NA,"Pesimis",0.9
2023-12-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",305,NA,"Normal",1
2023-12-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",305,NA,"Optimis",1.1
2023-12-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",305,NA,"Pesimis",0.9
2024-01-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",232,NA,"Normal",1
2024-01-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",232,NA,"Optimis",1.1
2024-01-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",232,NA,"Pesimis",0.9
2024-02-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",239,NA,"Normal",1
2024-02-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",239,NA,"Optimis",1.1
2024-02-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",239,NA,"Pesimis",0.9
2024-03-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",3,"Maret",0.901006556468741,"Riwayat",262,NA,"Normal",1
2024-03-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",3,"Maret",0.901006556468741,"Riwayat",262,NA,"Optimis",1.1
2024-03-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",3,"Maret",0.901006556468741,"Riwayat",262,NA,"Pesimis",0.9
2024-04-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",4,"April",0.93194200757226,"Riwayat",234,NA,"Normal",1
2024-04-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",4,"April",0.93194200757226,"Riwayat",234,NA,"Optimis",1.1
2024-04-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",4,"April",0.93194200757226,"Riwayat",234,NA,"Pesimis",0.9
2024-05-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",5,"Mei",1.00212392649367,"Riwayat",273,NA,"Normal",1
2024-05-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",5,"Mei",1.00212392649367,"Riwayat",273,NA,"Optimis",1.1
2024-05-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",5,"Mei",1.00212392649367,"Riwayat",273,NA,"Pesimis",0.9
2024-06-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",6,"Juni",1.14507341398098,"Riwayat",307,NA,"Normal",1
2024-06-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",6,"Juni",1.14507341398098,"Riwayat",307,NA,"Optimis",1.1
2024-06-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",6,"Juni",1.14507341398098,"Riwayat",307,NA,"Pesimis",0.9
2024-07-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",293,NA,"Normal",1
2024-07-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",293,NA,"Optimis",1.1
2024-07-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",293,NA,"Pesimis",0.9
2024-08-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",296,NA,"Normal",1
2024-08-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",296,NA,"Optimis",1.1
2024-08-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",296,NA,"Pesimis",0.9
2024-09-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",255,NA,"Normal",1
2024-09-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",255,NA,"Optimis",1.1
2024-09-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",255,NA,"Pesimis",0.9
2024-10-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",286,NA,"Normal",1
2024-10-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",286,NA,"Optimis",1.1
2024-10-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",286,NA,"Pesimis",0.9
2024-11-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",330,NA,"Normal",1
2024-11-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",330,NA,"Optimis",1.1
2024-11-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",330,NA,"Pesimis",0.9
2024-12-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",396,NA,"Normal",1
2024-12-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",396,NA,"Optimis",1.1
2024-12-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",396,NA,"Pesimis",0.9
2025-01-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",191,NA,"Normal",1
2025-01-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",191,NA,"Optimis",1.1
2025-01-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",191,NA,"Pesimis",0.9
2025-02-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",218,NA,"Normal",1
2025-02-01,"KK-PAP-KEC-SAC","Keripik Kentang","Makanan","Paprika","Kecil",1,"Sachet","60 g",6500,40,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",218,NA,"Optimis",1.1
