"InspectionDate","Line","Product","Operator","Shift","DefectType","Inspected","Defect","CycleTimeSec"
2026-11-11,"B","Bracket","OP08","Siang","NONE",118,11,46.2
2026-07-01,"C","Housing","OP02","Pagi","NONE",115,0,47.2
2026-07-08,"C","Bracket","OP01","Pagi","NONE",140,7,43.4
2026-07-15,"C","Housing","OP06","Pagi","Color",140,5,48.8
2026-07-22,"C","Housing","OP05","Pagi","Scratch",128,1,45.3
2026-07-29,"C","Panel","OP06","Malam","NONE",136,2,46
2026-08-05,"C","Panel","OP06","Pagi","Crack",144,3,44.1
2026-08-12,"C","Bracket","OP04","Siang","Scratch",116,1,39.6
2026-08-19,"C","Panel","OP07","Malam","NONE",128,1,44.1
2026-08-26,"C","Bracket","OP07","Siang","Color",123,3,42.6
2026-09-02,"C","Bracket","OP07","Pagi","Color",128,4,41.2
2026-09-09,"C","Panel","OP04","Pagi","NONE",130,3,45.6
2026-09-16,"C","Bracket","OP07","Pagi","NONE",125,1,44.9
2026-09-23,"C","Bracket","OP06","Malam","NONE",132,2,43.6
2026-09-30,"C","Panel","OP03","Malam","Scratch",130,1,45.5
2026-10-07,"C","Bracket","OP06","Siang","Color",137,3,42.6
2026-10-14,"C","Housing","OP01","Pagi","NONE",115,3,49.6
2026-10-21,"C","Housing","OP02","Siang","NONE",132,7,49.4
2026-10-28,"C","Housing","OP02","Pagi","NONE",121,4,49.7
2026-11-04,"C","Panel","OP03","Pagi","NONE",119,4,43
2026-11-11,"C","Housing","OP08","Pagi","Scratch",129,4,50.2
2026-07-01,"A","Housing","OP03","Pagi","Color",116,1,49.2
2026-07-08,"A","Bracket","OP08","Pagi","Scratch",118,3,41.6
2026-07-15,"A","Bracket","OP01","Malam","Scratch",118,3,44.4
2026-07-22,"A","Bracket","OP06","Malam","Scratch",123,4,43.9
2026-07-29,"A","Housing","OP03","Pagi","Scratch",121,11,49.6
2026-08-05,"A","Bracket","OP07","Pagi","Dimension",119,4,41.2
2026-08-12,"A","Panel","OP07","Malam","NONE",126,5,48
2026-08-19,"A","Bracket","OP06","Siang","Crack",138,4,42.6
2026-08-26,"A","Housing","OP04","Pagi","Dimension",116,4,47.6
2026-09-02,"A","Housing","OP01","Malam","NONE",114,4,47.6
2026-09-09,"A","Housing","OP01","Siang","NONE",132,5,43.1
2026-09-16,"A","Bracket","OP06","Malam","NONE",124,6,41.3
2026-09-23,"A","Housing","OP04","Pagi","Dimension",135,3,48.8
2026-09-30,"A","Panel","OP03","Pagi","Dimension",142,3,43.4
2026-10-07,"A","Panel","OP03","Malam","NONE",127,1,43.8
2026-10-14,"A","Bracket","OP02","Malam","NONE",117,4,44.2
2026-10-21,"A","Panel","OP04","Siang","NONE",115,12,41.4
2026-10-28,"A","Bracket","OP05","Malam","Scratch",121,5,39.7
2026-11-04,"A","Panel","OP02","Malam","Color",127,3,47.6
2026-11-11,"A","Panel","OP06","Malam","NONE",143,8,41.3
2026-07-01,"B","Housing","OP08","Malam","NONE",135,5,49.6
2026-07-08,"B","Panel","OP06","Malam","NONE",112,6,47
2026-07-15,"B","Panel","OP04","Pagi","Color",128,7,45.4
2026-07-22,"B","Bracket","OP07","Siang","Scratch",122,17,41.6
2026-07-29,"B","Bracket","OP07","Pagi","NONE",142,6,44.4
2026-08-05,"B","Bracket","OP01","Malam","NONE",135,16,48.4
2026-08-12,"B","Housing","OP02","Pagi","Crack",113,11,52.4
2026-08-19,"B","Bracket","OP03","Pagi","Crack",136,10,45.2
2026-08-26,"B","Housing","OP01","Siang","Crack",114,10,44.1
2026-09-02,"B","Panel","OP06","Pagi","Scratch",128,10,44.2
2026-09-09,"B","Housing","OP04","Malam","NONE",119,6,50.4
2026-09-16,"B","Bracket","OP05","Pagi","Scratch",135,6,50.1
2026-09-23,"B","Panel","OP03","Siang","NONE",127,11,41.9
2026-09-30,"B","Bracket","OP02","Pagi","NONE",130,14,45.1
2026-10-07,"B","Housing","OP04","Malam","NONE",126,12,46.4
2026-10-14,"B","Bracket","OP06","Siang","Crack",117,7,42.7
2026-10-21,"B","Housing","OP08","Malam","Scratch",117,3,56.2
2026-10-28,"B","Bracket","OP08","Siang","NONE",131,6,43.9
2026-11-04,"B","Bracket","OP01","Pagi","Crack",118,12,43.6
2026-11-11,"B","Panel","OP04","Pagi","NONE",121,8,43.6
2026-07-01,"C","Panel","OP04","Pagi","NONE",117,0,46.4
2026-07-08,"C","Bracket","OP08","Malam","NONE",132,3,45.5
2026-07-15,"C","Housing","OP02","Pagi","Dimension",123,1,48.9
2026-07-22,"C","Panel","OP03","Malam","NONE",127,2,46.5
2026-07-29,"C","Bracket","OP06","Malam","Color",124,6,47.3
2026-08-05,"C","Panel","OP06","Malam","NONE",121,7,51
2026-08-12,"C","Housing","OP01","Malam","NONE",133,2,48.5
2026-08-19,"C","Housing","OP03","Siang","Dimension",126,4,50.7
2026-08-26,"C","Bracket","OP07","Malam","NONE",117,2,46.7
2026-09-02,"C","Housing","OP04","Pagi","Dimension",120,1,49.3
2026-09-09,"C","Bracket","OP07","Siang","NONE",119,10,41.6
2026-09-16,"C","Panel","OP07","Siang","Color",122,2,41.9
2026-09-23,"C","Panel","OP01","Malam","NONE",116,2,45.1
2026-09-30,"C","Panel","OP04","Siang","NONE",133,1,49.7
2026-10-07,"C","Housing","OP07","Siang","NONE",138,0,53.1
2026-10-14,"C","Bracket","OP06","Malam","NONE",136,1,44.7
2026-10-21,"C","Bracket","OP01","Siang","NONE",132,4,38.8
2026-10-28,"C","Panel","OP08","Siang","NONE",120,1,43.5
2026-11-04,"C","Bracket","OP01","Pagi","Color",124,1,42.8
2026-11-11,"C","Bracket","OP03","Siang","Dimension",121,1,43.3
2026-07-01,"A","Housing","OP05","Pagi","Crack",123,8,47.2
2026-07-08,"A","Panel","OP08","Siang","Dimension",127,4,40.4
2026-07-15,"A","Bracket","OP06","Malam","Dimension",136,9,47.2
2026-07-22,"A","Panel","OP08","Siang","NONE",130,1,44.1
2026-07-29,"A","Bracket","OP01","Siang","Dimension",134,8,49.2
2026-08-05,"A","Bracket","OP08","Siang","NONE",142,0,45
2026-08-12,"A","Housing","OP05","Pagi","NONE",134,1,48.6
2026-08-19,"A","Bracket","OP05","Siang","Color",131,8,45.1
2026-08-26,"A","Bracket","OP01","Malam","Crack",130,3,45.3
2026-09-02,"A","Bracket","OP02","Pagi","Scratch",126,3,42.1
2026-09-09,"A","Panel","OP07","Pagi","Crack",126,19,38.9
2026-09-16,"A","Bracket","OP07","Malam","Scratch",116,3,39
2026-09-23,"A","Panel","OP06","Malam","Color",122,7,45.3
2026-09-30,"A","Bracket","OP06","Siang","Scratch",126,4,39.1
2026-10-07,"A","Panel","OP08","Pagi","Scratch",138,4,47.8
2026-10-14,"A","Bracket","OP02","Pagi","Dimension",117,3,42.3
2026-10-21,"A","Housing","OP01","Siang","NONE",149,2,47.5
2026-10-28,"A","Bracket","OP06","Siang","NONE",138,9,44.4
2026-11-04,"A","Bracket","OP04","Siang","NONE",106,6,43.8
2026-11-11,"A","Housing","OP04","Pagi","NONE",129,7,49.9
2026-07-01,"B","Panel","OP02","Pagi","NONE",117,5,48.1
2026-07-08,"B","Panel","OP01","Malam","Crack",132,3,47.9
2026-07-15,"B","Bracket","OP03","Pagi","Crack",130,5,40.6
2026-07-22,"B","Bracket","OP01","Siang","Crack",133,7,44.2
2026-07-29,"B","Bracket","OP08","Malam","NONE",125,4,44.2
2026-08-05,"B","Panel","OP07","Siang","Crack",116,14,43.7
2026-08-12,"B","Bracket","OP02","Siang","Scratch",125,2,42.6
2026-08-19,"B","Housing","OP02","Malam","NONE",132,5,52.7
2026-08-26,"B","Panel","OP06","Siang","NONE",126,25,46.3
2026-09-02,"B","Bracket","OP04","Pagi","Crack",148,7,44.7
2026-09-09,"B","Panel","OP05","Malam","Color",120,7,48.3
2026-09-16,"B","Panel","OP04","Siang","Scratch",105,8,44.2
2026-09-23,"B","Panel","OP01","Pagi","Scratch",113,5,44.3
2026-09-30,"B","Bracket","OP01","Malam","Scratch",121,3,47.3
2026-10-07,"B","Bracket","OP02","Pagi","Scratch",120,9,46.9
2026-10-14,"B","Panel","OP08","Malam","NONE",126,7,47
2026-10-21,"B","Panel","OP02","Malam","NONE",127,6,48.2
2026-10-28,"B","Bracket","OP02","Pagi","Color",129,1,42.6
2026-11-04,"B","Bracket","OP06","Pagi","NONE",130,12,44.7
2026-11-11,"B","Bracket","OP05","Pagi","Scratch",132,12,46.4
2026-07-01,"C","Panel","OP02","Malam","NONE",109,7,40
2026-07-08,"C","Housing","OP05","Siang","Crack",142,4,47.7
2026-07-15,"C","Panel","OP02","Pagi","Color",122,9,41.3
2026-07-22,"C","Housing","OP05","Pagi","Crack",121,5,49.1
2026-07-29,"C","Housing","OP03","Pagi","Color",135,1,51.1
2026-08-05,"C","Bracket","OP03","Malam","Color",126,5,49.7
2026-08-12,"C","Bracket","OP07","Malam","NONE",123,2,40.5
2026-08-19,"C","Bracket","OP05","Pagi","NONE",115,2,42.1
2026-08-26,"C","Panel","OP06","Pagi","Scratch",120,3,41.9
2026-09-02,"C","Bracket","OP03","Pagi","Crack",109,2,44.9
2026-09-09,"C","Bracket","OP08","Siang","Crack",132,8,47.8
2026-09-16,"C","Panel","OP02","Pagi","Dimension",118,5,43.8
2026-09-23,"C","Bracket","OP07","Siang","Scratch",135,5,44.7
2026-09-30,"C","Panel","OP05","Siang","Crack",130,2,47
2026-10-07,"C","Housing","OP08","Siang","Color",105,4,48.7
2026-10-14,"C","Panel","OP04","Malam","Color",120,2,46.9
2026-10-21,"C","Panel","OP04","Malam","Dimension",134,3,51
2026-10-28,"C","Housing","OP02","Malam","NONE",131,8,51.5
2026-11-04,"C","Housing","OP03","Malam","NONE",122,1,48.4
2026-11-11,"C","Bracket","OP05","Pagi","NONE",128,2,42.9
2026-07-01,"A","Housing","OP06","Siang","Color",144,7,50.1
2026-07-08,"A","Housing","OP03","Siang","Color",123,8,47.9
2026-07-15,"A","Panel","OP05","Siang","Scratch",126,0,40.4
2026-07-22,"A","Housing","OP02","Siang","Color",118,3,49.5
2026-07-29,"A","Bracket","OP05","Siang","NONE",138,6,42.4
2026-08-05,"A","Panel","OP04","Pagi","Crack",121,3,48.2
2026-08-12,"A","Panel","OP01","Siang","NONE",126,7,38.6
2026-08-19,"A","Housing","OP07","Siang","Scratch",100,5,47.1
2026-08-26,"A","Panel","OP06","Siang","NONE",127,2,43.7
2026-09-02,"A","Housing","OP05","Siang","Dimension",129,5,47.1
2026-09-09,"A","Panel","OP03","Pagi","Dimension",127,6,44.2
2026-09-16,"A","Bracket","OP02","Pagi","NONE",119,7,44.6
2026-09-23,"A","Panel","OP02","Pagi","Scratch",140,7,43.1
2026-09-30,"A","Bracket","OP04","Malam","Color",140,1,45.1
2026-10-07,"A","Bracket","OP03","Siang","Scratch",129,5,43.1
2026-10-14,"A","Bracket","OP02","Malam","Crack",118,6,48
2026-10-21,"A","Panel","OP01","Malam","NONE",115,4,44.3
2026-10-28,"A","Bracket","OP03","Siang","Color",123,6,41.7
2026-11-04,"A","Panel","OP08","Pagi","Scratch",127,0,43.7
2026-11-11,"A","Panel","OP05","Malam","Color",124,6,45.7
2026-07-01,"B","Panel","OP02","Siang","Scratch",113,19,44.8
2026-07-08,"B","Bracket","OP04","Siang","Crack",126,4,43.7
2026-07-15,"B","Bracket","OP08","Siang","Crack",134,10,41.1
2026-07-22,"B","Housing","OP08","Pagi","Scratch",132,4,45.6
2026-07-29,"B","Panel","OP06","Pagi","Crack",97,6,45.3
2026-08-05,"B","Bracket","OP06","Siang","Dimension",130,9,45.7
2026-08-12,"B","Panel","OP06","Siang","NONE",130,3,43.2
2026-08-19,"B","Housing","OP02","Pagi","NONE",130,3,50.1
2026-08-26,"B","Bracket","OP07","Malam","Scratch",132,9,43
2026-09-02,"B","Bracket","OP03","Siang","Crack",118,4,44.2
2026-09-09,"B","Housing","OP05","Malam","NONE",124,15,53.1
2026-09-16,"B","Panel","OP07","Pagi","Dimension",110,1,43.6
2026-09-23,"B","Bracket","OP08","Pagi","Scratch",123,5,41.8
2026-09-30,"B","Housing","OP06","Siang","Dimension",123,11,55.8
2026-10-07,"B","Panel","OP05","Malam","Scratch",122,4,47.7
2026-10-14,"B","Bracket","OP05","Malam","NONE",124,10,45.5
2026-10-21,"B","Panel","OP05","Malam","NONE",117,11,48.4
2026-10-28,"B","Housing","OP05","Siang","Dimension",129,6,51.9
2026-11-04,"B","Housing","OP04","Malam","Scratch",139,6,55.2
2026-11-11,"B","Housing","OP04","Pagi","NONE",115,4,52
2026-07-01,"C","Bracket","OP03","Malam","NONE",126,2,45.6
2026-07-08,"C","Housing","OP03","Pagi","NONE",120,6,48.7
2026-07-15,"C","Bracket","OP02","Pagi","Scratch",139,2,42.2
2026-07-22,"C","Panel","OP05","Pagi","NONE",118,1,44.2
2026-07-29,"C","Housing","OP04","Siang","NONE",122,5,49.3
2026-08-05,"C","Bracket","OP08","Siang","NONE",126,3,43.3
2026-08-12,"C","Panel","OP08","Pagi","Color",134,6,41.2
2026-08-19,"C","Panel","OP07","Malam","NONE",125,3,46.6
2026-08-26,"C","Bracket","OP04","Pagi","NONE",118,3,42.2
2026-09-02,"C","Panel","OP07","Siang","Crack",102,4,43
2026-09-09,"C","Bracket","OP02","Pagi","NONE",129,2,41.8
2026-09-16,"C","Bracket","OP07","Pagi","NONE",135,2,43.4
2026-09-23,"C","Bracket","OP07","Malam","Dimension",116,6,48.5
2026-09-30,"C","Bracket","OP07","Malam","NONE",133,8,42.2
2026-10-07,"C","Panel","OP07","Malam","NONE",119,6,47.7
2026-10-14,"C","Panel","OP07","Malam","NONE",137,3,44.7
2026-10-21,"C","Panel","OP06","Malam","NONE",129,6,42.3
2026-10-28,"C","Housing","OP08","Pagi","NONE",126,1,50.8
2026-11-04,"C","Panel","OP04","Pagi","NONE",123,4,46.2
2026-11-11,"C","Panel","OP07","Siang","Scratch",134,5,44
2026-07-01,"A","Panel","OP04","Malam","Dimension",113,5,46.2
2026-07-08,"A","Bracket","OP07","Siang","Color",124,2,41.9
2026-07-15,"A","Bracket","OP01","Siang","NONE",122,2,43.6
2026-07-22,"A","Panel","OP01","Malam","NONE",125,5,41.5
2026-07-29,"A","Housing","OP05","Siang","NONE",124,8,49.6
2026-08-05,"A","Panel","OP07","Siang","Scratch",115,4,43.6
2026-08-12,"A","Bracket","OP08","Malam","Dimension",131,2,42.3
2026-08-19,"A","Bracket","OP04","Siang","Dimension",121,14,41.9
2026-08-26,"A","Panel","OP02","Pagi","NONE",124,5,43.9
2026-09-02,"A","Bracket","OP07","Siang","Dimension",132,5,36
2026-09-09,"A","Bracket","OP05","Malam","NONE",127,7,41.5
2026-09-16,"A","Panel","OP07","Pagi","NONE",113,4,43.8
2026-09-23,"A","Housing","OP06","Siang","NONE",125,8,51.4
2026-09-30,"A","Bracket","OP04","Siang","NONE",137,9,44
2026-10-07,"A","Bracket","OP06","Pagi","NONE",135,10,45
2026-10-14,"A","Panel","OP01","Malam","Crack",125,10,44
2026-10-21,"A","Panel","OP03","Siang","Scratch",133,2,43.8
2026-10-28,"A","Housing","OP03","Malam","Scratch",110,4,53.2
2026-11-04,"A","Bracket","OP01","Pagi","Scratch",137,6,41.7
2026-11-11,"A","Panel","OP02","Malam","Dimension",126,6,43
2026-07-01,"B","Housing","OP04","Malam","Crack",123,8,53.3
2026-07-08,"B","Panel","OP08","Siang","Dimension",114,5,41.9
2026-07-15,"B","Bracket","OP05","Pagi","Crack",129,6,42.8
2026-07-22,"B","Panel","OP04","Pagi","Color",134,10,45.8
2026-07-29,"B","Bracket","OP07","Siang","NONE",113,10,39.3
2026-08-05,"B","Housing","OP07","Siang","NONE",127,2,49.7
2026-08-12,"B","Panel","OP01","Siang","Scratch",125,12,42.2
2026-08-19,"B","Panel","OP04","Pagi","NONE",131,10,42.7
2026-08-26,"B","Housing","OP04","Siang","NONE",113,8,49.2
2026-09-02,"B","Bracket","OP01","Pagi","NONE",135,5,42.5
2026-09-09,"B","Housing","OP03","Siang","Color",131,7,50.6
2026-09-16,"B","Bracket","OP05","Malam","Crack",111,11,50.7
2026-09-23,"B","Bracket","OP08","Malam","NONE",126,8,47
2026-09-30,"B","Panel","OP05","Siang","NONE",119,7,42
2026-10-07,"B","Bracket","OP03","Siang","Dimension",110,2,45.4
2026-10-14,"B","Bracket","OP05","Siang","Crack",118,16,45.5
2026-10-21,"B","Bracket","OP03","Pagi","Dimension",127,4,46.2
2026-10-28,"B","Panel","OP02","Malam","Crack",133,5,49.3
2026-11-04,"B","Bracket","OP05","Siang","NONE",130,13,44.8
2026-11-11,"B","Panel","OP01","Malam","NONE",136,7,47.5
2026-07-01,"C","Panel","OP07","Pagi","NONE",132,3,42.5
2026-07-08,"C","Bracket","OP02","Pagi","NONE",112,4,47.7
2026-07-15,"C","Housing","OP02","Pagi","Color",119,0,51.3
2026-07-22,"C","Bracket","OP07","Pagi","Color",127,3,41.2
2026-07-29,"C","Bracket","OP05","Malam","Dimension",123,5,46.8
2026-08-05,"C","Bracket","OP07","Siang","NONE",139,4,45.3
2026-08-12,"C","Housing","OP07","Siang","NONE",136,4,47.6
2026-08-19,"C","Housing","OP04","Pagi","Dimension",119,3,47.9
2026-08-26,"C","Panel","OP07","Pagi","NONE",148,3,43.3
2026-09-02,"C","Bracket","OP06","Malam","Dimension",122,1,43.7
2026-09-09,"C","Housing","OP01","Pagi","Dimension",128,2,48.5
2026-09-16,"C","Bracket","OP03","Siang","NONE",116,2,40.8
2026-09-23,"C","Housing","OP08","Pagi","Dimension",130,1,46.9
2026-09-30,"C","Panel","OP05","Siang","Scratch",134,3,46.6
2026-10-07,"C","Bracket","OP07","Pagi","NONE",126,3,45.4
2026-10-14,"C","Housing","OP01","Siang","Dimension",124,3,47.2
2026-10-21,"C","Panel","OP06","Malam","NONE",114,3,43.3
2026-10-28,"C","Bracket","OP05","Siang","NONE",108,7,45.9
2026-11-04,"C","Bracket","OP05","Siang","Dimension",123,3,43
2026-11-11,"C","Bracket","OP05","Pagi","Scratch",109,1,41.8
2026-07-01,"A","Bracket","OP03","Siang","Dimension",112,4,41.2
2026-07-08,"A","Bracket","OP02","Malam","NONE",136,1,43.7
2026-07-15,"A","Bracket","OP04","Pagi","Color",126,5,40.2
2026-07-22,"A","Housing","OP08","Malam","Scratch",126,7,48.5
2026-07-29,"A","Housing","OP04","Siang","Dimension",122,4,49.3
2026-08-05,"A","Bracket","OP05","Malam","Crack",129,6,44.1
2026-08-12,"A","Bracket","OP07","Malam","Dimension",116,4,45.1
2026-08-19,"A","Bracket","OP04","Siang","Scratch",114,4,41.9
2026-08-26,"A","Panel","OP08","Malam","Scratch",117,4,45.7
2026-09-02,"A","Panel","OP05","Siang","NONE",120,3,40.8
2026-09-09,"A","Bracket","OP08","Pagi","NONE",135,7,43.9
2026-09-16,"A","Panel","OP07","Siang","NONE",121,6,40.3
2026-09-23,"A","Housing","OP03","Pagi","Scratch",122,9,48
2026-09-30,"A","Panel","OP02","Malam","Dimension",129,6,45.9
2026-10-07,"A","Panel","OP03","Malam","Crack",118,2,43
2026-10-14,"A","Panel","OP03","Siang","NONE",118,3,43.7
2026-10-21,"A","Bracket","OP08","Malam","Color",128,4,44.6
2026-10-28,"A","Panel","OP06","Pagi","NONE",136,5,45.8
2026-11-04,"A","Panel","OP06","Pagi","Color",127,8,39.8
2026-11-11,"A","Bracket","OP05","Siang","NONE",126,2,42.9
2026-07-01,"B","Bracket","OP07","Siang","NONE",110,4,43
2026-07-08,"B","Housing","OP02","Pagi","Crack",116,12,53.6
2026-07-15,"B","Panel","OP06","Malam","Scratch",122,1,49.1
2026-07-22,"B","Bracket","OP07","Siang","Crack",132,5,48
2026-07-29,"B","Bracket","OP02","Siang","Crack",117,9,45.4
2026-08-05,"B","Panel","OP01","Pagi","Crack",125,6,42.6
2026-08-12,"B","Panel","OP08","Siang","NONE",109,9,49.5
2026-08-19,"B","Bracket","OP07","Pagi","Crack",113,1,42.7
2026-08-26,"B","Bracket","OP05","Malam","Crack",117,7,44.8
2026-09-02,"B","Bracket","OP02","Malam","Dimension",106,3,43.9
2026-09-09,"B","Panel","OP06","Siang","Scratch",118,8,46.7
2026-09-16,"B","Panel","OP02","Pagi","Color",119,7,48
2026-09-23,"B","Housing","OP08","Pagi","Color",126,10,52
2026-09-30,"B","Panel","OP01","Pagi","Crack",120,8,45.8
2026-10-07,"B","Bracket","OP05","Siang","NONE",121,9,45.7
2026-10-14,"B","Bracket","OP06","Siang","Dimension",129,12,41.8
2026-10-21,"B","Panel","OP03","Malam","Crack",142,6,44.1
2026-10-28,"B","Housing","OP03","Siang","Scratch",132,4,51
2026-11-04,"B","Bracket","OP08","Pagi","NONE",135,8,46.1
2026-11-11,"B","Panel","OP02","Pagi","Crack",114,0,44.2
2026-07-01,"C","Panel","OP06","Pagi","Dimension",125,6,44.9
2026-07-08,"C","Panel","OP02","Malam","Dimension",139,2,48.1
2026-07-15,"C","Panel","OP06","Malam","Dimension",118,3,46
2026-07-22,"C","Housing","OP04","Pagi","NONE",121,5,43.2
2026-07-29,"C","Panel","OP05","Pagi","Dimension",124,5,40.3
2026-08-05,"C","Panel","OP08","Pagi","Crack",132,3,44.4
2026-08-12,"C","Panel","OP06","Pagi","NONE",130,8,49.4
2026-08-19,"C","Housing","OP05","Pagi","Crack",131,1,49.3
2026-08-26,"C","Housing","OP01","Malam","Crack",125,6,54.3
2026-09-02,"C","Housing","OP02","Malam","NONE",119,4,51
2026-09-09,"C","Bracket","OP03","Malam","Color",129,4,45.1
2026-09-16,"C","Panel","OP08","Siang","NONE",134,4,44.2
2026-09-23,"C","Bracket","OP05","Siang","NONE",132,7,38.9
2026-09-30,"C","Bracket","OP05","Pagi","NONE",109,2,45.4
2026-10-07,"C","Panel","OP03","Siang","NONE",124,3,47.4
2026-10-14,"C","Panel","OP07","Malam","NONE",140,2,44.1
2026-10-21,"C","Housing","OP03","Siang","NONE",113,1,50.5
2026-10-28,"C","Panel","OP02","Malam","Color",121,6,46.3
2026-11-04,"C","Housing","OP08","Malam","NONE",133,5,53.6
2026-11-11,"C","Panel","OP04","Malam","NONE",127,3,43.1
2026-07-01,"A","Housing","OP04","Malam","Scratch",130,10,47.2
2026-07-08,"A","Bracket","OP07","Siang","Dimension",130,7,42.8
2026-07-15,"A","Bracket","OP08","Siang","Dimension",129,7,41.8
2026-07-22,"A","Bracket","OP06","Malam","NONE",123,5,42.3
2026-07-29,"A","Bracket","OP05","Pagi","NONE",117,2,44
2026-08-05,"A","Bracket","OP01","Siang","Color",113,4,42
2026-08-12,"A","Panel","OP06","Malam","NONE",115,3,42
2026-08-19,"A","Bracket","OP08","Siang","NONE",123,2,42.4
2026-08-26,"A","Panel","OP06","Malam","NONE",122,5,47
2026-09-02,"A","Bracket","OP01","Malam","Color",128,6,43
2026-09-09,"A","Panel","OP04","Siang","NONE",131,6,43.3
2026-09-16,"A","Bracket","OP05","Malam","Scratch",124,10,46.3
2026-09-23,"A","Panel","OP06","Siang","Dimension",140,5,43.9
2026-09-30,"A","Housing","OP06","Pagi","NONE",118,7,45.6
2026-10-07,"A","Panel","OP01","Pagi","NONE",129,2,44.1
2026-10-14,"A","Housing","OP01","Pagi","NONE",141,5,48.6
2026-10-21,"A","Bracket","OP04","Malam","Scratch",140,7,40.8
2026-10-28,"A","Panel","OP02","Pagi","NONE",125,2,45.1
2026-11-04,"A","Bracket","OP04","Malam","NONE",125,5,42.7
2026-11-11,"A","Housing","OP03","Malam","NONE",103,5,50.7
2026-07-01,"B","Housing","OP08","Malam","Dimension",123,9,52.3
2026-07-08,"B","Bracket","OP03","Pagi","NONE",136,10,42
2026-07-15,"B","Housing","OP04","Pagi","NONE",127,10,49.4
2026-07-22,"B","Bracket","OP04","Malam","Dimension",119,9,45.8
2026-07-29,"B","Panel","OP06","Pagi","Crack",135,6,45.6
2026-08-05,"B","Bracket","OP03","Pagi","Scratch",126,4,46.4
2026-08-12,"B","Panel","OP07","Pagi","Scratch",118,9,46.8
2026-08-19,"B","Housing","OP07","Pagi","NONE",122,1,49.3
2026-08-26,"B","Bracket","OP05","Pagi","NONE",114,6,44
2026-09-02,"B","Housing","OP06","Pagi","Dimension",130,18,49.5
2026-09-09,"B","Bracket","OP02","Malam","Scratch",127,2,46.6
2026-09-16,"B","Bracket","OP03","Pagi","NONE",119,6,43.4
2026-09-23,"B","Housing","OP05","Pagi","NONE",122,9,47.7
2026-09-30,"B","Housing","OP07","Malam","Dimension",107,7,51.8
2026-10-07,"B","Bracket","OP01","Pagi","Crack",130,8,47.4
2026-10-14,"B","Bracket","OP04","Siang","Dimension",122,9,43.9
2026-10-21,"B","Panel","OP02","Siang","Scratch",147,1,45.6
2026-10-28,"B","Housing","OP01","Pagi","Dimension",131,8,48.8
2026-11-04,"B","Panel","OP02","Pagi","Dimension",123,3,47.5
2026-11-11,"B","Bracket","OP03","Malam","NONE",122,8,46.2
2026-07-01,"C","Bracket","OP05","Malam","Scratch",136,1,43.1
2026-07-08,"C","Panel","OP01","Siang","Scratch",116,1,44.4
2026-07-15,"C","Bracket","OP03","Siang","Scratch",107,4,40.7
2026-07-22,"C","Panel","OP07","Siang","NONE",130,5,38.5
2026-07-29,"C","Bracket","OP01","Pagi","Scratch",134,3,42.9
2026-08-05,"C","Bracket","OP01","Malam","Crack",126,3,42.8
2026-08-12,"C","Housing","OP01","Malam","Dimension",125,2,49.8
2026-08-19,"C","Panel","OP06","Pagi","NONE",118,2,43.3
2026-08-26,"C","Panel","OP01","Siang","Color",124,4,42
2026-09-02,"C","Panel","OP08","Siang","Color",123,7,43.5
2026-09-09,"C","Housing","OP02","Malam","Crack",119,3,51.5
2026-09-16,"C","Bracket","OP04","Malam","NONE",124,5,50
2026-09-23,"C","Panel","OP05","Siang","NONE",126,2,44.1
2026-09-30,"C","Bracket","OP08","Siang","NONE",126,6,41.7
2026-10-07,"C","Panel","OP08","Siang","Dimension",131,7,44.3
2026-10-14,"C","Bracket","OP03","Pagi","Dimension",115,5,41.5
2026-10-21,"C","Panel","OP08","Siang","Color",138,6,44.4
2026-10-28,"C","Bracket","OP07","Pagi","Dimension",122,4,44.1
2026-11-04,"C","Bracket","OP05","Pagi","NONE",125,1,42.2
2026-11-11,"C","Panel","OP05","Malam","NONE",129,2,43.7
2026-07-01,"A","Bracket","OP05","Pagi","NONE",125,13,41.4
2026-07-08,"A","Housing","OP05","Siang","NONE",122,6,47.3
2026-07-15,"A","Bracket","OP04","Siang","Scratch",128,3,43.6
2026-07-22,"A","Bracket","OP03","Siang","NONE",133,2,42.3
2026-07-29,"A","Bracket","OP01","Malam","Dimension",118,3,42
2026-08-05,"A","Panel","OP05","Pagi","NONE",130,3,41.5
2026-08-12,"A","Bracket","OP04","Malam","Color",122,4,43.7
2026-08-19,"A","Panel","OP06","Malam","NONE",114,3,45.7
2026-08-26,"A","Housing","OP07","Siang","Scratch",120,0,45.3
2026-09-02,"A","Panel","OP02","Siang","Dimension",117,2,43.9
2026-09-09,"A","Housing","OP01","Pagi","Dimension",127,3,46.5
2026-09-16,"A","Housing","OP04","Pagi","Dimension",132,6,49.9
2026-09-23,"A","Bracket","OP05","Pagi","Color",128,1,42.7
2026-09-30,"A","Housing","OP05","Malam","Scratch",126,10,47.6
2026-10-07,"A","Panel","OP06","Siang","NONE",130,8,42.2
2026-10-14,"A","Bracket","OP04","Malam","Color",135,4,42.9
2026-10-21,"A","Panel","OP05","Siang","NONE",122,6,39.5
2026-10-28,"A","Bracket","OP04","Siang","Crack",104,6,44.3
2026-11-04,"A","Panel","OP04","Pagi","Color",116,1,44.7
2026-11-11,"A","Panel","OP01","Pagi","Color",145,5,41.1
