"Tanggal","Lini","Shift","OperatorID","Product","UnitsProduced","UnitsDefect","DowntimeMin","TempC","HumidityPct","EnergyKWh"
2026-09-07,"B","Sore","OP04","Bracket",1487,66,18,27.1,70,27.2
2026-09-07,"C","Pagi","OP05","Panel",1222,51,7,27.5,72,24.3
2026-09-07,"C","Sore","OP06","Panel",1485,63,24,26,69,29.3
2026-09-08,"A","Pagi","OP01","Bracket",1534,43,98,25.2,69,41
2026-09-08,"A","Sore","OP02","Bracket",1224,46,NA,25.7,67,27.4
2026-09-08,"B","Pagi","OP03","Terminal",790,52,13,27.6,NA,21
2026-09-08,"B","Sore","OP04","Terminal",1254,99,75,28.2,74,24.6
2026-09-08,"C","Pagi","OP05","Sensor",1120,20,3,25.4,72,26.8
2026-09-08,"C","Sore","OP06","Sensor",799,15,135,25.8,65,16.2
2026-09-09,"A","Pagi","OP01","Housing",1478,39,12,25,74,28.7
2026-09-09,"A","Sore","OP02","Housing",728,22,48,27.5,73,21.5
2026-09-09,"B","Pagi","OP03","Terminal",920,53,44,26.9,73,17.4
2026-09-09,"B","Sore","OP04","Terminal",1141,87,16,28.3,69,29.2
2026-09-09,"C","Pagi","OP05","Sensor",738,18,50,23.2,77,22.3
2026-09-09,"C","Sore","OP07","Sensor",1353,15,1,24.6,68,39
2026-09-10,"A","Pagi","OP01","Bracket",1343,47,105,26.5,68,33.3
2026-09-10,"A","Sore","OP02","Housing",1246,51,1,27.9,NA,28.2
2026-09-10,"B","Pagi","OP03","Bracket",948,31,153,29,73,24.3
2026-09-10,"B","Sore","OP04","Bracket",1188,53,170,26.2,70,22.8
2026-09-10,"C","Pagi","OP05","Sensor",981,15,24,25.1,69,28.8
2026-09-10,"C","Sore","OP06","Panel",1008,52,129,24.7,76,25.8
2026-09-11,"A","Pagi","OP01","Bracket",1401,49,49,25.7,71,38.6
2026-09-11,"A","Sore","OP02","Bracket",1022,36,93,26.4,72,22
2026-09-11,"B","Pagi","OP03","Terminal",1584,84,9,27.8,78,32.4
2026-09-11,"B","Sore","OP04","Terminal",1218,67,17,28.6,68,30.9
2026-09-11,"C","Pagi","OP05","Panel",1166,59,NA,26.6,75,22.9
2026-09-11,"C","Sore","OP06","Sensor",942,13,8,24.6,73,24.4
2026-09-12,"A","Pagi","OP01","Bracket",1445,46,55,26.4,80,27.1
2026-09-12,"A","Sore","OP02","Bracket",1328,37,27,25.6,69,35.4
2026-09-12,"B","Pagi","OP03","Terminal",715,46,9,28.5,80,14.3
2026-09-12,"B","Sore","OP04","Terminal",1562,99,3,25.1,74,43.2
2026-09-12,"C","Pagi","OP05","Sensor",1182,22,24,25.3,72,30.3
2026-09-12,"C","Sore","OP06","Panel",882,36,35,27.4,65,27.8
2026-09-14,"A","Pagi","OP01","Bracket",737,22,35,26.6,73,19.7
2026-09-14,"A","Sore","OP02","Housing",1224,36,33,26.7,66,34.8
2026-09-14,"B","Pagi","OP03","Terminal",740,39,13,26.8,72,14.9
2026-09-14,"B","Sore","OP04","Terminal",1222,78,32,27.7,NA,38.4
2026-09-14,"C","Pagi","OP05","Sensor",1528,35,45,25.2,69,47.5
2026-09-14,"C","Sore","OP06","Panel",963,43,45,25.8,78,23.4
2026-09-15,"A","Pagi","OP01","Bracket",1382,45,28,25.1,71,37.4
2026-09-15,"A","Sore","OP02","Housing",1345,54,42,27,NA,24.7
2026-09-15,"B","Pagi","OP03","Terminal",1346,74,10,28.8,76,42.9
2026-09-15,"B","Sore","OP04","Terminal",714,44,9,NA,73,17.7
2026-09-15,"C","Pagi","OP07","Panel",967,43,44,26.3,71,28
2026-09-15,"C","Sore","OP06","Sensor",1071,22,164,25.9,77,26
2026-09-16,"A","Pagi","OP07","Housing",790,35,22,27.2,68,19.3
2026-09-16,"A","Sore","OP02","Housing",963,40,23,26.2,69,26.4
2026-09-16,"B","Pagi","OP03","Bracket",1300,48,38,29,72,38.6
2026-09-16,"B","Sore","OP04","Terminal",939,76,20,26.7,73,23
2026-09-16,"C","Pagi","OP05","Sensor",816,15,57,26.4,65,22
2026-09-16,"C","Sore","OP06","Sensor",710,19,23,23,70,20.1
2026-09-17,"A","Pagi","OP01","Bracket",1593,41,13,27.7,NA,44.1
2026-09-17,"A","Sore","OP02","Housing",981,35,87,NA,74,20.8
2026-09-17,"B","Pagi","OP03","Bracket",1178,46,73,26.6,68,36.1
2026-09-17,"B","Sore","OP04","Terminal",1350,84,165,NA,74,26.5
2026-09-17,"C","Pagi","OP05","Sensor",1262,20,85,25.8,75,39.3
2026-09-17,"C","Sore","OP06","Panel",1042,45,NA,24.5,71,26.5
2026-09-18,"A","Pagi","OP01","Housing",751,32,3,28.2,75,19.1
2026-09-18,"A","Sore","OP02","Housing",1141,47,13,26.4,67,27.3
2026-09-18,"B","Pagi","OP03","Bracket",1328,48,28,27.2,75,33.8
2026-09-18,"B","Sore","OP04","Bracket",1247,61,14,28.1,74,38.4
2026-09-18,"C","Pagi","OP05","Panel",1485,52,1,26.1,71,40.9
2026-09-18,"C","Sore","OP06","Panel",934,47,50,26.4,72,21.6
2026-09-19,"A","Pagi","OP01","Bracket",1260,29,38,26.9,61,27.5
2026-09-19,"A","Sore","OP02","Casing",810,49,26,NA,69,19.4
2026-09-19,"B","Pagi","OP03","Bracket",1170,52,5,28,83,36.4
2026-09-19,"B","Sore","OP04","Terminal",1520,89,24,29.1,74,35.4
2026-09-19,"C","Pagi","OP05","Panel",1547,72,49,25.2,72,45.4
2026-09-19,"C","Sore","OP06","Sensor",1022,23,30,27.2,77,22.5
2026-09-21,"A","Pagi","OP01","Housing",1387,47,87,27.1,73,27.9
2026-09-21,"A","Sore","OP02","Bracket",865,32,49,25.9,76,24
2026-09-21,"B","Pagi","OP03","Terminal",1363,85,114,27.9,76,32.1
2026-09-21,"B","Sore","OP04","Terminal",778,65,57,26.8,78,22.3
2026-09-21,"C","Pagi","OP07","Panel",1471,66,27,27.2,65,37.7
2026-09-21,"C","Sore","OP06","Panel",1535,71,10,25.9,77,42.3
2026-09-22,"A","Pagi","OP01","Bracket",1270,41,69,26.6,66,38.4
2026-09-22,"A","Sore","OP02","Bracket",756,22,55,25.9,72,18
2026-09-22,"B","Pagi","OP03","Terminal",1599,92,3,27.8,76,47.5
2026-09-22,"B","Sore","OP04","Bracket",984,46,93,29.8,67,24.6
2026-09-22,"C","Pagi","OP05","Sensor",1273,25,29,23.3,70,39.1
2026-09-22,"C","Sore","OP07","Sensor",1450,32,28,25.9,71,43
2026-09-23,"A","Pagi","OP01","Bracket",1473,53,11,NA,72,45.9
2026-09-23,"A","Sore","OP02","Bracket",1492,55,43,24.3,66,45.2
2026-09-23,"B","Pagi","OP03","Bracket",1438,62,54,28.2,69,38.5
2026-09-23,"B","Sore","OP04","Terminal",1173,83,107,26.7,74,33.5
2026-09-23,"C","Pagi","OP05","Sensor",1387,28,9,24.6,78,34.9
2026-09-23,"C","Sore","OP06","Panel",1558,99,9,27,79,29.1
2026-09-24,"A","Pagi","OP01","Bracket",1469,53,8,25.2,71,35.6
2026-09-24,"A","Sore","OP02","Bracket",1053,42,32,26.8,72,26.2
2026-09-24,"B","Pagi","OP03","Bracket",1273,55,78,27,78,30.4
2026-09-24,"B","Sore","OP04","Bracket",1157,61,43,26.9,77,32.6
2026-09-24,"C","Pagi","OP05","Sensor",724,19,37,25.5,73,22.5
2026-09-24,"C","Sore","OP06","Sensor",782,8,23,24.2,69,21
2026-09-25,"A","Pagi","OP01","Housing",890,25,1,27.6,69,28.3
2026-09-25,"A","Sore","OP02","Bracket",1477,41,4,26.8,75,39.6
2026-09-25,"B","Pagi","OP03","Terminal",1591,85,24,29.6,75,48.7
2026-09-25,"B","Sore","OP04","Terminal",1538,103,27,27.6,74,35.3
2026-09-25,"C","Pagi","OP05","Sensor",1575,30,16,25.8,77,45.4
2026-09-25,"C","Sore","OP07","Sensor",955,28,8,24.7,71,24.2
2026-09-26,"A","Pagi","OP01","Bracket",1111,41,1,26.7,64,35.3
2026-09-26,"A","Sore","OP02","Housing",1467,69,11,25.4,72,40.9
2026-09-26,"B","Pagi","OP03","Bracket",705,30,7,28.8,75,17.1
2026-09-26,"B","Sore","OP04","Terminal",1548,113,46,27.9,68,44.1
2026-09-26,"C","Pagi","OP05","Panel",901,35,108,26.6,71,17.1
2026-09-26,"C","Sore","OP06","Panel",1459,70,37,24.7,74,37
2026-08-31,"B","Pagi","OP03","Terminal",831,37,82,27.6,75,22.1
2026-08-24,"C","Sore","OP06","Panel",1539,61,20,25.4,69,29.6
