"ProductionID","Tanggal","Shift","Line","MachineID","OperatorID","Product","PlannedTime","RunTime","DowntimeMin","Output","Defect","IdealCycleSec","CycleTimeSec"
"PRD-00247",2026-07-02,"Pagi","Line-A","M-01","OP02","Bracket",450,433,17,13112,227,1.8,1.98
"PRD-00248",2026-07-02,"Pagi","Line-B","M-04","OP04","Housing",450,445,5,11877,300,2,2.25
"PRD-00249",2026-07-02,"Pagi","Line-C","M-05","OP04","Housing",450,446,4,12435,258,2,2.15
"PRD-00250",2026-07-02,"Sore","Line-A","M-01","OP01","Bracket",450,429,21,13309,279,1.8,1.93
"PRD-00251",2026-07-02,"Sore","Line-B","M-03","OP01","Housing",450,449,1,12969,383,2,2.08
"PRD-00252",2026-07-02,"Sore","Line-C","M-05","OP02","Shaft",450,448,2,11916,195,2.2,2.26
"PRD-00253",2026-07-03,"Malam","Line-A","M-02","OP02","Shaft",420,342,78,7540,282,2.2,2.72
"PRD-00254",2026-07-03,"Malam","Line-B","M-03","OP06","Housing",420,395,25,10071,502,2,2.35
"PRD-00255",2026-07-03,"Malam","Line-C","M-06","OP10","Shaft",420,408,12,9871,306,2.2,2.48
"PRD-00256",2026-07-03,"Pagi","Line-A","M-01","OP03","Shaft",450,438,12,11249,289,2.2,2.34
"PRD-00257",2026-07-03,"Pagi","Line-B","M-04","OP03","Bracket",450,438,12,13137,413,1.8,2
"PRD-00258",2026-07-03,"Pagi","Line-C","M-05","OP01","Bracket",450,442,8,14248,273,1.8,1.86
"PRD-00259",2026-07-03,"Sore","Line-A","M-01","OP10","Housing",450,416,34,11705,275,2,2.13
"PRD-00260",2026-07-03,"Sore","Line-B","M-04","OP02","Housing",450,440,10,11836,360,2,2.23
"PRD-00261",2026-07-03,"Sore","Line-C","M-05","OP04","Bracket",450,447,3,14482,359,1.8,1.85
"PRD-00262",2026-07-04,"Malam","Line-A","M-01","OP02","Housing",420,397,23,10548,413,2,2.26
"PRD-00263",2026-07-04,"Malam","Line-B","M-04","OP08","Housing",420,408,12,10184,536,2,2.4
"PRD-00264",2026-07-04,"Malam","Line-C","M-05","OP08","Bracket",420,405,15,11223,320,1.8,2.17
"PRD-00265",2026-07-04,"Pagi","Line-A","M-02","OP01","Bracket",450,427,23,12798,246,1.8,2
"PRD-00266",2026-07-04,"Pagi","Line-B","M-04","OP03","Shaft",450,442,8,10758,324,2.2,2.47
"PRD-00267",2026-07-04,"Pagi","Line-C","M-06","OP04","Housing",450,448,2,13094,301,2,2.05
"PRD-00268",2026-07-04,"Sore","Line-A","M-02","OP06","Housing",450,430,20,11480,459,2,2.25
"PRD-00269",2026-07-04,"Sore","Line-B","M-03","OP07","Bracket",450,436,14,13921,349,1.8,1.88
"PRD-00270",2026-07-04,"Sore","Line-C","M-05","OP10","Bracket",450,431,19,13908,291,1.8,1.86
"PRD-00271",2026-07-06,"Malam","Line-A","M-01","OP02","Bracket",420,408,12,11734,377,1.8,2.09
"PRD-00272",2026-07-06,"Malam","Line-B","M-04","OP01","Bracket",420,409,11,11230,560,1.8,2.19
"PRD-00273",2026-07-06,"Malam","Line-C","M-06","OP01","Shaft",420,380,40,8646,206,2.2,2.64
"PRD-00274",2026-07-06,"Pagi","Line-A","M-01","OP08","Housing",450,445,5,12711,306,2,2.1
"PRD-00275",2026-07-06,"Pagi","Line-B","M-03","OP09","Bracket",450,443,7,13969,297,1.8,1.9
"PRD-00276",2026-07-06,"Pagi","Line-C","M-06","OP07","Bracket",450,444,6,13751,219,1.8,1.94
"PRD-00277",2026-07-06,"Sore","Line-A","M-02","OP04","Bracket",450,412,38,12169,220,1.8,2.03
"PRD-00278",2026-07-06,"Sore","Line-B","M-03","OP04","Housing",450,435,15,12632,257,2,2.07
"PRD-00279",2026-07-06,"Sore","Line-C","M-05","OP10","Housing",450,449,1,12498,254,2,2.16
"PRD-00280",2026-07-07,"Malam","Line-A","M-01","OP09","Bracket",420,412,8,11535,403,1.8,2.14
"PRD-00281",2026-07-07,"Malam","Line-B","M-04","OP10","Housing",420,401,19,9839,481,2,2.45
"PRD-00282",2026-07-07,"Malam","Line-C","M-05","OP07","Bracket",420,405,15,11741,390,1.8,2.07
"PRD-00283",2026-07-07,"Pagi","Line-A","M-02","OP07","Shaft",450,431,19,10451,177,2.2,2.47
"PRD-00284",2026-07-07,"Pagi","Line-B","M-03","OP05","Bracket",450,420,30,13753,254,1.8,1.83
"PRD-00285",2026-07-07,"Pagi","Line-C","M-05","OP10","Housing",450,420,30,12347,210,2,2.04
"PRD-00286",2026-07-07,"Sore","Line-A","M-01","OP01","Housing",450,394,56,11059,300,2,2.14
"PRD-00287",2026-07-07,"Sore","Line-B","M-04","OP02","Bracket",450,439,11,13217,341,1.8,1.99
"PRD-00288",2026-07-07,"Sore","Line-C","M-05","OP02","Bracket",450,443,7,14004,271,1.8,1.9
"PRD-00289",2026-07-08,"Malam","Line-A","M-02","OP08","Shaft",420,249,171,5380,203,2.2,2.78
"PRD-00290",2026-07-08,"Malam","Line-B","M-03","OP01","Bracket",420,412,8,12200,352,1.8,2.03
"PRD-00291",2026-07-08,"Malam","Line-C","M-06","OP09","Bracket",420,400,20,11292,245,1.8,2.13
"PRD-00292",2026-07-08,"Pagi","Line-A","M-01","OP10","Bracket",450,423,27,13290,200,1.8,1.91
"PRD-00293",2026-07-08,"Pagi","Line-B","M-04","OP05","Shaft",450,414,36,10089,270,2.2,2.46
"PRD-00294",2026-07-08,"Pagi","Line-C","M-06","OP09","Bracket",450,429,21,14137,194,1.8,1.82
"PRD-00295",2026-07-08,"Sore","Line-A","M-02","OP09","Shaft",450,399,51,9764,262,2.2,2.45
"PRD-00296",2026-07-08,"Sore","Line-B","M-03","OP04","Bracket",450,440,10,13571,260,1.8,1.95
"PRD-00297",2026-07-08,"Sore","Line-C","M-06","OP04","Housing",450,447,3,12889,226,2,2.08
"PRD-00298",2026-07-09,"Malam","Line-A","M-01","OP06","Housing",420,403,17,10377,682,2,2.33
"PRD-00299",2026-07-09,"Malam","Line-B","M-03","OP08","Bracket",420,402,18,11038,399,1.8,2.19
"PRD-00300",2026-07-09,"Malam","Line-C","M-06","OP07","Housing",420,403,17,9830,281,2,2.46
"PRD-00301",2026-07-09,"Pagi","Line-A","M-02","OP09","Shaft",450,385,65,9418,246,2.2,2.45
"PRD-00302",2026-07-09,"Pagi","Line-B","M-03","OP08","Shaft",450,438,12,11212,249,2.2,2.34
"PRD-00303",2026-07-09,"Pagi","Line-C","M-05","OP07","Housing",450,411,39,11360,277,2,2.17
"PRD-00304",2026-07-09,"Sore","Line-A","M-02","OP05","Bracket",450,419,31,11849,327,1.8,2.12
"PRD-00305",2026-07-09,"Sore","Line-B","M-03","OP07","Housing",450,449,1,12871,310,2,2.09
"PRD-00306",2026-07-09,"Sore","Line-C","M-05","OP08","Bracket",450,448,2,13503,253,1.8,1.99
"PRD-00307",2026-07-10,"Malam","Line-A","M-02","OP10","Bracket",420,402,18,10254,286,1.8,2.35
"PRD-00308",2026-07-10,"Malam","Line-B","M-04","OP07","Housing",420,407,13,9966,517,2,2.45
"PRD-00309",2026-07-10,"Malam","Line-C","M-05","OP04","Shaft",420,401,19,8943,231,2.2,2.69
"PRD-00310",2026-07-10,"Pagi","Line-A","M-01","OP06","Bracket",450,439,11,13707,314,1.8,1.92
"PRD-00311",2026-07-10,"Pagi","Line-B","M-04","OP05","Housing",450,441,9,11762,605,2,2.25
"PRD-00312",2026-07-10,"Pagi","Line-C","M-06","OP10","Shaft",450,440,10,11054,208,2.2,2.39
"PRD-00313",2026-07-10,"Sore","Line-A","M-02","OP06","Housing",450,409,41,11602,505,2,2.12
"PRD-00314",2026-07-10,"Sore","Line-B","M-04","OP08","Housing",450,416,34,11107,345,2,2.25
"PRD-00315",2026-07-10,"Sore","Line-C","M-05","OP10","Shaft",450,431,19,10971,187,2.2,2.36
"PRD-00316",2026-07-11,"Malam","Line-A","M-02","OP06","Bracket",420,361,59,9846,478,1.8,2.2
"PRD-00317",2026-07-11,"Malam","Line-B","M-04","OP09","Housing",420,300,120,7162,244,2,2.51
"PRD-00318",2026-07-11,"Malam","Line-C","M-06","OP06","Shaft",420,389,31,9533,357,2.2,2.45
"PRD-00319",2026-07-11,"Pagi","Line-A","M-02","OP09","Shaft",450,411,39,9822,312,2.2,2.51
"PRD-00320",2026-07-11,"Pagi","Line-B","M-04","OP04","Bracket",450,443,7,12836,273,1.8,2.07
"PRD-00321",2026-07-11,"Pagi","Line-C","M-05","OP07","Housing",450,438,12,13108,239,2,2
"PRD-00322",2026-07-11,"Sore","Line-A","M-02","OP03","Bracket",450,402,48,11733,286,1.8,2.06
"PRD-00323",2026-07-11,"Sore","Line-B","M-03","OP01","Housing",450,429,21,12534,308,2,2.05
"PRD-00324",2026-07-11,"Sore","Line-C","M-05","OP01","Bracket",450,450,0,14684,273,1.8,1.84
"PRD-00325",2026-07-13,"Malam","Line-A","M-01","OP01","Housing",420,410,10,10459,353,2,2.35
"PRD-00326",2026-07-13,"Malam","Line-B","M-04","OP04","Shaft",420,390,30,8895,353,2.2,2.63
"PRD-00327",2026-07-13,"Malam","Line-C","M-05","OP06","Housing",420,405,15,10204,476,2,2.38
"PRD-00328",2026-07-13,"Pagi","Line-A","M-02","OP10","Housing",450,433,17,10846,220,2,2.4
"PRD-00329",2026-07-13,"Pagi","Line-B","M-04","OP06","Housing",450,346,104,8815,465,2,2.36
"PRD-00330",2026-07-13,"Pagi","Line-C","M-05","OP03","Housing",450,396,54,11250,211,2,2.11
"PRD-00331",2026-07-13,"Sore","Line-A","M-01","OP06","Bracket",450,448,2,14664,391,1.8,1.83
"PRD-00332",2026-07-13,"Sore","Line-B","M-04","OP08","Housing",450,441,9,12127,419,2,2.18
"PRD-00333",2026-07-13,"Sore","Line-C","M-06","OP07","Shaft",450,444,6,12537,315,2.2,2.12
"PRD-00334",2026-07-14,"Malam","Line-A","M-01","OP01","Housing",420,389,31,9692,276,2,2.41
"PRD-00335",2026-07-14,"Malam","Line-B","M-04","OP05","Housing",420,387,33,9779,399,2,2.37
"PRD-00336",2026-07-14,"Malam","Line-C","M-05","OP05","Bracket",420,411,9,11868,336,1.8,2.08
"PRD-00337",2026-07-14,"Pagi","Line-A","M-01","OP04","Bracket",450,441,9,12961,181,1.8,2.04
"PRD-00338",2026-07-14,"Pagi","Line-B","M-03","OP01","Shaft",450,436,14,11417,256,2.2,2.29
"PRD-00339",2026-07-14,"Pagi","Line-C","M-05","OP03","Bracket",450,449,1,14323,255,1.8,1.88
"PRD-00340",2026-07-14,"Sore","Line-A","M-01","OP04","Bracket",450,447,3,13530,190,1.8,1.98
"PRD-00341",2026-07-14,"Sore","Line-B","M-04","OP06","Bracket",450,384,66,11454,503,1.8,2.01
"PRD-00342",2026-07-14,"Sore","Line-C","M-05","OP08","Housing",450,440,10,12127,331,2,2.18
"PRD-00343",2026-07-15,"Malam","Line-A","M-02","OP09","Housing",420,411,9,10428,535,2,2.36
"PRD-00344",2026-07-15,"Malam","Line-B","M-03","OP05","Shaft",420,399,21,9294,324,2.2,2.58
"PRD-00345",2026-07-15,"Malam","Line-C","M-06","OP09","Shaft",420,406,14,9748,177,2.2,2.5
"PRD-00346",2026-07-15,"Pagi","Line-A","M-02","OP04","Shaft",450,441,9,10933,250,2.2,2.42
"PRD-00347",2026-07-15,"Pagi","Line-B","M-03","OP06","Housing",450,439,11,12524,298,2,2.1
"PRD-00348",2026-07-15,"Pagi","Line-C","M-05","OP03","Housing",450,447,3,12740,369,2,2.11
"PRD-00349",2026-07-15,"Sore","Line-A","M-02","OP05","Housing",450,402,48,10498,234,2,2.3
"PRD-00350",2026-07-15,"Sore","Line-B","M-04","OP10","Housing",450,430,20,11540,324,2,2.24
"PRD-00351",2026-07-15,"Sore","Line-C","M-05","OP09","Bracket",450,445,5,14757,251,1.8,1.81
"PRD-00352",2026-07-16,"Malam","Line-A","M-02","OP03","Shaft",420,306,114,6717,283,2.2,2.73
"PRD-00353",2026-07-16,"Malam","Line-B","M-03","OP10","Shaft",420,403,17,9895,346,2.2,2.44
"PRD-00354",2026-07-16,"Malam","Line-C","M-06","OP07","Housing",420,388,32,10489,267,2,2.22
"PRD-00355",2026-07-16,"Pagi","Line-A","M-01","OP07","Shaft",450,448,2,10917,167,2.2,2.46
"PRD-00356",2026-07-16,"Pagi","Line-B","M-04","OP06","Bracket",450,431,19,12802,480,1.8,2.02
"PRD-00357",2026-07-16,"Pagi","Line-C","M-06","OP02","Bracket",450,437,13,14920,303,1.8,1.76
"PRD-00358",2026-07-16,"Sore","Line-A","M-01","OP10","Bracket",450,425,25,13712,228,1.8,1.86
"PRD-00359",2026-07-16,"Sore","Line-B","M-04","OP09","Bracket",450,437,13,13315,328,1.8,1.97
"PRD-00360",2026-07-16,"Sore","Line-C","M-05","OP02","Housing",450,447,3,13062,351,2,2.05
"PRD-00361",2026-07-17,"Malam","Line-A","M-02","OP04","Housing",420,385,35,9745,315,2,2.37
"PRD-00362",2026-07-17,"Malam","Line-B","M-04","OP10","Bracket",420,303,117,7862,347,1.8,2.31
"PRD-00363",2026-07-17,"Malam","Line-C","M-05","OP10","Housing",420,381,39,9901,345,2,2.31
"PRD-00364",2026-07-17,"Pagi","Line-A","M-02","OP09","Bracket",450,447,3,12404,443,1.8,2.16
"PRD-00365",2026-07-17,"Pagi","Line-B","M-03","OP04","Bracket",450,423,27,13645,311,1.8,1.86
"PRD-00366",2026-07-17,"Pagi","Line-C","M-05","OP05","Housing",450,448,2,12892,218,2,2.09
"PRD-00367",2026-07-17,"Sore","Line-A","M-01","OP05","Bracket",450,443,7,14006,341,1.8,1.9
"PRD-00368",2026-07-17,"Sore","Line-B","M-04","OP05","Housing",450,447,3,12076,460,2,2.22
"PRD-00369",2026-07-17,"Sore","Line-C","M-05","OP01","Bracket",450,440,10,13603,286,1.8,1.94
"PRD-00370",2026-07-18,"Malam","Line-A","M-01","OP08","Housing",420,404,16,10927,403,2,2.22
"PRD-00371",2026-07-18,"Malam","Line-B","M-04","OP03","Shaft",420,397,23,8654,359,2.2,2.75
"PRD-00372",2026-07-18,"Malam","Line-C","M-06","OP02","Shaft",420,365,55,8250,303,2.2,2.65
"PRD-00373",2026-07-18,"Pagi","Line-A","M-01","OP10","Housing",450,446,4,13250,266,2,2.02
"PRD-00374",2026-07-18,"Pagi","Line-B","M-03","OP05","Shaft",450,424,26,11188,233,2.2,2.27
"PRD-00375",2026-07-18,"Pagi","Line-C","M-05","OP01","Shaft",450,445,5,11361,241,2.2,2.35
"PRD-00376",2026-07-18,"Sore","Line-A","M-02","OP03","Bracket",450,448,2,13461,413,1.8,2
"PRD-00377",2026-07-18,"Sore","Line-B","M-03","OP04","Bracket",450,434,16,13862,205,1.8,1.88
"PRD-00378",2026-07-18,"Sore","Line-C","M-06","OP01","Shaft",450,436,14,11036,223,2.2,2.37
"PRD-00379",2026-07-20,"Malam","Line-A","M-01","OP04","Housing",420,380,40,10098,393,2,2.26
"PRD-00380",2026-07-20,"Malam","Line-B","M-04","OP09","Shaft",420,355,65,8138,316,2.2,2.62
"PRD-00381",2026-07-20,"Malam","Line-C","M-05","OP04","Housing",420,407,13,10004,364,2,2.44
"PRD-00382",2026-07-20,"Pagi","Line-A","M-02","OP01","Housing",450,442,8,12030,402,2,2.2
"PRD-00383",2026-07-20,"Pagi","Line-B","M-03","OP04","Housing",450,440,10,12758,285,2,2.07
"PRD-00384",2026-07-20,"Pagi","Line-C","M-06","OP01","Bracket",450,432,18,13168,190,1.8,1.97
"PRD-00385",2026-07-20,"Sore","Line-A","M-01","OP08","Bracket",450,449,1,13671,261,1.8,1.97
"PRD-00386",2026-07-20,"Sore","Line-B","M-04","OP04","Bracket",450,391,59,11612,302,1.8,2.02
"PRD-00387",2026-07-20,"Sore","Line-C","M-05","OP09","Housing",450,448,2,12382,410,2,2.17
"PRD-00388",2026-07-21,"Malam","Line-A","M-02","OP04","Shaft",420,409,11,8882,216,2.2,2.76
"PRD-00389",2026-07-21,"Malam","Line-B","M-03","OP09","Bracket",420,390,30,10855,322,1.8,2.16
"PRD-00390",2026-07-21,"Malam","Line-C","M-06","OP07","Housing",420,375,45,9837,507,2,2.29
"PRD-00391",2026-07-21,"Pagi","Line-A","M-02","OP02","Bracket",450,387,63,11730,307,1.8,1.98
"PRD-00392",2026-07-21,"Pagi","Line-B","M-04","OP03","Bracket",450,444,6,13412,441,1.8,1.99
"PRD-00393",2026-07-21,"Pagi","Line-C","M-06","OP01","Bracket",450,445,5,14231,304,1.8,1.88
"PRD-00394",2026-07-21,"Sore","Line-A","M-02","OP05","Bracket",450,445,5,13155,384,1.8,2.03
"PRD-00395",2026-07-21,"Sore","Line-B","M-03","OP03","Bracket",450,411,39,13365,301,1.8,1.85
"PRD-00396",2026-07-21,"Sore","Line-C","M-06","OP06","Housing",450,440,10,11847,323,2,2.23
"PRD-00397",2026-07-22,"Malam","Line-A","M-02","OP05","Bracket",420,400,20,10567,456,1.8,2.27
"PRD-00398",2026-07-22,"Malam","Line-B","M-03","OP04","Housing",420,408,12,10541,399,2,2.32
"PRD-00399",2026-07-22,"Malam","Line-C","M-05","OP08","Shaft",420,406,14,10033,231,2.2,2.43
"PRD-00400",2026-07-22,"Pagi","Line-A","M-02","OP04","Housing",450,318,132,8239,167,2,2.32
"PRD-00401",2026-07-22,"Pagi","Line-B","M-04","OP02","Shaft",450,429,21,10268,322,2.2,2.51
"PRD-00402",2026-07-22,"Pagi","Line-C","M-05","OP01","Bracket",450,443,7,13642,276,1.8,1.95
"PRD-00403",2026-07-22,"Sore","Line-A","M-02","OP04","Bracket",450,448,2,13264,253,1.8,2.03
"PRD-00404",2026-07-22,"Sore","Line-B","M-03","OP10","Housing",450,438,12,12322,268,2,2.13
"PRD-00405",2026-07-22,"Sore","Line-C","M-05","OP01","Shaft",450,441,9,11376,248,2.2,2.33
"PRD-00406",2026-07-23,"Malam","Line-A","M-01","OP02","Bracket",420,386,34,11283,409,1.8,2.05
"PRD-00407",2026-07-23,"Malam","Line-B","M-03","OP06","Bracket",420,411,9,12204,425,1.8,2.02
"PRD-00408",2026-07-23,"Malam","Line-C","M-05","OP02","Shaft",420,410,10,10081,336,2.2,2.44
"PRD-00409",2026-07-23,"Pagi","Line-A","M-02","OP06","Bracket",450,364,86,10936,544,1.8,2
"PRD-00410",2026-07-23,"Pagi","Line-B","M-03","OP07","Housing",450,445,5,12608,294,2,2.12
"PRD-00411",2026-07-23,"Pagi","Line-C","M-05","OP05","Housing",450,447,3,12371,284,2,2.17
"PRD-00412",2026-07-23,"Sore","Line-A","M-01","OP06","Bracket",450,440,10,14070,357,1.8,1.88
"PRD-00413",2026-07-23,"Sore","Line-B","M-03","OP07","Shaft",450,430,20,11068,248,2.2,2.33
"PRD-00414",2026-07-23,"Sore","Line-C","M-06","OP04","Shaft",450,440,10,10719,162,2.2,2.46
"PRD-00415",2026-07-24,"Malam","Line-A","M-01","OP04","Bracket",420,410,10,11708,385,1.8,2.1
"PRD-00416",2026-07-24,"Malam","Line-B","M-04","OP04","Housing",420,386,34,9354,391,2,2.48
"PRD-00417",2026-07-24,"Malam","Line-C","M-06","OP06","Bracket",420,409,11,12346,476,1.8,1.99
"PRD-00418",2026-07-24,"Pagi","Line-A","M-01","OP05","Shaft",450,393,57,10467,180,2.2,2.25
"PRD-00419",2026-07-24,"Pagi","Line-B","M-03","OP10","Shaft",450,444,6,11673,127,2.2,2.28
"PRD-00420",2026-07-24,"Pagi","Line-C","M-05","OP09","Shaft",450,448,2,11345,297,2.2,2.37
"PRD-00421",2026-07-24,"Sore","Line-A","M-01","OP09","Housing",450,439,11,11857,211,2,2.22
"PRD-00422",2026-07-24,"Sore","Line-B","M-04","OP06","Bracket",450,435,15,12723,593,1.8,2.05
"PRD-00423",2026-07-24,"Sore","Line-C","M-06","OP09","Shaft",450,428,22,11057,285,2.2,2.32
"PRD-00424",2026-07-25,"Malam","Line-A","M-01","OP07","Bracket",420,410,10,11424,240,1.8,2.15
"PRD-00425",2026-07-25,"Malam","Line-B","M-03","OP02","Bracket",420,413,7,11517,289,1.8,2.15
"PRD-00426",2026-07-25,"Malam","Line-C","M-05","OP02","Shaft",420,381,39,8880,274,2.2,2.57
"PRD-00427",2026-07-25,"Pagi","Line-A","M-02","OP03","Housing",450,426,24,10905,357,2,2.34
"PRD-00428",2026-07-25,"Pagi","Line-B","M-03","OP08","Bracket",450,428,22,13727,282,1.8,1.87
"PRD-00429",2026-07-25,"Pagi","Line-C","M-06","OP05","Shaft",450,419,31,10677,152,2.2,2.35
"PRD-00430",2026-07-25,"Sore","Line-A","M-01","OP04","Bracket",450,450,0,14635,223,1.8,1.84
"PRD-00431",2026-07-25,"Sore","Line-B","M-04","OP08","Housing",450,421,29,11022,241,2,2.29
"PRD-00432",2026-07-25,"Sore","Line-C","M-06","OP09","Bracket",450,450,0,14092,397,1.8,1.92
"PRD-00433",2026-07-27,"Malam","Line-A","M-01","OP03","Shaft",420,414,6,9810,312,2.2,2.53
"PRD-00434",2026-07-27,"Malam","Line-B","M-03","OP03","Housing",420,413,7,10530,419,2,2.35
"PRD-00435",2026-07-27,"Malam","Line-C","M-05","OP01","Bracket",420,392,28,11127,360,1.8,2.11
"PRD-00436",2026-07-27,"Pagi","Line-A","M-01","OP02","Bracket",450,418,32,12830,204,1.8,1.95
"PRD-00437",2026-07-27,"Pagi","Line-B","M-03","OP02","Bracket",450,450,0,14545,227,1.8,1.86
"PRD-00438",2026-07-27,"Pagi","Line-C","M-05","OP07","Shaft",450,432,18,11144,178,2.2,2.33
"PRD-00439",2026-07-27,"Sore","Line-A","M-01","OP02","Bracket",450,440,10,14442,295,1.8,1.83
"PRD-00440",2026-07-27,"Sore","Line-B","M-04","OP04","Bracket",450,441,9,12840,280,1.8,2.06
"PRD-00441",2026-07-27,"Sore","Line-C","M-05","OP09","Housing",450,419,31,11741,275,2,2.14
"PRD-00442",2026-07-28,"Malam","Line-A","M-01","OP08","Housing",420,393,27,10393,324,2,2.27
"PRD-00443",2026-07-28,"Malam","Line-B","M-03","OP03","Shaft",420,399,21,9342,270,2.2,2.56
"PRD-00444",2026-07-28,"Malam","Line-C","M-05","OP09","Shaft",420,391,29,8800,259,2.2,2.67
"PRD-00445",2026-07-28,"Pagi","Line-A","M-02","OP03","Bracket",450,441,9,13218,299,1.8,2
"PRD-00446",2026-07-28,"Pagi","Line-B","M-04","OP09","Bracket",450,448,2,13790,504,1.8,1.95
"PRD-00447",2026-07-28,"Pagi","Line-C","M-06","OP09","Bracket",450,438,12,14305,220,1.8,1.84
"PRD-00448",2026-07-28,"Sore","Line-A","M-02","OP04","Shaft",450,404,46,10337,178,2.2,2.34
"PRD-00449",2026-07-28,"Sore","Line-B","M-03","OP03","Bracket",450,397,53,12776,423,1.8,1.86
"PRD-00450",2026-07-28,"Sore","Line-C","M-05","OP04","Shaft",450,431,19,11464,189,2.2,2.26
"PRD-00451",2026-07-29,"Malam","Line-A","M-01","OP01","Bracket",420,412,8,11799,411,1.8,2.1
"PRD-00452",2026-07-29,"Malam","Line-B","M-03","OP03","Bracket",420,408,12,11134,390,1.8,2.2
"PRD-00453",2026-07-29,"Malam","Line-C","M-05","OP10","Housing",420,407,13,10364,333,2,2.36
"PRD-00454",2026-07-29,"Pagi","Line-A","M-02","OP08","Shaft",450,404,46,9707,223,2.2,2.5
"PRD-00455",2026-07-29,"Pagi","Line-B","M-04","OP03","Bracket",450,415,35,12735,455,1.8,1.96
"PRD-00456",2026-07-29,"Pagi","Line-C","M-06","OP09","Housing",450,435,15,12667,311,2,2.06
"PRD-00457",2026-07-29,"Sore","Line-A","M-02","OP03","Bracket",450,390,60,11408,369,1.8,2.05
"PRD-00458",2026-07-29,"Sore","Line-B","M-03","OP05","Shaft",450,428,22,11522,359,2.2,2.23
"PRD-00459",2026-07-29,"Sore","Line-C","M-06","OP02","Shaft",450,448,2,11473,209,2.2,2.34
"PRD-00460",2026-07-30,"Malam","Line-A","M-01","OP08","Bracket",420,410,10,11848,328,1.8,2.08
"PRD-00461",2026-07-30,"Malam","Line-B","M-04","OP10","Bracket",420,375,45,10293,325,1.8,2.19
"PRD-00462",2026-07-30,"Malam","Line-C","M-06","OP09","Shaft",420,399,21,8943,267,2.2,2.68
"PRD-00463",2026-07-30,"Pagi","Line-A","M-02","OP05","Shaft",450,400,50,9269,204,2.2,2.59
"PRD-00464",2026-07-30,"Pagi","Line-B","M-04","OP01","Shaft",450,369,81,8580,278,2.2,2.58
"PRD-00465",2026-07-30,"Pagi","Line-C","M-06","OP09","Shaft",450,444,6,11489,298,2.2,2.32
"PRD-00466",2026-07-30,"Sore","Line-A","M-01","OP08","Bracket",450,448,2,13484,261,1.8,1.99
"PRD-00467",2026-07-30,"Sore","Line-B","M-03","OP09","Bracket",450,425,25,12980,265,1.8,1.96
"PRD-00468",2026-07-30,"Sore","Line-C","M-05","OP01","Bracket",450,449,1,13718,271,1.8,1.96
"PRD-00469",2026-07-31,"Malam","Line-A","M-01","OP10","Shaft",420,384,36,9006,287,2.2,2.56
"PRD-00470",2026-07-31,"Malam","Line-B","M-03","OP04","Bracket",420,409,11,11530,289,1.8,2.13
"PRD-00471",2026-07-31,"Malam","Line-C","M-05","OP03","Bracket",420,408,12,11185,367,1.8,2.19
"PRD-00472",2026-07-31,"Pagi","Line-A","M-02","OP06","Housing",450,369,81,9907,450,2,2.23
"PRD-00473",2026-07-31,"Pagi","Line-B","M-04","OP04","Housing",450,391,59,10000,258,2,2.35
"PRD-00474",2026-07-31,"Pagi","Line-C","M-06","OP09","Shaft",450,440,10,11232,267,2.2,2.35
"PRD-00475",2026-07-31,"Sore","Line-A","M-02","OP05","Housing",450,424,26,11016,352,2,2.31
"PRD-00476",2026-07-31,"Sore","Line-B","M-03","OP09","Housing",450,426,24,12339,269,2,2.07
"PRD-00477",2026-07-31,"Sore","Line-C","M-06","OP03","Bracket",450,431,19,12909,217,1.8,2
"PRD-00478",2026-08-01,"Malam","Line-A","M-02","OP02","Shaft",420,411,9,8584,394,2.2,2.87
"PRD-00479",2026-08-01,"Malam","Line-B","M-04","OP01","Bracket",420,403,17,11233,487,1.8,2.15
"PRD-00480",2026-08-01,"Malam","Line-C","M-05","OP09","Bracket",420,410,10,11505,477,1.8,2.14
"PRD-00481",2026-08-01,"Pagi","Line-A","M-02","OP02","Shaft",450,441,9,10361,255,2.2,2.55
"PRD-00482",2026-08-01,"Pagi","Line-B","M-04","OP01","Housing",450,417,33,10782,266,2,2.32
"PRD-00483",2026-08-01,"Pagi","Line-C","M-05","OP02","Shaft",450,443,7,11793,169,2.2,2.25
"PRD-00484",2026-08-01,"Sore","Line-A","M-01","OP09","Shaft",450,440,10,11253,172,2.2,2.35
"PRD-00485",2026-08-01,"Sore","Line-B","M-04","OP02","Bracket",450,398,52,11947,307,1.8,2
"PRD-00486",2026-08-01,"Sore","Line-C","M-06","OP10","Housing",450,447,3,12530,321,2,2.14
"PRD-00487",2026-08-03,"Malam","Line-A","M-02","OP03","Bracket",420,405,15,10515,772,1.8,2.31
"PRD-00488",2026-08-03,"Malam","Line-B","M-03","OP08","Shaft",420,399,21,9212,283,2.2,2.6
"PRD-00489",2026-08-03,"Malam","Line-C","M-06","OP04","Shaft",420,410,10,9515,216,2.2,2.59
"PRD-00490",2026-08-03,"Pagi","Line-A","M-02","OP01","Housing",450,417,33,10839,280,2,2.31
"PRD-00491",2026-08-03,"Pagi","Line-B","M-04","OP08","Bracket",450,415,35,12594,280,1.8,1.98
"PRD-00492",2026-08-03,"Pagi","Line-C","M-06","OP01","Shaft",450,447,3,11537,174,2.2,2.32
"PRD-00493",2026-08-03,"Sore","Line-A","M-02","OP05","Bracket",450,424,26,12866,447,1.8,1.98
