"Tanggal","Mesin","Shift","Breakdown","Penyebab","WaktuPerbaikanMenit","DowntimeTerencana","DowntimeMenit","UnitsProduced"
2025-04-17,"M-02","Malam",0,"Preventive OK",0,0,0,804
2025-04-17,"M-02","Pagi",1,"Bearing Failure",31,0,31,762
2025-04-17,"M-02","Siang",1,"Tool Wear",41,0,41,814
2025-04-17,"M-03","Malam",0,"Preventive OK",0,0,0,880
2025-04-17,"M-03","Pagi",0,"Preventive OK",0,0,0,797
2025-04-17,"M-03","Siang",0,"Preventive OK",0,0,0,815
2025-04-17,"M-04","Malam",1,"Kelistrikan",13,0,13,886
2025-04-17,"M-04","Pagi",1,"Bearing Failure",45,0,45,736
2025-04-17,"M-04","Siang",0,"Preventive OK",0,0,0,901
2025-04-17,"M-05","Malam",0,"Preventive OK",0,0,0,382
2025-04-17,"M-05","Pagi",0,"Preventive OK",0,0,0,376
2025-04-17,"M-05","Siang",0,"Preventive OK",0,0,0,400
2025-04-17,"M-06","Malam",0,"Preventive OK",0,0,0,381
2025-04-17,"M-06","Pagi",0,"Preventive OK",0,0,0,406
2025-04-17,"M-06","Siang",0,"Preventive OK",0,0,0,365
2025-04-18,"M-01","Malam",0,"Preventive OK",0,0,0,857
2025-04-18,"M-01","Pagi",0,"Preventive OK",0,0,0,787
2025-04-18,"M-01","Siang",0,"Preventive OK",0,0,0,849
2025-04-18,"M-02","Malam",0,"Preventive OK",0,0,0,824
2025-04-18,"M-02","Pagi",0,"Preventive OK",0,0,0,776
2025-04-18,"M-02","Siang",0,"Preventive OK",0,0,0,811
2025-04-18,"M-03","Malam",0,"Preventive OK",0,0,0,761
2025-04-18,"M-03","Pagi",0,"Preventive OK",0,0,0,772
2025-04-18,"M-03","Siang",0,"Preventive OK",0,0,0,922
2025-04-18,"M-04","Malam",1,"Tool Wear",33,0,33,764
2025-04-18,"M-04","Pagi",0,"Preventive OK",0,0,0,865
2025-04-18,"M-04","Siang",0,"Preventive OK",0,0,0,885
2025-04-18,"M-05","Malam",0,"Preventive OK",0,0,0,367
2025-04-18,"M-05","Pagi",0,"Preventive OK",0,0,0,468
2025-04-18,"M-05","Siang",0,"Preventive OK",0,0,0,437
2025-04-18,"M-06","Malam",0,"Preventive OK",0,0,0,399
2025-04-18,"M-06","Pagi",0,"Preventive OK",0,0,0,411
2025-04-18,"M-06","Siang",0,"Preventive OK",0,0,0,418
2025-04-19,"M-01","Malam",1,"Tool Wear",20,0,20,841
2025-04-19,"M-01","Pagi",0,"Preventive OK",0,0,0,795
2025-04-19,"M-01","Siang",0,"Preventive OK",0,0,0,777
2025-04-19,"M-02","Malam",0,"Preventive OK",0,0,0,953
2025-04-19,"M-02","Pagi",0,"Preventive OK",0,0,0,886
2025-04-19,"M-02","Siang",0,"Preventive OK",0,0,0,943
2025-04-19,"M-03","Malam",0,"Preventive OK",0,0,0,745
2025-04-19,"M-03","Pagi",0,"Preventive OK",0,0,0,807
2025-04-19,"M-03","Siang",0,"Preventive OK",0,0,0,878
2025-04-19,"M-04","Malam",0,"Preventive OK",0,0,0,768
2025-04-19,"M-04","Pagi",0,"Preventive OK",0,0,0,711
2025-04-19,"M-04","Siang",0,"Preventive OK",0,0,0,813
2025-04-19,"M-05","Malam",0,"Preventive OK",0,0,0,397
2025-04-19,"M-05","Pagi",0,"Preventive OK",0,0,0,403
2025-04-19,"M-05","Siang",0,"Preventive OK",0,0,0,371
2025-04-19,"M-06","Malam",1,"Material Jam",24,0,24,420
2025-04-19,"M-06","Pagi",0,"Preventive OK",0,0,0,374
2025-04-19,"M-06","Siang",0,"Preventive OK",0,0,0,394
2025-04-21,"M-01","Malam",0,"Preventive OK",0,30,30,872
2025-04-21,"M-01","Pagi",0,"Preventive OK",0,30,30,825
2025-04-21,"M-01","Siang",0,"Preventive OK",0,30,30,794
2025-04-21,"M-02","Malam",0,"Preventive OK",0,30,30,845
2025-04-21,"M-02","Pagi",0,"Preventive OK",0,30,30,748
2025-04-21,"M-02","Siang",0,"Preventive OK",0,30,30,871
2025-04-21,"M-03","Malam",0,"Preventive OK",0,30,30,847
2025-04-21,"M-03","Pagi",0,"Preventive OK",0,30,30,855
2025-04-21,"M-03","Siang",0,"Preventive OK",0,30,30,909
2025-04-21,"M-04","Malam",1,"Bearing Failure",28,30,58,799
2025-04-21,"M-04","Pagi",0,"Preventive OK",0,30,30,787
2025-04-21,"M-04","Siang",0,"Preventive OK",0,30,30,855
2025-04-21,"M-05","Malam",0,"Preventive OK",0,30,30,396
2025-04-21,"M-05","Pagi",0,"Preventive OK",0,30,30,375
2025-04-21,"M-05","Siang",1,"Material Jam",14,30,44,400
2025-04-21,"M-06","Malam",0,"Preventive OK",0,30,30,433
2025-04-21,"M-06","Pagi",0,"Preventive OK",0,30,30,438
2025-04-21,"M-06","Siang",0,"Preventive OK",0,30,30,383
2025-04-22,"M-01","Malam",0,"Preventive OK",0,0,0,792
2025-04-22,"M-01","Pagi",0,"Preventive OK",0,0,0,791
2025-04-22,"M-01","Siang",0,"Preventive OK",0,0,0,942
2025-04-22,"M-02","Malam",0,"Preventive OK",0,0,0,804
2025-04-22,"M-02","Pagi",1,"Bearing Failure",19,0,19,838
2025-04-22,"M-02","Siang",0,"Preventive OK",0,0,0,958
2025-04-22,"M-03","Malam",0,"Preventive OK",0,0,0,875
2025-04-22,"M-03","Pagi",0,"Preventive OK",0,0,0,784
2025-04-22,"M-03","Siang",0,"Preventive OK",0,0,0,773
2025-04-22,"M-04","Malam",0,"Preventive OK",0,0,0,867
2025-04-22,"M-04","Pagi",0,"Preventive OK",0,0,0,808
2025-04-22,"M-04","Siang",0,"Preventive OK",0,0,0,791
2025-04-22,"M-05","Malam",0,"Preventive OK",0,0,0,383
2025-04-22,"M-05","Pagi",0,"Preventive OK",0,0,0,399
2025-04-22,"M-05","Siang",0,"Preventive OK",0,0,0,409
2025-04-22,"M-06","Malam",0,"Preventive OK",0,0,0,443
2025-04-22,"M-06","Pagi",0,"Preventive OK",0,0,0,380
2025-04-22,"M-06","Siang",0,"Preventive OK",0,0,0,394
2025-04-23,"M-01","Malam",0,"Preventive OK",0,0,0,773
2025-04-23,"M-01","Pagi",0,"Preventive OK",0,0,0,887
2025-04-23,"M-01","Siang",0,"Preventive OK",0,0,0,773
2025-04-23,"M-02","Malam",0,"Preventive OK",0,0,0,839
2025-04-23,"M-02","Pagi",0,"Preventive OK",0,0,0,898
2025-04-23,"M-02","Siang",0,"Preventive OK",0,0,0,889
2025-04-23,"M-03","Malam",0,"Preventive OK",0,0,0,855
2025-04-23,"M-03","Pagi",0,"Preventive OK",0,0,0,842
2025-04-23,"M-03","Siang",0,"Preventive OK",0,0,0,709
2025-04-23,"M-04","Malam",0,"Preventive OK",0,0,0,840
2025-04-23,"M-04","Pagi",0,"Preventive OK",0,0,0,724
2025-04-23,"M-04","Siang",0,"Preventive OK",0,0,0,842
2025-04-23,"M-05","Malam",0,"Preventive OK",0,0,0,416
2025-04-23,"M-05","Pagi",0,"Preventive OK",0,0,0,415
2025-04-23,"M-05","Siang",0,"Preventive OK",0,0,0,402
2025-04-23,"M-06","Malam",0,"Preventive OK",0,0,0,361
2025-04-23,"M-06","Pagi",0,"Preventive OK",0,0,0,424
2025-04-23,"M-06","Siang",0,"Preventive OK",0,0,0,413
2025-04-24,"M-01","Malam",0,"Preventive OK",0,0,0,765
2025-04-24,"M-01","Pagi",0,"Preventive OK",0,0,0,746
2025-04-24,"M-01","Siang",0,"Preventive OK",0,0,0,830
2025-04-24,"M-02","Malam",1,"Bearing Failure",17,0,17,837
2025-04-24,"M-02","Pagi",0,"Preventive OK",0,0,0,786
2025-04-24,"M-02","Siang",0,"Preventive OK",0,0,0,765
2025-04-24,"M-03","Malam",0,"Preventive OK",0,0,0,858
2025-04-24,"M-03","Pagi",0,"Preventive OK",0,0,0,860
2025-04-24,"M-03","Siang",0,"Preventive OK",0,0,0,720
2025-04-24,"M-04","Malam",0,"Preventive OK",0,0,0,826
2025-04-24,"M-04","Pagi",0,"Preventive OK",0,0,0,785
2025-04-24,"M-04","Siang",0,"Preventive OK",0,0,0,814
2025-04-24,"M-05","Malam",0,"Preventive OK",0,0,0,461
2025-04-24,"M-05","Pagi",0,"Preventive OK",0,0,0,396
2025-04-24,"M-05","Siang",1,"Tool Wear",15,0,15,377
2025-04-24,"M-06","Malam",0,"Preventive OK",0,0,0,388
2025-04-24,"M-06","Pagi",0,"Preventive OK",0,0,0,392
2025-04-24,"M-06","Siang",0,"Preventive OK",0,0,0,415
2025-04-25,"M-01","Malam",0,"Preventive OK",0,0,0,813
2025-04-25,"M-01","Pagi",0,"Preventive OK",0,0,0,868
2025-04-25,"M-01","Siang",0,"Preventive OK",0,0,0,910
2025-04-25,"M-02","Malam",1,"Tool Wear",25,0,25,814
2025-04-25,"M-02","Pagi",0,"Preventive OK",0,0,0,776
2025-04-25,"M-02","Siang",0,"Preventive OK",0,0,0,790
2025-04-25,"M-03","Malam",0,"Preventive OK",0,0,0,849
2025-04-25,"M-03","Pagi",0,"Preventive OK",0,0,0,847
2025-04-25,"M-03","Siang",0,"Preventive OK",0,0,0,879
2025-04-25,"M-04","Malam",0,"Preventive OK",0,0,0,792
2025-04-25,"M-04","Pagi",1,"Tool Wear",65,0,65,762
2025-04-25,"M-04","Siang",1,"Kelistrikan",38,0,38,772
2025-04-25,"M-05","Malam",0,"Preventive OK",0,0,0,380
2025-04-25,"M-05","Pagi",0,"Preventive OK",0,0,0,452
2025-04-25,"M-05","Siang",1,"Bearing Failure",21,0,21,326
2025-04-25,"M-06","Malam",0,"Preventive OK",0,0,0,406
2025-04-25,"M-06","Pagi",0,"Preventive OK",0,0,0,435
2025-04-25,"M-06","Siang",0,"Preventive OK",0,0,0,403
2025-04-26,"M-01","Malam",0,"Preventive OK",0,0,0,796
2025-04-26,"M-01","Pagi",0,"Preventive OK",0,0,0,845
2025-04-26,"M-01","Siang",0,"Preventive OK",0,0,0,775
2025-04-26,"M-02","Malam",0,"Preventive OK",0,0,0,833
2025-04-26,"M-02","Pagi",0,"Preventive OK",0,0,0,889
2025-04-26,"M-02","Siang",0,"Preventive OK",0,0,0,831
2025-04-26,"M-03","Malam",1,"Tool Wear",38,0,38,780
2025-04-26,"M-03","Pagi",1,"Kelistrikan",16,0,16,688
2025-04-26,"M-03","Siang",0,"Preventive OK",0,0,0,846
2025-04-26,"M-04","Malam",0,"Preventive OK",0,0,0,885
2025-04-26,"M-04","Pagi",1,"Bearing Failure",21,0,21,743
2025-04-26,"M-04","Siang",1,"Kelistrikan",31,0,31,823
2025-04-26,"M-05","Malam",0,"Preventive OK",0,0,0,425
2025-04-26,"M-05","Pagi",0,"Preventive OK",0,0,0,404
2025-04-26,"M-05","Siang",0,"Preventive OK",0,0,0,406
2025-04-26,"M-06","Malam",0,"Preventive OK",0,0,0,452
2025-04-26,"M-06","Pagi",0,"Preventive OK",0,0,0,385
2025-04-26,"M-06","Siang",0,"Preventive OK",0,0,0,456
2025-04-28,"M-01","Malam",0,"Preventive OK",0,30,30,974
2025-04-28,"M-01","Pagi",0,"Preventive OK",0,30,30,784
2025-04-28,"M-01","Siang",0,"Preventive OK",0,30,30,915
2025-04-28,"M-02","Malam",0,"Preventive OK",0,30,30,841
2025-04-28,"M-02","Pagi",0,"Preventive OK",0,30,30,845
2025-04-28,"M-02","Siang",1,"Tool Wear",35,30,65,716
2025-04-28,"M-03","Malam",0,"Preventive OK",0,30,30,647
2025-04-28,"M-03","Pagi",0,"Preventive OK",0,30,30,809
2025-04-28,"M-03","Siang",0,"Preventive OK",0,30,30,798
2025-04-28,"M-04","Malam",0,"Preventive OK",0,30,30,842
2025-04-28,"M-04","Pagi",0,"Preventive OK",0,30,30,811
2025-04-28,"M-04","Siang",0,"Preventive OK",0,30,30,877
2025-04-28,"M-05","Malam",0,"Preventive OK",0,30,30,414
2025-04-28,"M-05","Pagi",0,"Preventive OK",0,30,30,432
2025-04-28,"M-05","Siang",0,"Preventive OK",0,30,30,369
2025-04-28,"M-06","Malam",0,"Preventive OK",0,30,30,403
2025-04-28,"M-06","Pagi",0,"Preventive OK",0,30,30,432
2025-04-28,"M-06","Siang",0,"Preventive OK",0,30,30,423
2025-04-29,"M-01","Malam",0,"Preventive OK",0,0,0,832
2025-04-29,"M-01","Pagi",0,"Preventive OK",0,0,0,751
2025-04-29,"M-01","Siang",0,"Preventive OK",0,0,0,825
2025-04-29,"M-02","Malam",0,"Preventive OK",0,0,0,799
2025-04-29,"M-02","Pagi",1,"Bearing Failure",22,0,22,725
2025-04-29,"M-02","Siang",0,"Preventive OK",0,0,0,864
2025-04-29,"M-03","Malam",0,"Preventive OK",0,0,0,911
2025-04-29,"M-03","Pagi",0,"Preventive OK",0,0,0,701
2025-04-29,"M-03","Siang",0,"Preventive OK",0,0,0,783
2025-04-29,"M-04","Malam",1,"Bearing Failure",41,0,41,663
2025-04-29,"M-04","Pagi",0,"Preventive OK",0,0,0,731
2025-04-29,"M-04","Siang",0,"Preventive OK",0,0,0,803
2025-04-29,"M-05","Malam",0,"Preventive OK",0,0,0,444
2025-04-29,"M-05","Pagi",0,"Preventive OK",0,0,0,431
2025-04-29,"M-05","Siang",0,"Preventive OK",0,0,0,428
2025-04-29,"M-06","Malam",0,"Preventive OK",0,0,0,386
2025-04-29,"M-06","Pagi",0,"Preventive OK",0,0,0,411
2025-04-29,"M-06","Siang",0,"Preventive OK",0,0,0,409
2025-04-30,"M-01","Malam",0,"Preventive OK",0,0,0,809
2025-04-30,"M-01","Pagi",1,"Tool Wear",25,0,25,712
2025-04-30,"M-01","Siang",0,"Preventive OK",0,0,0,721
2025-04-30,"M-02","Malam",0,"Preventive OK",0,0,0,757
2025-04-30,"M-02","Pagi",0,"Preventive OK",0,0,0,858
2025-04-30,"M-02","Siang",0,"Preventive OK",0,0,0,800
2025-04-30,"M-03","Malam",0,"Preventive OK",0,0,0,865
2025-04-30,"M-03","Pagi",0,"Preventive OK",0,0,0,900
2025-04-30,"M-03","Siang",0,"Preventive OK",0,0,0,803
2025-04-30,"M-04","Malam",0,"Preventive OK",0,0,0,843
2025-04-30,"M-04","Pagi",0,"Preventive OK",0,0,0,735
2025-04-30,"M-04","Siang",0,"Preventive OK",0,0,0,857
2025-04-30,"M-05","Malam",0,"Preventive OK",0,0,0,434
2025-04-30,"M-05","Pagi",0,"Preventive OK",0,0,0,399
2025-04-30,"M-05","Siang",0,"Preventive OK",0,0,0,441
2025-04-30,"M-06","Malam",0,"Preventive OK",0,0,0,467
2025-04-30,"M-06","Pagi",0,"Preventive OK",0,0,0,404
2025-04-30,"M-06","Siang",0,"Preventive OK",0,0,0,401
2025-05-01,"M-01","Malam",0,"Preventive OK",0,0,0,814
2025-05-01,"M-01","Pagi",1,"Material Jam",26,0,26,778
2025-05-01,"M-01","Siang",0,"Preventive OK",0,0,0,816
2025-05-01,"M-02","Malam",0,"Preventive OK",0,0,0,800
2025-05-01,"M-02","Pagi",0,"Preventive OK",0,0,0,768
2025-05-01,"M-02","Siang",0,"Preventive OK",0,0,0,881
2025-05-01,"M-03","Malam",0,"Preventive OK",0,0,0,742
2025-05-01,"M-03","Pagi",0,"Preventive OK",0,0,0,796
2025-05-01,"M-03","Siang",1,"Tool Wear",13,0,13,808
2025-05-01,"M-04","Malam",0,"Preventive OK",0,0,0,791
2025-05-01,"M-04","Pagi",0,"Preventive OK",0,0,0,878
2025-05-01,"M-04","Siang",0,"Preventive OK",0,0,0,911
2025-05-01,"M-05","Malam",0,"Preventive OK",0,0,0,354
2025-05-01,"M-05","Pagi",0,"Preventive OK",0,0,0,442
2025-05-01,"M-05","Siang",0,"Preventive OK",0,0,0,448
2025-05-01,"M-06","Malam",0,"Preventive OK",0,0,0,413
2025-05-01,"M-06","Pagi",0,"Preventive OK",0,0,0,386
2025-05-01,"M-06","Siang",0,"Preventive OK",0,0,0,365
2025-05-02,"M-01","Malam",0,"Preventive OK",0,0,0,823
2025-05-02,"M-01","Pagi",0,"Preventive OK",0,0,0,910
2025-05-02,"M-01","Siang",0,"Preventive OK",0,0,0,740
2025-05-02,"M-02","Malam",0,"Preventive OK",0,0,0,819
2025-05-02,"M-02","Pagi",0,"Preventive OK",0,0,0,846
2025-05-02,"M-02","Siang",0,"Preventive OK",0,0,0,799
2025-05-02,"M-03","Malam",0,"Preventive OK",0,0,0,848
2025-05-02,"M-03","Pagi",0,"Preventive OK",0,0,0,799
2025-05-02,"M-03","Siang",0,"Preventive OK",0,0,0,866
2025-05-02,"M-04","Malam",1,"Bearing Failure",31,0,31,861
2025-05-02,"M-04","Pagi",0,"Preventive OK",0,0,0,762
2025-05-02,"M-04","Siang",0,"Preventive OK",0,0,0,910
2025-05-02,"M-05","Malam",0,"Preventive OK",0,0,0,443
2025-05-02,"M-05","Pagi",0,"Preventive OK",0,0,0,436
2025-05-02,"M-05","Siang",0,"Preventive OK",0,0,0,371
2025-05-02,"M-06","Malam",0,"Preventive OK",0,0,0,371
2025-05-02,"M-06","Pagi",0,"Preventive OK",0,0,0,422
2025-05-02,"M-06","Siang",0,"Preventive OK",0,0,0,410
2025-05-03,"M-01","Malam",0,"Preventive OK",0,0,0,816
2025-05-03,"M-01","Pagi",0,"Preventive OK",0,0,0,810
2025-05-03,"M-01","Siang",0,"Preventive OK",0,0,0,837
2025-05-03,"M-02","Malam",0,"Preventive OK",0,0,0,837
2025-05-03,"M-02","Pagi",0,"Preventive OK",0,0,0,778
2025-05-03,"M-02","Siang",0,"Preventive OK",0,0,0,789
2025-05-03,"M-03","Malam",0,"Preventive OK",0,0,0,844
2025-05-03,"M-03","Pagi",0,"Preventive OK",0,0,0,867
2025-05-03,"M-03","Siang",0,"Preventive OK",0,0,0,866
2025-05-03,"M-04","Malam",0,"Preventive OK",0,0,0,900
2025-05-03,"M-04","Pagi",0,"Preventive OK",0,0,0,825
2025-05-03,"M-04","Siang",0,"Preventive OK",0,0,0,661
2025-05-03,"M-05","Malam",0,"Preventive OK",0,0,0,421
2025-05-03,"M-05","Pagi",0,"Preventive OK",0,0,0,405
2025-05-03,"M-05","Siang",0,"Preventive OK",0,0,0,435
2025-05-03,"M-06","Malam",0,"Preventive OK",0,0,0,377
2025-05-03,"M-06","Pagi",0,"Preventive OK",0,0,0,431
2025-05-03,"M-06","Siang",0,"Preventive OK",0,0,0,359
2025-05-05,"M-01","Malam",0,"Preventive OK",0,30,30,847
2025-05-05,"M-01","Pagi",0,"Preventive OK",0,30,30,774
2025-05-05,"M-01","Siang",0,"Preventive OK",0,30,30,756
2025-05-05,"M-02","Malam",0,"Preventive OK",0,30,30,799
2025-05-05,"M-02","Pagi",0,"Preventive OK",0,30,30,818
2025-05-05,"M-02","Siang",0,"Preventive OK",0,30,30,889
2025-05-05,"M-03","Malam",1,"Setup & Adjust",20,30,50,814
2025-05-05,"M-03","Pagi",0,"Preventive OK",0,30,30,846
2025-05-05,"M-03","Siang",0,"Preventive OK",0,30,30,884
2025-05-05,"M-04","Malam",0,"Preventive OK",0,30,30,798
2025-05-05,"M-04","Pagi",0,"Preventive OK",0,30,30,786
2025-05-05,"M-04","Siang",1,"Kelistrikan",24,30,54,849
2025-05-05,"M-05","Malam",0,"Preventive OK",0,30,30,407
2025-05-05,"M-05","Pagi",0,"Preventive OK",0,30,30,382
2025-05-05,"M-05","Siang",0,"Preventive OK",0,30,30,343
2025-05-05,"M-06","Malam",0,"Preventive OK",0,30,30,441
2025-05-05,"M-06","Pagi",0,"Preventive OK",0,30,30,331
2025-05-05,"M-06","Siang",0,"Preventive OK",0,30,30,397
2025-05-06,"M-01","Malam",0,"Preventive OK",0,0,0,736
2025-05-06,"M-01","Pagi",0,"Preventive OK",0,0,0,879
2025-05-06,"M-01","Siang",0,"Preventive OK",0,0,0,694
2025-05-06,"M-02","Malam",0,"Preventive OK",0,0,0,783
2025-05-06,"M-02","Pagi",0,"Preventive OK",0,0,0,810
2025-05-06,"M-02","Siang",0,"Preventive OK",0,0,0,883
2025-05-06,"M-03","Malam",1,"Kelistrikan",33,0,33,781
2025-05-06,"M-03","Pagi",0,"Preventive OK",0,0,0,832
2025-05-06,"M-03","Siang",0,"Preventive OK",0,0,0,798
2025-05-06,"M-04","Malam",0,"Preventive OK",0,0,0,861
2025-05-06,"M-04","Pagi",0,"Preventive OK",0,0,0,777
2025-05-06,"M-04","Siang",0,"Preventive OK",0,0,0,842
2025-05-06,"M-05","Malam",0,"Preventive OK",0,0,0,368
2025-05-06,"M-05","Pagi",0,"Preventive OK",0,0,0,395
2025-05-06,"M-05","Siang",1,"Preventive OK",27,0,27,379
2025-05-06,"M-06","Malam",0,"Preventive OK",0,0,0,431
2025-05-06,"M-06","Pagi",0,"Preventive OK",0,0,0,426
2025-05-06,"M-06","Siang",0,"Preventive OK",0,0,0,389
2025-05-07,"M-01","Malam",1,"Bearing Failure",17,0,17,891
2025-05-07,"M-01","Pagi",1,"Setup & Adjust",24,0,24,741
2025-05-07,"M-01","Siang",0,"Preventive OK",0,0,0,660
2025-05-07,"M-02","Malam",0,"Preventive OK",0,0,0,906
2025-05-07,"M-02","Pagi",0,"Preventive OK",0,0,0,823
2025-05-07,"M-02","Siang",0,"Preventive OK",0,0,0,908
2025-05-07,"M-03","Malam",0,"Preventive OK",0,0,0,868
2025-05-07,"M-03","Pagi",0,"Preventive OK",0,0,0,710
2025-05-07,"M-03","Siang",0,"Preventive OK",0,0,0,856
2025-05-07,"M-04","Malam",0,"Preventive OK",0,0,0,754
2025-05-07,"M-04","Pagi",0,"Preventive OK",0,0,0,796
2025-05-07,"M-04","Siang",0,"Preventive OK",0,0,0,914
2025-05-07,"M-05","Malam",0,"Preventive OK",0,0,0,411
2025-05-07,"M-05","Pagi",0,"Preventive OK",0,0,0,401
2025-05-07,"M-05","Siang",0,"Preventive OK",0,0,0,390
2025-05-07,"M-06","Malam",0,"Preventive OK",0,0,0,412
2025-05-07,"M-06","Pagi",0,"Preventive OK",0,0,0,387
2025-05-07,"M-06","Siang",0,"Preventive OK",0,0,0,409
2025-05-08,"M-01","Malam",0,"Preventive OK",0,0,0,791
2025-05-08,"M-01","Pagi",0,"Preventive OK",0,0,0,730
2025-05-08,"M-01","Siang",0,"Preventive OK",0,0,0,783
2025-05-08,"M-02","Malam",1,"Tool Wear",31,0,31,806
2025-05-08,"M-02","Pagi",0,"Preventive OK",0,0,0,778
2025-05-08,"M-02","Siang",0,"Preventive OK",0,0,0,796
2025-05-08,"M-03","Malam",0,"Preventive OK",0,0,0,798
2025-05-08,"M-03","Pagi",0,"Preventive OK",0,0,0,728
2025-05-08,"M-03","Siang",0,"Preventive OK",0,0,0,725
2025-05-08,"M-04","Malam",0,"Preventive OK",0,0,0,838
2025-05-08,"M-04","Pagi",1,"Tool Wear",34,0,34,860
2025-05-08,"M-04","Siang",0,"Preventive OK",0,0,0,875
2025-05-08,"M-05","Malam",0,"Preventive OK",0,0,0,382
2025-05-08,"M-05","Pagi",0,"Preventive OK",0,0,0,414
2025-05-08,"M-05","Siang",0,"Preventive OK",0,0,0,426
2025-05-08,"M-06","Malam",0,"Preventive OK",0,0,0,375
2025-05-08,"M-06","Pagi",0,"Preventive OK",0,0,0,397
2025-05-08,"M-06","Siang",0,"Preventive OK",0,0,0,408
2025-05-09,"M-01","Malam",0,"Preventive OK",0,0,0,732
2025-05-09,"M-01","Pagi",0,"Preventive OK",0,0,0,905
2025-05-09,"M-01","Siang",0,"Preventive OK",0,0,0,985
2025-05-09,"M-02","Malam",1,"Bearing Failure",20,0,20,720
2025-05-09,"M-02","Pagi",0,"Preventive OK",0,0,0,857
2025-05-09,"M-02","Siang",0,"Preventive OK",0,0,0,921
2025-05-09,"M-03","Malam",0,"Preventive OK",0,0,0,817
2025-05-09,"M-03","Pagi",0,"Preventive OK",0,0,0,834
2025-05-09,"M-03","Siang",1,"Kelistrikan",23,0,23,752
2025-05-09,"M-04","Malam",0,"Preventive OK",0,0,0,765
2025-05-09,"M-04","Pagi",0,"Preventive OK",0,0,0,805
2025-05-09,"M-04","Siang",0,"Preventive OK",0,0,0,810
2025-05-09,"M-05","Malam",0,"Preventive OK",0,0,0,420
2025-05-09,"M-05","Pagi",0,"Preventive OK",0,0,0,421
2025-05-09,"M-05","Siang",0,"Preventive OK",0,0,0,389
2025-05-09,"M-06","Malam",0,"Preventive OK",0,0,0,415
2025-05-09,"M-06","Pagi",0,"Preventive OK",0,0,0,375
2025-05-09,"M-06","Siang",0,"Preventive OK",0,0,0,417
2025-05-10,"M-01","Malam",0,"Preventive OK",0,0,0,833
2025-05-10,"M-01","Pagi",0,"Preventive OK",0,0,0,773
2025-05-10,"M-01","Siang",0,"Preventive OK",0,0,0,819
2025-05-10,"M-02","Malam",0,"Preventive OK",0,0,0,834
2025-05-10,"M-02","Pagi",0,"Preventive OK",0,0,0,858
2025-05-10,"M-02","Siang",0,"Preventive OK",0,0,0,827
2025-05-10,"M-03","Malam",1,"Setup & Adjust",14,0,14,882
2025-05-10,"M-03","Pagi",0,"Preventive OK",0,0,0,725
2025-05-10,"M-03","Siang",0,"Preventive OK",0,0,0,887
2025-05-10,"M-04","Malam",0,"Preventive OK",0,0,0,863
2025-05-10,"M-04","Pagi",0,"Preventive OK",0,0,0,732
2025-05-10,"M-04","Siang",0,"Preventive OK",0,0,0,784
2025-05-10,"M-05","Malam",0,"Preventive OK",0,0,0,363
2025-05-10,"M-05","Pagi",0,"Preventive OK",0,0,0,365
2025-05-10,"M-05","Siang",0,"Preventive OK",0,0,0,377
2025-05-10,"M-06","Malam",0,"Preventive OK",0,0,0,451
2025-05-10,"M-06","Pagi",0,"Preventive OK",0,0,0,388
2025-05-10,"M-06","Siang",0,"Preventive OK",0,0,0,393
2025-05-12,"M-01","Malam",0,"Preventive OK",0,30,30,844
2025-05-12,"M-01","Pagi",0,"Preventive OK",0,30,30,871
2025-05-12,"M-01","Siang",0,"Preventive OK",0,30,30,753
2025-05-12,"M-02","Malam",1,"Bearing Failure",20,30,50,786
2025-05-12,"M-02","Pagi",0,"Preventive OK",0,30,30,815
2025-05-12,"M-02","Siang",0,"Preventive OK",0,30,30,887
2025-05-12,"M-03","Malam",0,"Preventive OK",0,30,30,881
2025-05-12,"M-03","Pagi",0,"Preventive OK",0,30,30,879
2025-05-12,"M-03","Siang",0,"Preventive OK",0,30,30,723
2025-05-12,"M-04","Malam",0,"Preventive OK",0,30,30,777
2025-05-12,"M-04","Pagi",0,"Preventive OK",0,30,30,764
2025-05-12,"M-04","Siang",0,"Preventive OK",0,30,30,809
2025-05-12,"M-05","Malam",0,"Preventive OK",0,30,30,400
2025-05-12,"M-05","Pagi",0,"Preventive OK",0,30,30,432
2025-05-12,"M-05","Siang",1,"Material Jam",15,30,45,383
2025-05-12,"M-06","Malam",0,"Preventive OK",0,30,30,443
2025-05-12,"M-06","Pagi",0,"Preventive OK",0,30,30,393
2025-05-12,"M-06","Siang",0,"Preventive OK",0,30,30,376
2025-05-13,"M-01","Malam",0,"Preventive OK",0,0,0,810
2025-05-13,"M-01","Pagi",0,"Preventive OK",0,0,0,901
2025-05-13,"M-01","Siang",0,"Preventive OK",0,0,0,810
2025-05-13,"M-02","Malam",1,"Kelistrikan",25,0,25,778
2025-05-13,"M-02","Pagi",0,"Preventive OK",0,0,0,932
2025-05-13,"M-02","Siang",0,"Preventive OK",0,0,0,884
2025-05-13,"M-03","Malam",0,"Preventive OK",0,0,0,831
2025-05-13,"M-03","Pagi",0,"Preventive OK",0,0,0,800
2025-05-13,"M-03","Siang",0,"Preventive OK",0,0,0,828
2025-05-13,"M-04","Malam",0,"Preventive OK",0,0,0,840
2025-05-13,"M-04","Pagi",0,"Preventive OK",0,0,0,684
2025-05-13,"M-04","Siang",0,"Preventive OK",0,0,0,875
